idx_together;idx_separated;SMILES;Index;Binary_Characterization;ID;subset;COMPOUND_KEY;Characterization
872;872;OCCOCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1;873;1;Clc1ccc(cc1)[C@H](N1CCN(CC1)CCOCCO)c1ccccc1;training;;
873;873;CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H]3O[C@]4(O[C@@H]3[C@@H]2O)O[C@H]([C@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O;874;0;O1[C@H]([C@H](N)CO)[C@H](O)[C@H](O)[C@@H](O)[C@@]12O[C@H]1[C@@H](O2)[C@H](O[C@@H](O[C@H]2[C@H](O)[C@@H](NC)C[C@@H](N)[C@@H]2O)[C@H]1O)CO;training;;
874;874;COc1ccc2c(C)cc(=O)oc2c1;875;0;O1c2c(ccc(OC)c2)C(=CC1=O)C;training;;
875;875;CN1[C@@H]2CC[C@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2;876;0;O(C(=O)[C@H](CO)c1ccccc1)C1C[C@@H]2N([C@H](C1)CC2)C;training;;
876;876;O=c1[nH]cnc2nc[nH]c12;877;0;O=C1NC=Nc2nc[nH]c12;training;;
877;877;COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1;878;0;O1c2c(C(=O)C(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)=C1c1ccc(OC)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2C\C=C(\C)/C;training;;
878;878;COc1cc2c(cc1-c1coc3c4c(c(OC)cc3c1=O)OC(C)(C)C=C4)OCO2;879;0;O1c2c(C=CC1(C)C)c1OC=C(c3cc4OCOc4cc3OC)C(=O)c1cc2OC;training;;
879;879;O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)cc1;880;0;Clc1ccc(cc1)CN/1CCN\C\1=N/[N+](=O)[O-];training;;
880;880;CC(C)=CCOc1c2occc2cc2ccc(=O)oc12;881;0;O1c2c(C=CC1=O)cc1c(occ1)c2OC\C=C(\C)/C;training;;
881;881;C[C@@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;882;0;Clc1ccc(cc1S(=O)(=O)N)C(=O)NN1c2c(C[C@H]1C)cccc2;training;;
882;882;O=C(O)c1cc2ccccc2[nH]1;883;0;OC(=O)c1[nH]c2c(c1)cccc2;training;;
883;883;OCc1c[nH]c2ccccc12;884;0;OCc1c2c([nH]c1)cccc2;training;;
884;884;C[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1;885;0;O=C1N(Cc2c1cccc2)c1ccc(cc1)[C@H](C(O)=O)C;training;;
885;885;O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;886;0;O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1c2N=CNC(=O)c2nc1;training;;
886;886;CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I;887;0;Ic1c(CNC(=O)C)c(I)c(NC(=O)C)c(I)c1C(O)=O;training;;
887;887;Oc1c(I)cc(I)c2cccnc12;888;0;Ic1cc(I)c2c(nccc2)c1O;training;;
888;888;CC[C@H](Cc1c(I)cc(I)c(N)c1I)C(=O)O;889;1;Ic1c(C[C@@H](CC)C(O)=O)c(I)cc(I)c1N;training;;
889;889;CC(C)Oc1ccc2c(=O)cc(-c3ccccc3)oc2c1;890;0;O1c2c(ccc(OC(C)C)c2)C(=O)C=C1c1ccccc1;training;;
890;890;CC(C)NNC(=O)c1ccncc1;891;0;O=C(NNC(C)C)c1ccncc1;training;;
891;891;CCCCC1=[NH+]C2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1;892;0;O=C1N(Cc2ccc(cc2)-c2ccccc2-c2nnn[n-]2)C(=[NH+]C12CCCC2)CCCC;training;;
892;892;COc1c(O)cc(O)cc1O;893;0;O(C)c1c(O)cc(O)cc1O;training;;
893;893;COc1cc(-c2coc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c(O)c3c2=O)cc(O)c1OC;894;0;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1Oc1cc2OC=C(C(=O)c2c(O)c1OC)c1cc(OC)c(OC)c(O)c1;training;;
894;894;COc1cc(-c2coc3cc(OC)c(OC)c(OC)c3c2=O)cc(OC)c1OC;895;0;O1C=C(C(=O)c2c1cc(OC)c(OC)c2OC)c1cc(OC)c(OC)c(OC)c1;training;;
895;895;COc1cc(-c2coc3cc(OCc4ccccc4)c(OC)c(O)c3c2=O)cc(O)c1OC;896;0;O1C=C(C(=O)c2c1cc(OCc1ccccc1)c(OC)c2O)c1cc(OC)c(OC)c(O)c1;training;;
896;896;COc1cc(-c2coc3cc(OCc4ccccc4)c(OC)c(O)c3c2=O)cc(OCc2ccccc2)c1OC;897;0;O1C=C(C(=O)c2c1cc(OCc1ccccc1)c(OC)c2O)c1cc(OCc2ccccc2)c(OC)c(OC)c1;training;;
897;897;O=c1c(-c2cc(O)c(O)c(O)c2)coc2cc(O)c(O)c(O)c12;898;0;O1C=C(C(=O)c2c1cc(O)c(O)c2O)c1cc(O)c(O)c(O)c1;training;;
898;898;CC(=O)Oc1cc(-c2coc3cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c3c2=O)cc(OC(C)=O)c1OC(C)=O;899;0;O1C=C(C(=O)c2c1cc(OC(=O)C)c(OC(=O)C)c2OC(=O)C)c1cc(OC(=O)C)c(OC(=O)C)c(OC(=O)C)c1;training;;
899;899;COc1cc2occc2c2oc(=O)ccc12;900;0;O1c2c(C=CC1=O)c(OC)cc1occc12;training;;
900;900;Cc1cc(=O)c2c(O)cc(O)c(C)c2o1;901;0;O1c2c(C(=O)C=C1C)c(O)cc(O)c2C;training;;
901;901;CC(=O)O[C@@H]1CC2C(C)(C)C=CC(=O)[C@]2(C)[C@@H]2CC[C@]3(C)[C@@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]21C;902;1;O1[C@@H]([C@@]2([C@@]3(O[C@@H]3C1=O)[C@@]1([C@H](CC2)[C@]2([C@@H](C[C@H]1OC(=O)C)C(C=CC2=O)(C)C)C)C)C)c1ccoc1;training;;
902;902;COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1;903;1;O1c2c(C(=O)C=C1c1ccc(OC)cc1)c(O)cc(O)c2-c1cc(ccc1OC)C=1Oc2c(C(=O)C=1)c(O)cc(O)c2;training;;
903;903;O=C([O-])C1=CC[NH2+]CC1;904;0;O=C([O-])C=1CC[NH2+]CC=1;training;;
904;904;C=C1CC[C@@H]2[C@H](CC2(C)C)C(=O)CC[C@@H]1O;905;0;O=C1[C@@H]2[C@@H](CCC(=C)[C@@H](O)CC1)C(C2)(C)C;training;;
905;905;O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O;906;0;Oc1cc(O)ccc1C(=O)\C=C\c1ccc(O)cc1;training;;
906;906;COc1cc(O)ccc1C(C)=O;907;0;O(C)c1cc(O)ccc1C(=O)C;training;;
907;907;COc1c2ccoc2c(OC)c2oc(=O)ccc12;908;0;O1c2c(C=CC1=O)c(OC)c1c(occ1)c2OC;training;;
908;908;CC(C)[NH2+]C[C@H](O)c1ccc([O-])c(O)c1;909;0;Oc1cc(ccc1[O-])[C@@H](O)C[NH2+]C(C)C;training;;
909;909;COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4oc(C(C)C)cc4c3O[C@@H]1CO2;910;0;o1c2c(cc1C(C)C)c1O[C@H]3[C@H](c4cc(OC)c(OC)cc4OC3)C(=O)c1cc2;training;;
910;910;C/C=C/c1ccc2c(c1)OCO2;911;0;O1c2cc(ccc2OC1)\C=C\C;training;;
911;911;O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-];912;0;O1[C@H]2[C@H](OC[C@@H]2O[N+](=O)[O-])[C@H](O[N+](=O)[O-])C1;training;;
912;912;COc1ccc(-c2coc3c(OC)c(OC)cc(OC)c3c2=O)cc1;913;0;O1C=C(C(=O)c2c1c(OC)c(OC)cc2OC)c1ccc(OC)cc1;training;;
913;913;COc1ccc(-c2coc3c(OC)c(OC)cc(O)c3c2=O)cc1;914;0;O1C=C(C(=O)c2c1c(OC)c(OC)cc2O)c1ccc(OC)cc1;training;;
914;914;CC1=C(/C=C/C(C)=C\C=C\C(C)=C/C(=O)O)C(C)(C)CCC1;915;1;OC(=O)\C=C(/C=C/C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)\C;training;;
915;915;Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1;916;0;S1(=O)(=O)N(C)C(C(=O)Nc2noc(c2)C)=C(O)c2c1cccc2;training;;
916;916;C[C@H](COc1ccccc1)N[C@H](C)[C@H](O)c1ccc(O)cc1;917;1;O(C[C@H](N[C@@H]([C@H](O)c1ccc(O)cc1)C)C)c1ccccc1;training;;
917;917;O=C(O)/C=C/C=C/c1ccccc1;918;0;OC(=O)\C=C\C=C\c1ccccc1;training;;
918;918;O=C1C=CC(=O)c2c(O)cccc21;919;0;Oc1c2c(ccc1)C(=O)C=CC2=O;training;;
919;919;C=C(C)[C@H]1CN[C@@H](C(=O)O)[C@@H]1CC(=O)O;920;0;OC(=O)[C@@H]1NC[C@H](C(C)=C)[C@H]1CC(O)=O;training;;
920;920;O=c1c(O)c(-c2ccccc2)oc2ccc3occc3c12;921;0;O1c2c(c3c(occ3)cc2)C(=O)C(O)=C1c1ccccc1;training;;
921;921;Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2;922;0;O1c2c([C@@H]([C@@H](O)[C@H]1c1cc(O)c(O)c(O)c1)c1c3O[C@@H]([C@H](O)Cc3c(O)cc1O)c1cc(O)c(O)c(O)c1)c(O)cc(O)c2[C@H]1c2c(O[C@@H]([C@@H]1O)c1cc(O)c(O)c(O)c1)cc(O)cc2O;training;;
922;922;O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1;923;0;Fc1ccc(cc1)C(=O)C1CCN(CC1)CCN1C(=O)c2c(NC1=O)cccc2;training;;
923;923;C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1;924;0;OC(=O)[C@@H](C)c1cc(ccc1)C(=O)c1ccccc1;training;;
924;924;O=C(c1ccccc1)c1ccc2n1CC[C@@H]2C(=O)O;925;0;OC(=O)[C@H]1CCn2c1ccc2C(=O)c1ccccc1;training;;
925;925;CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1;926;0;s1c2c(cc1)\C(\c1c(CC2=O)cccc1)=C\1/CCN(CC/1)C;training;;
926;926;CC(=O)O[C@H]1C[C@@H](OC(C)=O)C(C)(C)[C@@H]2C[C@@H](OC(C)=O)[C@@]3(C)[C@H](CC[C@]4(C)[C@H](c5ccoc5)C(=O)[C@H]5O[C@@]534)[C@]12C;927;1;o1cc(cc1)[C@H]1[C@@]2([C@@]3(O[C@@H]3C1=O)[C@@]1([C@H](CC2)[C@]2([C@@H](C[C@H]1OC(=O)C)C(C)(C)[C@H](OC(=O)C)C[C@@H]2OC(=O)C)C)C)C;training;;
927;927;CCC(=O)O[C@@H]1[C@@H]2CC3=C4CC(=O)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@H]3[C@](C)(C2=O)[C@@H](CC(=O)OC)C1(C)C;928;0;O1[C@H]([C@@]2(C(CC1=O)=C1[C@@H](CC2)[C@@]2(C)[C@@H](CC(OC)=O)C(C)(C)[C@H](OC(=O)CC)[C@H](C1)C2=O)C)c1ccoc1;training;;
928;928;CC[C@H](C)C(=O)O[C@@H]1[C@@H]2CC3=C4CC(=O)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@H]3[C@](C)(C2=O)[C@@H](CC(=O)OC)C1(C)C;929;0;O1[C@H]([C@@]2(C(CC1=O)=C1[C@@H](CC2)[C@@]2(C)[C@@H](CC(OC)=O)C(C)(C)[C@H](OC(=O)[C@H](CC)C)[C@H](C1)C2=O)C)c1ccoc1;training;;
929;929;COc1c2occc2c(OC)c2c(=O)cc(C)oc12;930;0;O1c2c(C(=O)C=C1C)c(OC)c1c(occ1)c2OC;training;;
930;930;CC(=O)OC1CC(OC(C)=O)[C@]2(C)C(C[C@H](OC(C)=O)[C@]3(C)[C@@H]2CC[C@@]2(C)[C@H](c4ccoc4)OC(=O)[C@@H]4O[C@]432)C1(C)C;931;0;O1[C@@H]([C@@]2([C@@]3(O[C@@H]3C1=O)[C@@]1([C@@H](CC2)[C@]2([C@@H](C[C@H]1OC(=O)C)C(C)(C)[C@H](OC(=O)C)C[C@@H]2OC(=O)C)C)C)C)c1ccoc1;training;;
931;931;OC[C@H]1O[C@@H](n2cnc3c(NCc4ccco4)ncnc32)[C@H](O)[C@@H]1O;932;0;o1cccc1CNc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;training;;
932;932;c1coc(CNc2ncnc3[nH]cnc23)c1;933;0;o1cccc1CNc1ncnc2[nH]cnc12;training;;
933;933;CC1(C)C[C@@H]2C(=O)CC[C@@H]3O[C@]3(C)CC[C@H]21;934;0;O1[C@H]2CCC(=O)[C@@H]3[C@@H](CC[C@@]12C)C(C3)(C)C;training;;
934;934;O=c1cc(CO)occ1O;935;0;O1C=C(O)C(=O)C=C1CO;training;;
935;935;COc1ccc(-c2coc3cc(O)ccc3c2=O)c(OC)c1O;936;0;O1C=C(c2ccc(OC)c(O)c2OC)C(=O)c2c1cc(O)cc2;training;;
936;936;COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1O;937;0;O1C=C(c2ccc(OC)c(O)c2O)C(=O)c2c1cc(O)cc2;training;;
937;937;COc1c(O)cc2c(-c3ccccc3)cc(=O)oc2c1OC;938;0;O1c2c(cc(O)c(OC)c2OC)C(=CC1=O)c1ccccc1;training;;
938;938;NC[C@@H](N)C(=O)c1ccccc1;939;0;O=C([C@H](N)CN)c1ccccc1;training;;
939;939;O=C(O)c1cc(O)c2ccccc2n1;940;0;Oc1cc(nc2c1cccc2)C(O)=O;training;;
940;940;Nc1ccccc1C(=O)C[C@H]([NH3+])C(=O)[O-];941;0;O=C(C[C@H]([NH3+])C(=O)[O-])c1ccccc1N;training;;
941;941;C[C@@H](N)CO;942;0;OC[C@H](N)C;training;;
942;942;CC(C)C[C@H]([NH3+])C(=O)N[C@@H](C)C(=O)[O-];943;0;O=C(N[C@H](C(=O)[O-])C)[C@@H]([NH3+])CC(C)C;training;;
943;943;N[C@H](CO)Cc1ccccc1;944;0;OC[C@@H](N)Cc1ccccc1;training;;
944;944;C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1;945;0;Oc1ccc(cc1C(=O)N)[C@@H](O)CN[C@H](CCc1ccccc1)C;training;;
945;945;OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O;946;0;O1[C@](O)(CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1CO;training;;
946;946;C[C@@H]1CC[C@H]2[C@](C)(CO)[C@@H](O)CC[C@@]2(C)[C@@]12CC[C@@](CO)(CCO)O2;947;0;O1[C@@]2(CC[C@]1(CCO)CO)[C@]1([C@@H](CC[C@H]2C)[C@@](CO)(C)[C@@H](O)CC1)C;training;;
947;947;CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O;948;0;O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](C[C@@H](O)[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](OC(=O)C)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C;training;;
948;948;CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3;949;0;O[C@H]1CC[C@]2([C@H](CCC3=C2CC[C@@]2(C)[C@]3(CC[C@@H]2[C@@H](CC\C=C(\C)/C)C)C)C1(C)C)C;training;;
949;949;CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O;950;0;OC1=C(C\C=C(\C)/C)C(=O)c2c(cccc2)C1=O;training;;
950;950;Cc1occc(=O)c1O;951;0;O1C=CC(=O)C(O)=C1C;training;;
951;951;C=C[C@@](C)(O)CC[C@H]1C(=C)C[C@H](OC(C)=O)[C@H]2C(C)(C)CCC[C@]12C;952;0;O(C(=O)C)[C@@H]1[C@@H]2[C@@](CCCC2(C)C)(C)[C@@H](CC[C@](O)(C=C)C)C(C1)=C;training;;
952;952;C=C[C@@](C)(O)CC[C@@H]1C(=C)C[C@H](O)[C@@H]2C(C)(C)CCC[C@@]12C;953;1;O[C@@H]1[C@H]2[C@](CCCC2(C)C)(C)[C@H](CC[C@](O)(C=C)C)C(C1)=C;training;;
953;953;CC[C@@H](C(=O)[C@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@@H]1O[C@@](CC)([C@@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C;954;1;O1[C@@](C[C@H](C)[C@@H]1[C@@H](CC)C(=O)[C@@H]([C@@H](O)[C@@H](CCc1ccc(C)c(O)c1C(O)=O)C)C)(CC)[C@H]1O[C@@H](C)[C@](O)(CC1)CC;training;;
954;954;CC(C)CCC[C@H](C)[C@@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C;955;0;O[C@H]1CC[C@]2([C@H](C1)CC=C1[C@@H]3CC[C@@H]([C@H](CCCC(C)C)C)[C@]3(CC[C@@H]12)C)C;training;;
955;955;COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)cc1OC;956;0;O(C)c1cc(ccc1OC)C[C@@H]1[N@](CCc2cc(OC)c(OC)cc12)C;training;;
956;956;O=C1C=C(O)C(=O)c2ccccc21;957;0;OC1=CC(=O)c2c(cccc2)C1=O;training;;
957;957;Cc1cc(OC(=O)c2c(C)cc(O)cc2O)cc(O)c1C(=O)O;958;0;O(C(=O)c1c(cc(O)cc1O)C)c1cc(C)c(C(O)=O)c(O)c1;training;;
958;958;COC(=O)c1c(C)c2c(c(C)c1O)OC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O2;959;1;Clc1c(O)c(Cl)c2Oc3c(OC(=O)c2c1C)c(C)c(O)c(C(OC)=O)c3C;training;;
959;959;CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H]([NH3+])Cc1ccc(O)cc1)C(=O)[O-];960;0;Oc1ccc(cc1)C[C@H]([NH3+])C(=O)NCC(=O)NCC(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](CC(C)C)C(=O)[O-];training;;
960;960;CC1=CC(=O)C2=C(C)CC[C@@H]3[C@H](OC(=O)[C@H]3C)[C@@H]12;961;0;O1[C@@H]2[C@@H]3C(=C(CC[C@H]2[C@H](C)C1=O)C)C(=O)C=C3C;training;;
961;961;N=c1[nH]c(=O)c2[nH]c(=O)c(=O)[nH]c2[nH]1;962;0;O=C1NC2=C(NC1=O)NC(NC2=O)=N;training;;
962;962;Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O;963;0;O=C1N=C(NC=2NC[C@@H](N(C1=2)C=O)CNc1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N;training;;
963;963;CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1;964;0;Oc1ccc(cc1CO)[C@@H](O)CNC(C)(C)C;training;;
964;964;c1ccc([C@@H]2CN3CCSC3=N2)cc1;965;0;S1CCN2C[C@H](N=C12)c1ccccc1;training;;
965;965;[NH3+][C@@H](Cc1ccc(O)c(O)c1)C(=O)[O-];966;0;Oc1cc(ccc1O)C[C@H]([NH3+])C(=O)[O-];training;;
966;966;CC(=O)/C(=C\c1ccccc1)CC(=O)O;967;0;OC(=O)C/C(=C/c1ccccc1)/C(=O)C;training;;
967;967;CCN(CC)CC(=O)Nc1c(C)cccc1C;968;0;O=C(Nc1c(cccc1C)C)CN(CC)CC;training;;
968;968;CCC/C=C1\OC(=O)C2=C1CCC=C2;969;0;O1\C(\C2=C(C=CCC2)C1=O)=C/CCC;training;;
969;969;CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13;970;0;O1[C@H]([C@@]2([C@@]3(O[C@@H]3C1=O)[C@]1([C@@H]([C@]34[C@@H](CC1=O)C(O[C@H]3CC(OC4)=O)(C)C)CC2)C)C)c1ccoc1;training;;
970;970;C=C[C@](C)(O)CCC=C(C)C;971;0;O[C@](CC\C=C(\C)/C)(C=C)C;training;;
971;971;CC(C)(C#N)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;972;0;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC(C#N)(C)C;training;;
972;972;CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)O)N(C)C1;973;0;S(C)[C@H]1O[C@H]([C@@H](NC(=O)[C@H]2[N@](C[C@@H](C2)CCC)C)[C@@H](O)C)[C@H](O)[C@H](O)[C@H]1O;training;;
973;973;ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl;974;0;ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl;training;;
974;974;COc1ccc([C@H]2CC(=O)c3ccc(OC)cc3O2)cc1;975;0;O1c2c(ccc(OC)c2)C(=O)C[C@@H]1c1ccc(OC)cc1;training;;
975;975;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3CC[C@@H]4C[C@H](O)CC[C@@]4(C)[C@@H]3C=C[C@]12C;976;1;O[C@@H]1CC[C@@]2([C@@H](C1)CC[C@@H]1[C@@H]3CC[C@H]([C@@H](CCC(O)=O)C)[C@]3(C=C[C@H]12)C)C;training;;
976;976;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C;977;1;O[C@@H]1CC[C@]2([C@@H](C1)CC[C@H]1[C@@H]3CC[C@H]([C@@H](CCC(O)=O)C)[C@]3(CC[C@@H]12)C)C;training;;
977;977;CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2;978;1;O1c2c(Oc3c(c(cc(OC)c3)C(=O)CCCC)C1=O)c(CCCCC)c(C(O)=O)c(O)c2;training;;
978;978;CN1[C@@H](C[C@@H](O)c2ccccc2)CCC[C@H]1CC(=O)c1ccccc1;979;0;O=C(C[C@H]1[N@](C)[C@H](CCC1)C[C@@H](O)c1ccccc1)c1ccccc1;training;;
979;979;C[C@@H]1[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C(C(=O)O)[C@H]2C[C@@H]1O;980;1;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1OC=C([C@@H]2[C@H]1[C@@H](C)[C@@H](O)C2)C(O)=O;training;;
980;980;COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12;981;0;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1OC=C([C@@H]2[C@H]1[C@@H](C)[C@@H](O)C2)C(OC)=O;training;;
981;981;CC1(C)Oc2ccc3ccc(=O)oc3c2C[C@@H]1O;982;0;O1c2c(C[C@H](O)C1(C)C)c1OC(=O)C=Cc1cc2;training;;
982;982;CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+][C@H](C)C3)c(F)c21;983;0;Fc1c2N(C=C(C(=O)[O-])C(=O)c2cc(F)c1N1C[C@H]([NH2+]CC1)C)CC;training;;
983;983;COc1c2c(c(CC=C(C)C)c3oc(=O)c(-c4ccc(O)cc4)c(O)c13)OC(C)(C)C=C2;984;1;O1c2c(C(O)=C(c3ccc(O)cc3)C1=O)c(OC)c1c(OC(C=C1)(C)C)c2C\C=C(\C)/C;training;;
984;984;O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12;985;0;Clc1cc(Cl)ccc1Cn1nc(c2c1cccc2)C(O)=O;training;;
985;985;CCCCCN(CCCCC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1;986;1;Clc1cc(ccc1Cl)C(=O)N[C@H](CCC(O)=O)C(=O)N(CCCCC)CCCCC;training;;
986;986;CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;987;1;Clc1nc(n(Cc2ccc(cc2)-c2ccccc2-c2[nH]nnn2)c1CO)CCCC;training;;
987;987;CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1;988;0;Clc1cc2c(Oc3c(N=C2N2CCN(CC2)C)cccc3)cc1;training;;
988;988;O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)[C@@H](F)C(F)(F)F)cc1Cl;989;0;Clc1cc(OC(F)(F)[C@@H](F)C(F)(F)F)c(Cl)cc1NC(=O)NC(=O)c1c(F)cccc1F;training;;
989;989;O=C1CC[C@]23/C=C/C(=O)NCCCCNCCCNC(=O)/C=C/c4ccc(c2c4)O[C@@H]3C1;990;0;O1[C@H]2[C@]3(\C=C\C(=O)NCCCCNCCCNC(=O)\C=C\c4cc3c1cc4)CCC(=O)C2;training;;
990;990;O=C1CCC[C@H]2[C@@H]3C[C@H](CN12)[C@@H]1CCCCN1C3;991;0;O=C1N2[C@H]([C@@H]3C[C@@H]([C@H]4[N@](CCCC4)C3)C2)CCC1;training;;
991;991;O=C([O-])CC[C@H]1[NH2+]C[C@@H]2C[C@H]1CN1CCCC[C@H]21;992;0;O=C([O-])CC[C@H]1[NH2+]C[C@H]2[C@@H]3N(CCCC3)C[C@@H]1C2;training;;
