SMILES	SLogP	GATS6s	PEOE_VSA6	GATS3se	VSA_EState5	EState_VSA3	ATSC3dv	ATSC8p	JGI10	JGI8	GATS1d	VSA_EState3	GATS4p	MCBO	AATSC0v	GATS8d	ATSC6se	GATS3d	GATS6Z	MINssCH2	observed	predicted
O=C(N[C@@H]1C[C@H]2CCN(C2)C1)c1cc2ccoc2cn1	-1.45	2.34	-1.47	-1.16	0.4	-0.71	0.51	-0.19	-2.14	-1.52	0.18	-0.62	-0.18	0.38	-0.12	-0.19	0.77	-1.01	-0.19	1.39	0	0
O=c1cc(N2CCOCC2)nc(NCc2cccc3ccccc23)[nH]1	-0.93	2.61	0.96	0.84	0.71	0.61	-0.71	0.86	-1.41	-0.53	-0.85	-0.45	1.15	0.9	-0.06	0.21	-0.98	0.69	1.01	0.56	0	0
CC(C)CC1n2cncc2CN(Cc2ccc(OC(F)(F)F)cc2)S1(=O)=O	0.0	0.41	0.02	-2.32	-0.13	-0.66	1.05	2.06	0.86	0.52	2.13	-1.12	-0.38	-0.63	-0.83	-2.1	-3.2	-0.44	0.83	-0.62	1	1
CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1	0.55	-1.63	0.67	1.01	0.33	-0.34	0.03	-0.05	1.51	-0.74	-0.15	-0.8	-0.59	2.4	0.67	2.26	1.18	-0.22	-1.96	-0.62	0	0
COc1ccc(N2CCN(CC[C@@H](OC(N)=O)c3ccccc3)CC2)cc1	-0.45	0.36	0.27	0.91	0.52	-1.44	-1.47	-1.16	-0.43	-0.53	-0.07	-1.04	1.82	-0.82	0.24	-1.19	0.0	1.55	-0.25	0.86	0	0
COc1cccc2c(C(=O)N3C[C@@H]4CCCN4C[C@@H]3C)cn(CC3CCCCC3)c12	0.62	1.42	0.33	-0.62	1.07	-0.66	1.19	-1.53	-0.41	-0.32	-0.68	-0.93	0.08	-0.82	0.74	0.87	0.6	0.23	0.56	1.15	1	1
Cc1nc(C(=O)Nc2cccc(C(F)(F)F)n2)c(C)n1-c1ccc(F)cc1	0.45	-0.58	-1.13	-1.0	-0.54	-0.32	-1.12	0.39	0.61	1.06	0.54	-0.8	1.1	0.14	-2.56	-0.13	-0.76	0.11	-0.16	-1.06	0	0
CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(Cl)cc2C)c1C	1.93	-0.03	-0.01	2.3	0.9	-0.67	0.22	0.96	-0.08	2.35	-0.75	-0.58	-1.35	-1.25	1.6	-2.04	0.03	0.62	-1.59	1.65	0	0
Clc1ccc([C@@]23CCCC[C@@H]2CNC3)cc1Cl	0.25	-0.35	0.94	-2.29	0.46	-0.44	-0.11	-0.82	-2.42	3.17	0.35	-0.52	-0.18	-1.22	2.99	-2.72	0.4	1.75	0.57	1.66	0	0
N#CCCN1CCC(n2cnc3cnc4[nH]ccc4c32)CC1	-0.86	0.96	-1.47	0.61	-0.01	-0.63	0.11	0.7	-0.08	-0.13	-1.3	-0.0	0.22	1.37	-0.34	-0.32	-0.15	0.09	0.85	0.61	0	0
N#Cc1ccccc1OC1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1	0.68	-0.02	0.9	1.43	0.35	1.22	-0.67	-0.17	-1.07	0.32	0.23	0.34	-0.4	-0.05	0.77	-0.52	1.69	0.4	-1.33	0.01	1	1
CC1=C2C[C@H]3[C@@H](CC[C@@H]4CNC(=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C	0.84	-0.14	0.36	1.39	2.83	0.47	-1.49	1.17	0.72	1.28	0.91	-0.29	1.51	-2.0	0.76	-0.87	0.08	2.06	-0.34	0.85	0	0
CC(C)N1CCN(c2ccc(NC(=O)c3ccc(-c4ccccn4)cc3)cc2F)CC1	0.72	-0.06	-0.43	0.25	-0.38	0.05	-0.2	-0.47	-1.22	0.09	-0.53	-0.75	1.38	0.07	0.57	1.16	1.01	1.08	-0.68	1.0	0	1
COc1cc(/C=C/C(C)=O)ccc1OCCNc1ccnc2cc(Cl)ccc12	0.95	-0.15	-0.11	1.37	0.77	0.49	-0.75	0.98	-0.28	-1.04	-0.78	-0.51	1.2	0.35	0.72	0.28	0.09	0.15	-0.14	0.25	1	1
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)cc3Cl)C1=O)N2	0.25	0.1	-0.46	-0.46	-1.11	-1.08	0.25	-1.09	0.64	0.8	1.13	0.5	-0.3	0.38	-0.01	-0.26	0.65	-0.88	-0.46	-0.64	0	0
CC(C)CCn1nc(C(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O	-1.04	-0.08	0.51	-0.1	-0.32	-1.02	1.79	-1.72	1.87	0.14	1.62	0.87	-1.48	-0.01	-0.06	1.87	1.44	-2.1	-0.55	-0.13	1	1
Cc1nc(C(=O)N2CC(N)CC[C@H]2CNC(=O)c2cccc3cccnc23)c(-c2ccccc2)s1	0.26	2.83	1.31	-0.3	-0.23	0.92	1.04	-2.12	-0.01	-1.14	-0.78	-0.54	0.17	0.75	0.81	0.11	-1.65	-0.35	2.09	-0.01	0	0
CCCS(=O)(=O)CCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OC	0.5	-1.55	-1.08	2.08	1.73	2.57	-0.33	0.18	0.01	0.09	0.27	-0.64	0.97	-0.61	0.08	0.44	0.4	-0.04	-0.93	-0.56	0	0
N=C(N)NCCC[C@H](N)C(=O)Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1	-1.27	-1.08	-1.47	1.82	1.05	1.25	-0.37	0.11	0.27	-1.32	1.64	0.3	-0.44	-0.39	0.54	0.24	1.07	-0.57	-0.79	-0.38	0	0
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCOCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21	0.67	0.82	0.71	0.89	-0.03	0.88	0.48	-1.08	-0.37	-0.38	-0.28	-0.93	-0.5	-0.29	0.44	1.57	0.9	-0.48	0.03	0.11	1	1
C[C@@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ncccc12	-1.11	1.35	-0.43	-0.88	-0.74	1.27	0.38	0.23	0.21	-0.36	-1.03	-0.97	0.69	0.9	-0.44	-0.78	-0.48	1.13	0.95	-0.04	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(CCc3ccccc3)C1=O)N2	-0.74	-0.08	0.64	-0.02	-0.71	-0.18	0.03	-1.15	1.32	0.22	1.1	0.43	-0.16	0.61	0.18	0.07	1.43	-0.62	-0.55	0.19	1	1
O=C(NOCCO)c1c(Nc2ccc(I)cc2F)cc(=O)n2c1CCC2	-1.24	0.05	-1.47	-0.46	-0.66	-0.23	0.69	0.24	0.14	0.66	-0.7	0.18	-1.07	-0.29	1.59	0.2	-0.58	-0.14	-2.51	-1.3	0	0
CN1CCN(c2ncnc3c2oc2ccccc23)CC1	-1.11	1.36	-0.78	-0.47	0.55	-1.44	1.11	-0.7	1.05	1.17	-1.95	-0.93	0.36	1.16	-0.15	-0.8	-0.31	-0.53	1.62	1.4	1	1
CC(=O)N[C@@H]1CC[C@]2(C)[C@H]3CC4=C(C)C[C@]5(CC[C@H]4[C@@H]3CC[C@@H]2C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]5C	1.4	-1.18	0.36	1.92	2.93	0.48	-1.76	0.77	1.04	1.47	1.07	-0.29	1.38	-2.13	0.75	-0.86	0.17	1.9	-0.43	1.8	0	0
Nc1nccc(-c2ccc3nc(C4COc5ccc(C(=O)NCCc6cccnc6)cc5C4)[nH]c3c2)n1	0.01	-0.07	-0.78	0.78	1.12	-0.23	-1.46	0.61	-0.77	-1.45	-0.78	-0.73	0.21	1.32	-0.5	0.3	0.76	-0.22	-0.25	0.38	1	1
COc1cc(N2CCN(C3CCN(c4cccc5ccc(C)nc45)CC3)CC2)c2ncccc2c1	0.88	0.42	-0.08	1.43	0.54	-1.05	-0.54	0.46	-0.81	-0.77	-1.39	-0.79	1.37	0.46	0.92	-0.75	-0.64	1.01	1.01	1.5	1	1
CC(=O)c1cc(C(=O)NCCCO)c(Nc2ccc(I)cc2F)n1C	-0.6	-0.32	-1.47	0.18	-0.47	0.15	-0.05	2.1	-0.73	0.62	-0.6	0.48	-1.38	-0.75	2.33	0.13	0.22	0.13	-2.65	-0.84	0	0
NCC1(c2ccc(Cl)c(Cl)c2)CCCCC1	0.35	0.06	1.31	-2.35	-0.01	-0.36	0.05	-0.67	-2.42	3.17	0.62	-0.91	-0.0	-1.67	2.96	-2.36	0.23	1.55	0.86	0.79	0	0
COc1cccc(CNC(=O)c2cn(-c3ccccc3)c3cc(-c4cn[nH]c4)ccc23)c1	0.92	1.43	0.96	-0.03	0.38	-0.65	-0.63	-0.42	-0.64	-1.64	-1.65	0.1	0.72	1.7	0.15	0.4	-0.19	0.57	0.16	0.17	1	1
CC(C)Cn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O	-1.01	0.68	-0.33	0.43	-0.51	-1.12	1.29	0.29	1.14	1.89	1.02	1.05	-1.5	1.05	-0.23	-0.87	0.27	-2.08	0.03	-0.23	0	0
CC(=O)n1cc(Nc2ccc(I)cc2F)c(C(=O)O)c1	-0.24	-0.3	-1.47	0.43	-1.26	-1.44	-0.84	0.49	-2.42	1.66	-0.05	0.2	-0.87	0.13	1.62	-0.5	0.59	-0.52	-1.85	0.64	1	1
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(I)c(-c2ccc(-c3ccc(-c4[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4I)cc3)cc2)[nH]1)C(C)C	2.7	0.09	2.9	-1.09	0.58	-0.59	-0.32	7.12	0.27	0.07	-0.39	-0.47	-2.0	-0.57	2.51	-1.35	-1.87	0.66	1.98	0.55	0	0
CN(C)C(=O)c1ccc2c(c1)CC(C(=O)Nc1ccc(-c3cn[nH]c3)cc1)CO2	-0.5	0.03	-0.78	0.41	0.13	-0.23	-1.23	1.6	-0.16	0.27	-0.67	-0.02	-0.65	0.54	-0.2	0.73	0.61	0.47	-0.18	-0.07	0	0
CN1C[C@H]2CCC[C@@]2(c2ccc(Cl)c(Cl)c2)C1	0.22	0.11	0.58	-2.07	0.48	-0.44	-0.29	-0.81	-2.42	-3.7	0.22	-0.9	-0.86	-1.22	2.99	-2.54	0.37	1.44	0.61	1.82	0	1
N#Cc1ccc(C(=O)NCCC(c2ccc(F)cc2)c2ccc(F)cc2)cc1	0.8	-1.28	-0.08	-0.38	-0.63	0.12	-0.95	1.17	-0.04	-0.98	0.2	0.19	0.54	0.9	-0.02	0.82	0.14	0.47	-0.28	0.1	0	1
N/C(=N\c1nccn1Cc1ccccc1)Nc1ccc(Cl)c(Cl)c1	0.45	2.13	1.6	0.62	0.44	0.39	-0.45	-0.67	-0.69	-0.24	-0.25	-0.63	-0.32	0.68	0.21	-0.49	-0.16	-0.75	-1.1	0.72	0	0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)NC(C)c2cccc3ccccc23)[C@H](C)[C@@H](O)[C@]1(C)O	0.86	0.05	2.16	1.71	-1.8	0.67	-1.45	-1.35	0.77	0.91	1.52	6.17	0.25	-2.56	-0.48	0.47	-0.68	1.8	0.21	-0.54	0	0
CN(c1ncnc2[nH]ccc12)C1CCCCC1(C)C	-0.22	0.48	0.06	-0.5	0.63	-0.7	0.41	-0.31	-2.42	-2.63	-0.05	-0.92	-1.02	-0.46	0.31	-2.6	-0.09	1.82	-0.62	2.01	1	1
O=[N+]([O-])c1cnc(NCc2ccccc2Cl)nc1NCC1CCNCC1	-0.44	0.32	0.24	-1.76	0.63	0.51	1.28	-0.06	-0.27	-0.64	0.29	1.22	0.11	-0.68	-0.55	0.93	-0.06	-0.55	-1.15	0.21	0	0
COCCCCN1C(=O)[C@@H](CCOc2ccccc2CC(=O)O)Oc2ccccc21	-0.26	-0.24	0.27	0.75	0.1	0.94	-0.24	0.99	-0.64	-0.32	-0.43	-0.09	0.14	-0.82	0.03	0.19	-0.26	0.14	0.0	-1.01	0	0
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(OCC)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](CC(=O)NC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1	0.52	0.59	0.07	1.21	-1.45	1.95	0.51	-0.27	0.52	0.84	1.22	-0.44	-1.6	-1.1	0.59	-1.0	-2.36	-0.59	-1.38	-1.03	0	0
O=C(NOCCO)c1c(Nc2ccc(I)cc2F)c(F)c(=O)n2c1CCCC2	-0.86	1.06	-1.47	-1.4	-1.62	0.42	2.28	0.57	0.2	0.19	-0.82	0.16	-1.28	-0.57	1.17	0.27	-0.81	-0.78	-2.47	-1.47	0	0
COc1ccccc1N1CCN(C(=O)c2cc(-c3ccccc3)n[nH]2)CC1	-0.45	-0.91	0.96	-0.57	0.51	-0.22	-0.4	0.83	-0.15	-1.38	-1.51	-0.28	1.13	0.52	0.17	0.75	0.12	1.88	0.5	0.71	0	0
COc1cc(CN2C(=O)C(C3=NS(=O)(=O)c4cc(NS(C)(=O)=O)ccc4N3)=C(O)[C@@H]3C4CCC(CC4)[C@@H]32)ccc1F	-0.21	0.06	-1.13	-0.72	-1.06	-1.08	0.52	-0.51	0.71	1.07	0.84	0.48	-0.37	0.27	-0.18	0.18	0.58	-0.69	-0.31	-0.53	0	0
C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(Oc2cc(OC)nc(-c3ccccc3)n2)c(C=C)c1	2.26	0.49	2.39	1.78	-0.52	0.45	0.2	-0.53	0.44	-0.19	0.87	-0.49	-0.69	0.11	0.06	-0.04	-1.49	-1.08	0.84	-1.39	1	1
COc1cccc(CNC(=O)c2c[nH]c3nc(-c4cn[nH]c4)ccc23)c1	-0.56	0.94	-0.78	0.15	0.36	-0.29	-0.63	-0.18	-0.16	-1.51	-1.48	0.06	0.94	1.49	-0.9	1.13	-0.18	0.84	0.3	0.17	1	1
COCCOc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCN1CCCC1	0.43	-0.29	-1.47	1.52	1.79	2.3	0.16	-0.22	-0.37	-0.81	-0.64	-0.63	0.65	-0.94	-0.24	0.91	0.5	-0.06	0.1	0.15	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3[C@H]([C@H]4CC[C@@H]3C4)N(Cc3cccc(F)c3)C1=O)N2	-0.49	-0.08	-0.78	-0.33	-0.96	-1.08	0.03	-0.29	1.1	1.38	1.16	0.46	-0.96	0.63	-0.27	-0.06	0.6	-0.89	-0.49	-0.52	0	0
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(CCC(N)=O)ccc3N2)c1=O	-0.69	0.82	0.02	-0.53	-0.58	0.46	2.29	-0.53	0.02	-0.19	0.13	1.08	-1.19	0.6	0.11	1.49	-0.17	-1.75	1.26	-0.59	0	0
O=C(NOCCO)c1cc(/C=N/OCCO)c(F)c(F)c1Nc1ccc(I)cc1F	-0.88	-0.15	-1.18	-0.36	-2.83	-1.21	1.44	0.71	-0.55	0.15	-0.43	1.4	-0.84	-1.16	0.08	1.45	1.98	-1.59	-2.3	-1.63	0	0
Cc1cc(Nc2cccc(F)c2)n2ncnc2n1	-0.97	-1.34	-1.13	1.47	0.55	-0.32	-0.5	0.04	-2.42	-0.27	-0.91	-0.29	0.31	1.47	-2.21	-0.43	0.4	-1.08	-0.53	0.07	0	0
COc1cc2c(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)ncnc2cc1OCCN1CCN(C)CC1	-0.85	-0.78	-1.47	0.32	1.31	2.17	-0.15	0.16	-0.1	-0.6	-1.01	0.3	1.46	-0.16	-0.45	0.31	0.37	0.58	0.37	0.47	0	0
Nc1nccc(NCCNc2cc(-c3cccc(Cl)c3)nc(N)n2)n1	-1.0	0.72	-0.11	1.81	1.04	0.86	-0.69	0.38	-0.43	-0.78	-0.21	-0.31	0.82	0.28	-0.99	-1.28	-0.63	-0.73	-0.01	0.59	0	0
COc1ccc(C(N)c2nc3ccc(-c4cn[nH]c4)cc3c(=O)[nH]2)cc1	-0.93	0.79	-0.43	-0.05	0.7	-0.35	-0.74	0.16	-0.72	0.32	-1.22	-0.28	1.4	1.69	-0.9	-0.28	-0.12	0.76	-0.21	0.17	0	0
Cc1cc(COc2ccc([C@]3(N)CCN([C@@H](C(=O)NO)C(C)C)C3=O)cc2)c2ccccc2n1	-0.45	0.74	1.06	-0.6	-0.3	0.57	-0.28	-0.51	0.69	-0.48	-0.36	0.03	0.24	-0.16	0.07	-1.61	-0.24	1.46	0.42	-0.02	0	0
CCn1ccc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCN(C)C)cc4)cc3)nc21	0.16	-0.33	-1.47	0.72	0.85	1.32	0.48	-2.15	-0.3	-0.67	-0.97	-0.03	-0.02	0.02	-0.28	-1.65	-0.15	-0.61	0.24	0.49	0	0
O[C@@H]1COC[C@H]1Nc1nc(Nc2cc(Cl)cc(Cl)c2)ncc1-c1ccc(F)cc1	0.6	-1.08	0.55	0.45	0.27	1.14	-0.17	0.23	0.71	-0.27	0.51	0.79	-1.81	0.01	-0.53	-0.26	0.26	-0.98	-2.0	-0.2	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(CCC3CC3)C1=O)N2	-1.06	0.0	-0.37	-0.11	-0.21	-0.63	1.06	-0.99	1.48	0.63	1.31	0.42	-0.47	0.12	0.13	-0.22	1.29	-1.07	-0.43	0.53	1	1
CN(C)CCNC(=O)C1CCC2(CC1)OOC1(CCCCC1)OO2	-1.11	-1.28	-1.1	1.86	-0.9	0.65	-0.39	-0.35	-0.17	0.84	1.77	-0.72	-1.43	-2.96	-1.09	-1.11	1.51	-0.96	-0.05	0.58	0	0
O=C(CN1CCC(N2C(=O)OCc3c(F)cccc32)CC1)Nc1ccc(Oc2ccccc2)cc1	1.08	0.58	-0.08	0.33	0.58	1.72	-0.38	0.7	-0.03	0.3	-0.34	-0.73	-0.03	0.16	-0.14	-0.86	-0.47	0.35	1.21	-0.86	0	0
CNC(=O)c1cccc(Oc2cccc(-c3c(C)cnc4c(Cl)cccc34)c2)c1	1.68	-1.41	0.93	1.09	0.68	-0.01	-0.41	0.94	0.26	-1.22	-1.49	-0.59	-0.83	1.25	0.72	0.16	0.29	0.19	-1.16	0.02	1	1
Cc1ccc2[nH]c(SCc3ccccn3)nc2c1	-0.08	0.45	-0.1	1.64	0.5	-1.44	-0.87	0.1	-0.27	-1.33	-0.95	-0.94	-0.11	1.47	1.47	0.47	-0.11	-0.74	1.83	1.09	0	0
COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN4CCCCC4)cc3)cc2)nc(N2CCOCC2)n1	-0.31	0.23	-1.1	-0.08	0.54	2.56	0.68	-0.89	-0.64	-1.46	-0.49	-0.14	0.05	-0.48	-0.59	-1.03	-0.9	-0.32	0.45	0.6	0	0
CCS(=O)(=O)N1CCc2cc(C(=O)CSc3ccc4c(c3)OCCCO4)ccc21	-0.1	-0.02	-1.47	1.42	1.12	1.37	-0.94	0.18	-0.04	-0.43	-0.02	-1.04	0.48	0.01	1.37	0.49	-0.03	0.93	-0.25	-0.61	1	1
CN(C)CC(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1	-1.46	-1.22	-1.47	0.04	0.12	-0.62	0.27	1.16	0.95	1.19	-1.13	-0.92	-0.2	0.47	-0.51	-1.25	0.1	-0.06	1.05	0.31	0	0
CC1CCC(C)C(N(C)c2ncnc3[nH]ccc23)C1	-0.32	0.73	-0.31	-0.47	1.59	-1.05	0.63	-0.76	-2.42	-0.27	-0.35	-0.92	-0.48	-0.46	0.31	-1.12	-0.13	0.99	0.49	2.03	1	1
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2	-0.22	0.1	-0.78	-0.51	-0.89	-1.08	0.23	-0.28	0.55	0.95	1.15	0.48	-0.61	0.5	-0.07	-0.35	0.52	-0.95	-0.25	-0.36	0	0
CC(=O)N1CC2CC(C1)CN(C(=O)CN1CCC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C1=O)C2	-1.13	1.26	-0.11	-0.33	0.01	1.85	-0.85	-1.19	0.6	-0.39	1.01	-0.82	-0.27	-0.21	0.56	-0.12	-1.34	-0.5	1.14	-0.9	1	1
Cc1c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)[nH]c2ccccc2c1=O	1.29	-0.45	-0.78	-2.54	-0.19	0.37	-0.56	0.34	0.23	0.7	0.51	-0.98	0.32	1.25	-1.61	0.06	-0.21	0.57	0.63	-0.04	0	0
O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCSCC4)cc3)C2)o1	-0.05	-1.79	-0.48	-1.05	1.49	-0.28	0.14	-0.03	-0.8	-0.42	-0.47	0.52	-0.42	0.08	-0.27	-0.2	1.36	0.24	-0.59	0.42	1	1
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)CF)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4cccc(F)c4)[C@@H]12)C3(C)C	-0.23	-0.0	1.41	0.21	-4.22	-1.44	-2.19	-0.07	0.9	0.5	0.92	4.37	0.96	-1.33	-0.69	-0.7	-1.16	1.64	0.09	-3.07	0	0
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(/C=C/c2ccc(F)cc2)c1=O	-0.19	0.01	0.62	-0.42	0.13	0.09	0.38	-0.58	-0.84	-0.29	-0.45	-0.04	-1.39	0.9	0.05	0.03	-0.73	-0.45	-0.29	-0.25	0	0
Cn1c(C(=O)O)cc2cc(NC(=O)C(C)(C)NC(=O)c3ccc4c(C5CCCCC5)c(-c5ccccn5)n(C)c4c3)ccc21	2.12	-0.74	0.33	-1.2	-0.83	0.02	0.16	0.67	0.46	0.72	-0.72	0.76	0.13	0.67	0.4	0.27	-0.66	0.1	0.75	1.77	0	0
CCCCCCN1C(=O)[C@@H](CCOc2ccccc2CC(=O)O)Oc2ccccc21	0.56	-0.21	1.77	0.63	0.16	0.51	0.68	0.81	-0.64	-0.32	-0.33	-0.09	0.1	-0.82	0.46	0.62	-0.34	-0.36	0.1	-0.99	0	0
O=C(Nc1ccc(-c2cn[nH]c2)cc1F)C1COc2ccccc2C1	-0.19	1.72	-0.08	0.13	-0.18	-0.66	-0.83	0.73	-0.55	0.07	-0.48	-0.07	0.23	0.9	-0.69	1.2	0.06	0.46	0.38	-0.12	0	0
CCc1nn(CCO)c(CC)c1Oc1cc(Cl)cc(Cl)c1	0.31	-0.65	0.65	1.17	0.8	0.01	0.27	0.69	-0.99	-0.52	-1.03	0.51	-1.01	-1.06	1.26	-0.91	0.53	0.2	-1.94	-0.67	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(CC(F)(F)F)C1=O)N2	-0.77	0.53	-1.47	-1.16	-2.01	0.55	0.15	0.47	1.24	2.49	2.16	0.42	-0.36	-0.24	-1.18	0.11	-2.31	-1.48	-0.18	-4.14	1	0
CC(C)OC(=O)C1=CN(C(=O)c2ccc(CCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21	0.89	-0.28	0.02	0.23	-0.69	0.07	0.3	-0.67	-0.57	-0.18	-0.15	-0.95	-0.56	-0.29	0.42	0.85	0.82	-0.67	-0.22	-0.02	1	1
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC#N)C(=O)C(C)(c1cc(F)cc(F)c1)O2	0.3	-0.58	-0.73	0.87	-0.97	1.23	-0.85	-0.09	0.04	0.93	-0.77	-0.09	0.96	0.16	-0.98	0.37	1.28	0.22	0.32	-0.31	0	0
COc1ccc2c(c1)CCCN2c1cc(C)nc2ccccc12	0.69	-0.26	-0.43	1.55	0.56	-1.44	-0.38	-0.16	-0.13	0.89	-1.93	-0.91	0.64	0.9	1.31	-1.82	0.03	0.58	0.58	1.53	1	1
O=c1cc(CNc2cc(Cl)cc(Cl)c2)[nH][nH]1	-0.75	-0.53	-0.14	0.83	-0.01	-0.36	-0.39	-0.24	-2.42	2.56	1.0	-0.05	-1.63	0.58	-0.4	0.72	-0.48	-0.98	2.27	0.34	0	0
Cn1c(=O)cc(Nc2ccc(I)cc2F)c2c(=O)n(C[C@H](O)CO)cnc21	-1.96	0.19	-1.47	-0.18	-0.34	-1.21	0.34	0.58	-0.44	1.3	-0.48	1.22	-2.19	0.52	0.92	0.89	-0.68	-0.86	-2.43	-1.9	0	0
N[C@@H](CC(=O)N1CCC[C@H]1c1nc(C2CC2)no1)Cc1cc(F)c(F)cc1F	-0.49	-0.48	-1.18	-0.63	-1.24	0.52	0.67	0.5	0.04	0.07	0.32	-0.62	-0.33	-0.76	-1.28	-0.67	-0.88	-0.8	0.57	-0.91	0	0
CC(C)CC[C@@H]1CN(C2CCCC2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O	-0.32	-0.06	0.43	-0.31	-0.42	-0.21	1.71	-0.12	1.0	0.57	1.49	0.44	-1.14	-0.42	0.39	0.25	1.46	-1.58	-0.46	0.14	0	1
COCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5cccc6cnccc56)cc4)CC3)c2cc1OCCOC	1.22	-0.53	-0.78	0.89	2.06	3.47	-0.24	-0.0	-0.24	-0.65	-1.5	-0.43	0.86	0.23	-0.38	0.27	0.75	0.38	0.2	0.07	1	1
c1ccc(Cn2nnnc2C(c2ccc(Oc3ncccn3)cc2)N2CCCN(C3CCC3)CC2)cc1	0.2	0.45	1.33	0.49	0.95	-0.25	0.6	0.7	-1.03	-2.02	-0.68	0.34	0.58	0.34	0.04	0.97	-0.58	0.42	0.65	0.64	1	1
NC(c1cccc(Cl)c1)c1nc2ccc(-c3cn[nH]c3)cc2c(=O)[nH]1	-0.47	1.2	0.24	-0.14	0.23	-0.03	-0.24	0.51	-0.39	0.69	-0.68	-0.22	0.43	1.93	-0.92	0.25	-0.17	0.01	0.37	0.85	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3ccsc3)nn(CCC3CC3)c1=O)N2	-0.9	0.21	-0.74	0.41	-0.19	-0.27	1.14	0.42	1.08	0.26	1.06	1.26	-0.86	1.19	-0.27	0.21	0.64	-1.71	-0.48	-0.04	0	0
Cc1cccc(C)c1NC(=O)Nc1cc2ccccc2cc1C(=O)N[C@@H](CC(=O)O)C(=O)O	0.06	0.3	0.96	-0.1	-2.28	-0.72	-1.62	-0.33	-0.03	0.85	-0.05	1.84	0.55	0.28	-0.82	1.32	0.17	0.06	0.14	-2.5	0	0
