ID_all;SMILES;ID_avdeef;orig_ID_avdeef;yorig_avdeef;CAS_avdeef;NAME_avdeef;units_avdeef;smilessource_avdeef;pka_avdeef;SMILES_avdeef;desired_units_avdeef;y_avdeef;ID_sander;orig_ID_sander;yorig_sander;CAS_sander;NAME_sander;units_sander;smilessource_sander;pka_sander;SMILES_sander;desired_units_sander;y_sander;ID_liao;orig_ID_liao;yorig_liao;CAS_liao;NAME_liao;units_liao;smilessource_liao;pka_liao;SMILES_liao;desired_units_liao;y_liao;ID_qtbx;orig_ID_qtbx;yorig_qtbx;CAS_qtbx;NAME_qtbx;units_qtbx;smilessource_qtbx;SMILES_qtbx;desired_units_qtbx;y_qtbx;ID_settimo;orig_ID_settimo;yorig_settimo;CAS_settimo;NAME_settimo;units_settimo;smilessource_settimo;pka_settimo;SMILES_settimo;desired_units_settimo;y_settimo
5899;O=C1CCc2cc(Cl)c([N+](=O)[O-])cc2C1;;;;;;;;;;;;7119;foAabBB\DxDPRQ]dTTRbQRsIFmA@qUI@@@;11.34;;;pKa;Smiles;a1/apparent;O=C1CCc2cc(Cl)c([N+](=O)[O-])cc2C1;pKa;11.34;;;;;;;;;;;;1426;9114;11.3400001525878;No CAS number;;pKa;SMILES;O=C1CCc2cc(Cl)c([N+](=O)[O-])cc2C1;pKa;11.3400001525878;;;;;;;;;;;
5900;O=C1CCc2cc(Cl)ccc2C1;;;;;;;;;;;;962;dclH`MBHRYVuzZU`@jd`@;12.51;;;pKa;Smiles;a1/apparent;O=C1CCc2cc(Cl)ccc2C1;pKa;12.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5901;O=C1CCc2cc(I)ccc2C1;;;;;;;;;;;;965;dclH`MBlRYVuzZU`@jd`@;12.36;;;pKa;Smiles;a1/apparent;O=C1CCc2cc(I)ccc2C1;pKa;12.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5902;O=C1CCc2cc([N+](=O)[O-])ccc2C1;;;;;;;;;;;;2531;dg~LAHAKbTyInUm_atv`@jd`@;10.09;;;pKa;Smiles;a1/apparent;O=C1CCc2cc([N+](=O)[O-])ccc2C1;pKa;10.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5903;O=C1CCc2ccc(Cl)cc2C1;;;;;;;;;;;;960;dclH`MBHRYVuZZU`@jd`@;12.3;;;pKa;Smiles;a1/apparent;O=C1CCc2ccc(Cl)cc2C1;pKa;12.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5904;O=C1CCc2ccc([N+](=O)[O-])cc2C1;;;;;;;;;;;;2529;dg~LAHAKbTyInUmWatv`@jd`@;11.76;;;pKa;Smiles;a1/apparent;O=C1CCc2ccc([N+](=O)[O-])cc2C1;pKa;11.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5905;O=C1CCc2ccccc2C1;;;;;;;;;;;;3741;dmLH@@RYVuiiUj`@`@@;12.83;;;pKa;Smiles;a1/apparent;O=C1CCc2ccccc2C1;pKa;12.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5906;O=C1CN2CCC1CC2;;;;;;;;;;;;2742;diVH@FAIfU[fEjjj@@;7.27;;;pKa;Smiles;a1/thermodynamic;O=C1CN2CCC1CC2;pKa;7.27;;;;;;;;;;;;[11400, 10316, 11118, 10231, 10262, 10230, 10973];[2436, 12279];7.305714266640797;['80632-28-6', '3731-38-2'];[nan, nan, nan, nan, nan, nan, nan];pKa;SMILES;O=C1CN2CCC1CC2;pKa;7.305714266640797;;;;;;;;;;;
5907;O=C1CNC(=O)C(Cc2ccc(O)cc2)N1;;;;;;;;;;;;5104;f`qQ`@DTAKrSKNmktyYsUUH@TPpP@;9.47;;;pKa;Smiles;a/apparent;O=C1CNC(=O)C(Cc2ccc(O)cc2)N1;pKa;9.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5908;O=C1CNC(=O)N1;;;;;;;;;;;;7828;gOt`E`tfUMZi`@;9.12;;;pKa;Smiles;apparent;O=C1CNC(=O)N1;pKa;9.12;;;;;;;;;;;;[5891, 6022, 6023, 6024, 6025, 6026, 6027];620;9.1257141658238;461-72-3;[nan, nan, nan, nan, nan, nan, nan];pKa;SMILES;O=C1CNC(=O)N1;pKa;9.1257141658238;;;;;;;;;;;
5909;O=C1COC(=O)C1;;;;;;;;;;;;7777;gOq`@fdrykUL@@;3.76;;;pKa;Smiles;a/apparent;O=C1COC(=O)C1;pKa;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5910;O=C1COC(=O)C1Br;;;;;;;;;;;;57;daDL`Bi`qDfYjzif`@;2.23;;;pKa;Smiles;a/apparent;O=C1COC(=O)C1Br;pKa;2.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5911;O=C1COC(=O)C1Cl;;;;;;;;;;;;55;daDL`Bi`bDfYjzif`@;2.13;;;pKa;Smiles;a/apparent;O=C1COC(=O)C1Cl;pKa;2.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5912;O=C1COC(=O)C1I;;;;;;;;;;;;56;daDL`Bi`kDfYjzif`@;2.31;;;pKa;Smiles;a/apparent;O=C1COC(=O)C1I;pKa;2.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5913;O=C1COC(=O)C1[N+](=O)[O-];;;;;;;;;;;;1789;deVJAHAFxXeNR[f[iZif`@;1.68;;;pKa;Smiles;a/apparent;O=C1COC(=O)C1[N+](=O)[O-];pKa;1.68;;;;;;;;;;;;27407;10036;1.67999994754791;No CAS number;;pKa;SMILES;O=C1COC(=O)C1[N+](=O)[O-];pKa;1.67999994754791;;;;;;;;;;;
5914;O=C1COC(=O)N1;;;;;;;;;;;;7894;gOy`LDtfWMZi`@;5.84;;;pKa;Smiles;a/apparent;O=C1COC(=O)N1;pKa;5.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5915;O=C1COC=C([O-])C1=O;;;;;;;;;;;;2755;didBB@IaKdfYoaZej@@;10.48;;;pKa;Smiles;a2/thermodynamic;O=C1COC=C([O-])C1=O;pKa;10.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5916;O=C1COCC(=O)C1=O;;;;;;;;;;;;2752;didB@@IaRYf~Eifh@@;7.62;;;pKa;Smiles;a1/thermodynamic;O=C1COCC(=O)C1=O;pKa;7.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5917;O=C1CS(=O)(=O)NC(=O)N1;;;;;;;;;;;;1535;deUB`LFDzPBLddJTSBmTs@@;2.7;;;pKa;Smiles;a/apparent;O=C1CS(=O)(=O)NC(=O)N1;pKa;2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5918;O=C1CSC(=O)N1;;;;;;;;;;;;7880;gOxhCf@cIEDSZZX@;6.54;;;pKa;Smiles;a1/apparent;O=C1CSC(=O)N1;pKa;6.54;;;;;;;;;;;;[12746, 11724, 12013, 12014];2266;6.562499880790708;2295-31-0;;pKa;SMILES;O=C1CSC(=O)N1;pKa;6.562499880790708;;;;;;;;;;;
5919;O=C1CSC(=S)N1;;;;;;;;;;;;7893;gOyDLpDHHRY\ujf@@;6.48;;;pKa;Smiles;a1/apparent;O=C1CSC(=S)N1;pKa;6.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5920;O=C1CSCC(=O)C1;;;;;;;;;;;;26;daDD`Jx@aJUdfjfX@@;4.34;;;pKa;Smiles;a/apparent;O=C1CSCC(=O)C1;pKa;4.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5921;O=C1C[C@@H](C(=O)O)[C@@H](C(=O)O)O1;;;;;;;;;;;;553;dcLF@@PYWTfUVXjZjfZPbJh@;2.26;;;pKa;Smiles;a1/apparent;O=C1C[C@@H](C(=O)O)[C@@H](C(=O)O)O1;pKa;2.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5922;O=C1C[C@@H](C(=O)O)[C@@H](C(=O)[O-])O1;;;;;;;;;;;;557;dcLFB@PYWYyIeUfJfjifdHbj@@;4.5;;;pKa;Smiles;a2/apparent;O=C1C[C@@H](C(=O)O)[C@@H](C(=O)[O-])O1;pKa;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5923;O=C1C[C@@H]2OCC=C3C(S(=O)(=O)[O-])N4CC[C@@]56c7ccccc7N1[C@@H]5[C@H]2[C@H]3C[C@H]46;;;;;;;;;;;;4817;eklTJHHJFhDLDc`@cClddlTTTRRaRbrRvTLtl|bRrJZzVfvVjijjj`hHZjc`bsbaRcRcrbJcH`@;3.2;;;pKa;Smiles;a/apparent;O=C1C[C@@H]2OCC=C3C(S(=O)(=O)[O-])N4CC[C@@]56c7ccccc7N1[C@@H]5[C@H]2[C@H]3C[C@H]46;pKa;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5924;O=C1C[C@@H]2OCC=C3CN4CC[C@@]56c7ccccc7N1[C@H]5C2[C@@]3(S(=O)(=O)[O-])C[C@H]46;;;;;;;;;;;;4816;eklTJHHGHhDLOA`@cClddlbbbRTTNRfRJL\LRl|bJrzjZvNVjfjjjji@JjB`baPcR`raJ`@;7.53;;;pKa;Smiles;a/apparent;O=C1C[C@@H]2OCC=C3CN4CC[C@@]56c7ccccc7N1[C@H]5C2[C@@]3(S(=O)(=O)[O-])C[C@H]46;pKa;7.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5925;O=C1C[C@H](C(=O)O)[C@@H](C(=O)O)O1;;;;;;;;;;;;552;dcLF@@PYWTfUVXjZjfZPbJH@;2.26;;;pKa;Smiles;a1/apparent;O=C1C[C@H](C(=O)O)[C@@H](C(=O)O)O1;pKa;2.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5926;O=C1C[C@H](C(=O)O)[C@@H](C(=O)[O-])O1;;;;;;;;;;;;556;dcLFB@PYWYyIeUfJfjifdHbb@@;3.82;;;pKa;Smiles;a2/apparent;O=C1C[C@H](C(=O)O)[C@@H](C(=O)[O-])O1;pKa;3.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5927;O=C1C[C@H]2C(=O)NC(=O)[C@H]2N1;;;;;;;;;;;;3886;dmML@DhNUIee\fFVjffdpaj@@;8.15;;;pKa;Smiles;a/apparent;O=C1C[C@H]2C(=O)NC(=O)[C@H]2N1;pKa;8.15;;;;;;;;;;;;8736;12621;8.14999961853027;5626-61-9;;pKa;SMILES;O=C1C[C@H]2C(=O)NC(=O)[C@H]2N1;pKa;8.14999961853027;;;;;;;;;;;
5928;O=C1C[C@H]2OCC(S(=O)(=O)[O-])=C3CN4CC[C@@]56c7ccccc7N1[C@H]5[C@@H]2[C@@H]3C[C@@H]46;;;;;;;;;;;;4815;eklTJHHCDhDLIA`@cClddlTRbRRRfRVRrTlL||rRjrJZzvNVfjjjjji@JjAcbaRbpapcpcH`@;7.54;;;pKa;Smiles;a/apparent;O=C1C[C@H]2OCC(S(=O)(=O)[O-])=C3CN4CC[C@@]56c7ccccc7N1[C@H]5[C@@H]2[C@@H]3C[C@@H]46;pKa;7.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5929;O=C1C[C@H]2OCC=C3CN4CC[C@@]56c7ccccc7N1[C@@H]5[C@@H]2[C@@H]3C[C@@H]46;;;;;;;;;;;;6414;fiP`@DYAiIfVYUe^UvJyJrPesUoVcZjBhJhjjhifTHYQHaQCj@t@@;8.18;;;pKa;Smiles;a/thermodynamic;O=C1C[C@H]2OCC=C3CN4CC[C@@]56c7ccccc7N1[C@@H]5[C@@H]2[C@@H]3C[C@@H]46;pKa;8.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5930;O=C1Cc2c1cc([N+](=O)[O-])c(O)c2Br;;;;;;;;;;;;2482;dg~BaAKSlLPYOdfYn^vge``hfR@@;2.88;;;pKa;Smiles;a1/thermodynamic;O=C1Cc2c1cc([N+](=O)[O-])c(O)c2Br;pKa;2.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5931;O=C1Cc2c1ccc(O)c2Br;;;;;;;;;;;;3740;dmLD`BTLSHhhidVGi``bR@@;5.75;;;pKa;Smiles;a1/thermodynamic;O=C1Cc2c1ccc(O)c2Br;pKa;5.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5932;O=C1Cc2c1ccc(O)c2[N+](=O)[O-];;;;;;;;;;;;3372;dk^BAHAFNISlbfbbfQEYuhHHd`@;3.98;;;pKa;Smiles;a1/thermodynamic;O=C1Cc2c1ccc(O)c2[N+](=O)[O-];pKa;3.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5933;O=C1Cc2cc(O)ccc21;;;;;;;;;;;;1947;detD@@eIfu|KaZ@B`@@;7.24;;;pKa;Smiles;a1/thermodynamic;O=C1Cc2cc(O)ccc21;pKa;7.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5934;O=C1Cc2ccccc2C1;;;;;;;;;;;;1951;detH@@RYUTjFVj@@@@;12.2;;;pKa;Smiles;a1/apparent;O=C1Cc2ccccc2C1;pKa;12.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5935;O=C1NC(=O)/C(=C/c2ccccc2)N1;;;;;;;;;;;;2406;dg}D@DpFRYUvUJcmje`@`HY@;8.6;;;pKa;Smiles;a/apparent;O=C1NC(=O)/C(=C/c2ccccc2)N1;pKa;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5936;O=C1NC(=O)C(=NO)C(=O)N1;;;;;;;;;;;;4561;dmwB@DrPXURYV_kfjYZ@@;4.58;;;pKa;Smiles;a1/thermodynamic;O=C1NC(=O)C(=NO)C(=O)N1;pKa;4.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5937;O=C1NC(=O)C(Cc2ccccc2)N1;;;;;;;;;;;;2407;dg}D@DpFRYUvUJcmjf`@`@@;9.03;;;pKa;Smiles;a/apparent;O=C1NC(=O)C(Cc2ccccc2)N1;pKa;9.03;;;;;;;;;;;;6258;10048;9.02999973297119;No CAS number;;pKa;SMILES;O=C1NC(=O)C(Cc2ccccc2)N1;pKa;9.02999973297119;;;;;;;;;;;
5938;O=C1NC(=O)C(c2ccccc2)C1=O;;;;;;;;;;;;2523;dg~L@DBnRYY~UIcmjY`@`@@;3.4;;;pKa;Smiles;a/apparent;O=C1NC(=O)C(c2ccccc2)C1=O;pKa;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5939;O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1;;;;;;;;;;;;6315;fhyQb@I^DxHICHhdieHdhZLtZwh@Jjidh@@;8.3;;;pKa;Smiles;a1/thermodynamic;O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1;pKa;8.3;;;;;;;;;;;;8338;9366;8.30000019073486;67146-05-8;;pKa;SMILES;O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1;pKa;8.30000019073486;;;;;;;;;;;
5940;O=C1NC(=O)C2CCC12;;;;;;;;;;;;2741;diVD@DCdfVTjXVjfh@@;9.63;;;pKa;Smiles;a/apparent;O=C1NC(=O)C2CCC12;pKa;9.63;;;;;;;;;;;;4525;10044;9.63000011444091;1122-09-4;;pKa;SMILES;O=C1NC(=O)C2CCC12;pKa;9.63000011444091;;;;;;;;;;;
5941;O=C1NC(=O)[C@@H]2CCCC[C@H]12;;;;;;;;;;;;3933;dmND@DCdfVUrjUZjZjSER@;9.72;;;pKa;Smiles;a/apparent;O=C1NC(=O)[C@@H]2CCCC[C@H]12;pKa;9.72;;;;;;;;;;;;4270;12629;9.7200002670288;7506-66-3;;pKa;SMILES;O=C1NC(=O)[C@@H]2CCCC[C@H]12;pKa;9.7200002670288;;;;;;;;;;;
5942;O=C1NC(=O)[C@@H]2CCC[C@H]12;;;;;;;;;;;;2046;devD@DCdfVUJaejijdqT`@;9.53;;;pKa;Smiles;a/apparent;O=C1NC(=O)[C@@H]2CCC[C@H]12;pKa;9.53;;;;;;;;;;;;4775;12632;9.52999973297119;No CAS number;;pKa;SMILES;O=C1NC(=O)[C@@H]2CCC[C@H]12;pKa;9.52999973297119;;;;;;;;;;;
5943;O=C1NC(=O)[C@H](CSSC[C@@H]2NC(=O)NC2=O)N1;;;;;;;;;;;;5675;fdyHQ@FBM{S`q@DPBLdRRbbTRbJcV}UUUMLmHIQR`@;8.1;;;pKa;Smiles;a/apparent;O=C1NC(=O)[C@H](CSSC[C@@H]2NC(=O)NC2=O)N1;pKa;8.1;;;;;;;;;;;;8866;10052;8.10000038146972;No CAS number;;pKa;SMILES;O=C1NC(=O)[C@H](CSSC[C@@H]2NC(=O)NC2=O)N1;pKa;8.10000038146972;;;;;;;;;;;
5944;O=C1NC(=O)c2c1cccc2[N+](=O)[O-];;;;;;;;;;;;2396;dg}BAHTDfxeNrJZJIQRbZztDCPd@@;8.8;;;pKa;Smiles;a1/thermodynamic;O=C1NC(=O)c2c1cccc2[N+](=O)[O-];pKa;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5945;O=C1NC(=O)c2cc(Cl)ccc21;;;;;;;;;;;;1177;dcnD`IGPbLbbRfbM]JpACRP@@;9.48;;;pKa;Smiles;a1/thermodynamic;O=C1NC(=O)c2cc(Cl)ccc21;pKa;9.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5946;O=C1NC(=O)c2cc([N+](=O)[O-])ccc21;;;;;;;;;;;;2397;dg}BAHtDVxeNrJZIJZH}Nft@Ptd@@;8.68;;;pKa;Smiles;a1/thermodynamic;O=C1NC(=O)c2cc([N+](=O)[O-])ccc21;pKa;8.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5947;O=C1NC(=O)c2ccccc21;;;;;;;;;;;;3932;dmND@DCdfVUrjUZ`PH@@;9.91;;;pKa;Smiles;a1/thermodynamic;O=C1NC(=O)c2ccccc21;pKa;9.91;;;;;;;;;;;;[3363, 3751, 3752, 4011, 8308, 4126];141;9.628333250681557;85-41-6;[nan, nan, nan, nan, nan, nan];pKa;SMILES;O=C1NC(=O)c2ccccc21;pKa;9.628333250681557;;;;;;;;;;;
5948;O=C1NC(=S)NC12CCCCC2;;;;;;;;;;;;1110;dcmH`Dq`BDfU[TjWVjZjh@@;8.79;;;pKa;Smiles;a/apparent;O=C1NC(=S)NC12CCCCC2;pKa;8.79;;;;;;;;;;;;6982;10047;8.78999996185302;72323-47-8;;pKa;SMILES;O=C1NC(=S)NC12CCCCC2;pKa;8.78999996185302;;;;;;;;;;;
5949;O=C1NC(C(=O)O)CC1O;;;;;;;;;;;;1680;deVB@DBagHheDXSMUSP@@;3.8;;;pKa;Smiles;a/apparent;O=C1NC(C(=O)O)CC1O;pKa;3.8;;;;;;;;;;;;20596;10820;3.79999995231628;No CAS number;;pKa;SMILES;O=C1NC(C(=O)O)CC1O;pKa;3.79999995231628;;;;;;;;;;;
5950;O=C1NCCN1;;;;;;;;;;;;7305;gFu@E`drfmU@@;3.09;;;pKa;Smiles;a1/apparent;O=C1NCCN1;pKa;3.09;;;;;;;;;;;;23564;489;3.08999991416931;120-93-4;;pKa;SMILES;O=C1NCCN1;pKa;3.08999991416931;;;;;;;;;;;
5951;O=C1NCc2[nH]cnc2N1;;;;;;;;;;;;1973;deth@DqiAIe[ZxYZjVh@@;11.52;;;pKa;Smiles;a/apparent;O=C1NCc2[nH]cnc2N1;pKa;11.52;;;;;;;;;;;;1248;10051;11.5200004577636;No CAS number;;pKa;SMILES;O=C1NCc2[nH]cnc2N1;pKa;11.5200004577636;;;;;;;;;;;
5952;O=C1NS(=O)(=O)c2ccccc21;;;;;;;;;;;;1224;dcnL`LaA@HrRPjIKTrzmPHD@@;1.76;;;pKa;Smiles;a1/apparent;O=C1NS(=O)(=O)c2ccccc21;pKa;1.76;;;;;;;;;;;;[28011, 28012, 27550, 27549, 27614];132;1.477999997138972;81-07-2;[nan, nan, nan, nan, nan];pKa;SMILES;O=C1NS(=O)(=O)c2ccccc21;pKa;1.477999997138972;;;;;;;;;;;
5953;O=C1N[C@@H](Cc2c[nH+]c[nH]2)C(=O)N[C@H]1Cc1cnc[nH]1;;;;;;;;;;;;5325;fbmX`DDTLzNPJcJSKMjwJmNAbgKUUSSMUJcAAJ@@;5.56;;;pKa;Smiles;a1/apparent;O=C1N[C@@H](Cc2c[nH+]c[nH]2)C(=O)N[C@H]1Cc1cnc[nH]1;pKa;5.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5954;O=C1N[C@@H](Cc2cnc[nH]2)C(=O)N[C@H]1Cc1cnc[nH]1;;;;;;;;;;;;5324;fbmX`@DTLzNPJRYYmVyUipLTyZjjZYjiTXHIP@;6.54;;;pKa;Smiles;a2/apparent;O=C1N[C@@H](Cc2cnc[nH]2)C(=O)N[C@H]1Cc1cnc[nH]1;pKa;6.54;;;;;;;;;;;;14325;12617;5.48999977111816;No CAS number;;pKa;SMILES;O=C1N[C@@H](Cc2cnc[nH]2)C(=O)N[C@H]1Cc1cnc[nH]1;pKa;5.48999977111816;;;;;;;;;;;
5955;O=C1Nc2ccccc2C1=O;;;;;;;;;;;;3931;dmND@DBdfV]RZUZf@@@@;11.9;;;pKa;Smiles;a1/apparent;O=C1Nc2ccccc2C1=O;pKa;11.9;;;;;;;;;;;;972;191;11.8999996185302;91-56-5;;pKa;SMILES;O=C1Nc2ccccc2C1=O;pKa;11.8999996185302;;;;;;;;;;;
5956;O=C1Nc2cncnc2N/C1=C1/Nc2ncncc2NC1=O;;;;;;;;;;;;5916;ffsD`@DTehwhu@{HheEMDdhmJeSa`~RVkUHTDp@DPBED;1.0;;;pKa;Smiles;a/apparent;O=C1Nc2cncnc2N/C1=C1/Nc2ncncc2NC1=O;pKa;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5957;O=C1OC2C3CC4C2C4(C(=O)O)C13Br;;;;;;;;;;;;6029;fgQ@R@JLMXFIdTbbdTLXhTaJejjZjfj`@@;3.5;;;pKa;Smiles;a/apparent;O=C1OC2C3CC4C2C4(C(=O)O)C13Br;pKa;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5958;O=C1OCC(O)=C1O;;;;;;;;;;;;6;daDB@@RnrJIPdsUM@@;4.4;;;pKa;Smiles;a2/apparent;O=C1OCC(O)=C1O;pKa;4.4;;;;;;;;;;;;[17907, 17908];3982;4.40000009536743;10216-17-8;;pKa;SMILES;O=C1OCC(O)=C1O;pKa;4.40000009536743;;;;;;;;;;;
5959;O=C1O[C@@H]([C@@H](O)CO)C(O)=C1O;;;;;;;;;;;;554;dcLF@@Rag\bbTVTILuSUTaT\P@;4.16;;;pKa;Smiles;a1/apparent;O=C1O[C@@H]([C@@H](O)CO)C(O)=C1O;pKa;4.16;;;;;;;;;;;;17550;12846;4.5;50-81-7;;pKa;SMILES;O=C1O[C@@H]([C@@H](O)CO)C(O)=C1O;pKa;4.5;;;;;;;;;;;
5960;O=C1O[C@@H]([C@@H](O)CO)C([O-])=C1O;;;;;;;;;;;;558;dcLFB@RagQ{HheEeBSMTuUHUGD@@;11.33;;;pKa;Smiles;a2/apparent;O=C1O[C@@H]([C@@H](O)CO)C([O-])=C1O;pKa;11.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5961;O=C1O[C@@H]([C@H](O)CO)C(O)=C1O;;;;;;;;;;;;555;dcLF@@Rag\bbTVTILuSUTaT]P@;4.13;;;pKa;Smiles;a1/apparent;O=C1O[C@@H]([C@H](O)CO)C(O)=C1O;pKa;4.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5962;O=C1O[C@@H]([C@H](O)CO)C([O-])=C1O;;;;;;;;;;;;559;dcLFB@RagQ{HheEeBSMTuUHUGT@@;11.61;;;pKa;Smiles;a2/thermodynamic;O=C1O[C@@H]([C@H](O)CO)C([O-])=C1O;pKa;11.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5963;O=C1O[C@@H]([C@H](O)[C@@H](O)[C@@H](O)CO)C(O)=C1O;;;;;;;;;;;;4837;f`a@H@@HhJVk^rJIQYPsSDXuSUUUDIQraQAb@@;4.3;;;pKa;Smiles;a1/apparent;O=C1O[C@@H]([C@H](O)[C@@H](O)[C@@H](O)CO)C(O)=C1O;pKa;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5964;O=C1O[C@@H]([C@H](O)[C@@H](O)[C@@H](O)CO)C([O-])=C1O;;;;;;;;;;;;4838;f`a@HD@HhJVk^EvQQJKJFZXcFjZjjhaJNTJHLP@;12.0;;;pKa;Smiles;a2/apparent;O=C1O[C@@H]([C@H](O)[C@@H](O)[C@@H](O)CO)C([O-])=C1O;pKa;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5965;O=C1Oc2ccccc2C(=O)C1CC1C(=O)Oc2ccccc2C1=O;;;;;;;;;;;;6351;fig@p@@HdFJ\bbTTRRtVbarRipwlezMjhFBaf`B@@@;5.5;;;pKa;Smiles;a1/apparent;O=C1Oc2ccccc2C(=O)C1CC1C(=O)Oc2ccccc2C1=O;pKa;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5966;O=C1Oc2ccccc2C(=O)C1Cc1c([O-])c2ccccc2oc1=O;;;;;;;;;;;;6352;fig@pD@HdFJY]dTRbbRVbtTNRUNF}doQmSAPTLt@P@@@;8.3;;;pKa;Smiles;a2/apparent;O=C1Oc2ccccc2C(=O)C1Cc1c([O-])c2ccccc2oc1=O;pKa;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5967;O=C1[C@@H]2C[C@@H](CN3CCCC[C@@H]23)[C@H]2CCCCN12;;;;;;;;;;;;5645;fduQ@@DZAdTTTTRfVQxISmVCEjjjjjjhfBBDLHDP@;7.7;;;pKa;Smiles;a/apparent;O=C1[C@@H]2C[C@@H](CN3CCCC[C@@H]23)[C@H]2CCCCN12;pKa;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5968;O=C1[C@H]2CCCC[C@H]2C(=O)N1O;;;;;;;;;;;;1218;dcnL@D@aRYfuzY]ZjfjdqL`@;6.0;;;pKa;Smiles;a/apparent;O=C1[C@H]2CCCC[C@H]2C(=O)N1O;pKa;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5969;O=C1[C@H]2C[C@H](CN3CCCC=C23)[C@@H]2CCCCN12;;;;;;;;;;;;5644;fduQ@@DZAdTTTTRfVQxISmVCEjjjfjjkFJBTBh@@;9.7;;;pKa;Smiles;a/apparent;O=C1[C@H]2C[C@H](CN3CCCC=C23)[C@@H]2CCCCN12;pKa;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5970;O=C1[C@H]2C[C@H](CN3CCCC[C@@H]23)C2=CCCCN12;;;;;;;;;;;;5646;fduQ@@DZAdTTTTRfVQyIUmNCEjjZjjjkFJFDRh@@;7.7;;;pKa;Smiles;a/apparent;O=C1[C@H]2C[C@H](CN3CCCC[C@@H]23)C2=CCCCN12;pKa;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5971;O=C1[N-]C(=O)/C(=N/O)C(=O)N1;;;;;;;;;;;;4563;dmwBBDrPXUsdfUgzyjfV``T;10.06;;;pKa;Smiles;a2/thermodynamic;O=C1[N-]C(=O)/C(=N/O)C(=O)N1;pKa;10.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
