ID;NAME;CAS;CAS.Checksum;DSSTox.GSID;SMILES;All.Compound.Names;logMA;logMA.Reference;logP;logP.Reference;logPwa;logPwa.Reference;MW;MW.Reference;pKa_Accept;pKa_Accept.Reference;pKa_Donor;pKa_Donor.Reference;All.Species;DSSTox.GSID.Reference;Human.Clint;Human.Clint.pValue;Human.Clint.pValue.Reference;Human.Clint.Reference;Human.Fgutabs;Human.Fgutabs.Reference;Human.Funbound.plasma;Human.Funbound.plasma.Reference;Human.Rblood2plasma;Human.Rblood2plasma.Reference;Rat.Clint;Rat.Clint.pValue;Rat.Clint.pValue.Reference;Rat.Clint.Reference;Rat.Fgutabs;Rat.Fgutabs.Reference;Rat.Funbound.plasma;Rat.Funbound.plasma.Reference;Rat.Rblood2plasma;Rat.Rblood2plasma.Reference;SMILES.desalt.Reference;smiles_source;orig_ID;experimental_column;UNITS
56;Dazomet;533-74-4;True;24902.0;S=C1SCN(C)CN1C;Dazomet;;;0.63;EPISuite;7.347837342912261;EPISuite;162.2763;DSSTox;6.12;Strope in prep.;;Strope in prep.;Human;DSSTox;12.41844114;0.030190865;Wetmore 2012;Wetmore 2012;;;0.891427273096711;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
57;Diazinon;333-41-5;True;20407.0;Cc1cc(OP(=S)(OCC)OCC)nc(n1)C(C)C;Diazinon;;;3.81;EPISuite;4.727769329227272;EPISuite;304.3455;DSSTox;3.72;Strope in prep.;;Strope in prep.;Human;DSSTox;52.30591607;3.9e-11;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
58;Diazoxon;962-58-3;True;37523.0;Cc1cc(OP(=O)(OCC)OCC)nc(n1)C(C)C;Diazoxon;;;3.3800000000000003;TNO;7.769059560910225;EPISuite;288.29;TNO;3.8;TNO;;TNO;Human|Rat;DSSTox;34.6226330562527;0.005081775779034;Wetmore 2012;Wetmore 2012;;;0.326939130122643;Wetmore 2012;0.916316204210682;TNO;59.02;9e-05;Wetmore 2013;Wetmore 2013;;;0.327933878306245;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
59;Dicamba;1918-00-9;True;24018.0;COc1c(c(Cl)ccc1Cl)C(=O)O;Dicamba;;;2.21;EPISuite;6.6480398898018676;EPISuite;221.0374;DSSTox;;Strope in prep.;2.59;Strope in prep.;Human;DSSTox;0.648308675;0.187206194;Wetmore 2012;Wetmore 2012;;;0.180183611906301;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
60;Dichlobenil;1194-65-6;True;32365.0;N#Cc1c(Cl)cccc1Cl;Dichlobenil;;;3.0400000000000005;TNO;3.029044232079265;EPISuite;172.01;TNO;;TNO;;TNO;Human|Rat;DSSTox;7.036129258;0.166215954;Wetmore 2012;Wetmore 2012;;;0.062219835492206;Wetmore 2012;0.787338323879551;TNO;9.822;9e-05;Wetmore 2013;Wetmore 2013;;;0.084021075577057;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
61;Dichloran;99-30-9;True;20426.0;Clc1cc(cc(Cl)c1N)[N+]([O-])=O;Dichloran|Dicloran;;;2.8;EPISuite;5.059893073958373;EPISuite;207.0142;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;4.434028382;0.150616909;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
62;Dichlorprop;120-36-5;True;20440.0;Clc1cc(Cl)ccc1OC(C)C(=O)O;Dichlorprop;;;3.43;EPISuite;5.957617276891762;EPISuite;235.064;DSSTox;;Strope in prep.;3.53;Strope in prep.;Human;DSSTox;2.230007869;0.082237697;Wetmore 2012;Wetmore 2012;;;0.008529427616432;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
63;Diclofop-methyl;51338-27-3;True;32605.0;Clc2cc(Cl)ccc2Oc1ccc(OC(C)C(=O)OC)cc1;Diclofop-methyl;;;4.62;EPISuite;3.7798786893218415;EPISuite;341.186;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;6.448547508;0.410891065;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
64;Diclosulam;145701-21-9;True;34528.0;Clc3cccc(Cl)c3NS(=O)(=O)c1nc2cc(F)nc(OCC)n2n1;Diclosulam;;;3.51;EPISuite;11.137677047307053;EPISuite;406.2196;DSSTox;3.65;Strope in prep.;8.7;Strope in prep.;Human;DSSTox;3.442243815;5.66e-06;Wetmore 2012;Wetmore 2012;;;0.006479698018095;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
65;Dicofol;115-32-2;True;20450.0;OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl;Dicofol;;;5.02;EPISuite;4.661248248410556;EPISuite;370.4857;DSSTox;;Strope in prep.;11.6;Strope in prep.;Human;DSSTox;4.920630603;0.000712;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
66;Dicrotophos;141-66-2;True;23914.0;O=P(OC)(OC)OC(C)=CC(=O)N(C)C;Dicrotophos;;;0.0;Tonnelier 2012;8.229456713946801;EPISuite;237.19;Tonnelier 2012;1;Strope in prep.;;Strope in prep.;Human;DSSTox;1.8867987209502;0.091937370132069;Wetmore 2012;Wetmore 2012;;;0.845730631727283;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
67;Diethylhexyl phthalate (dehp);117-81-7;True;20607.0;CCC(CCCC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;Diethylhexyl phthalate (dehp)|Di(2-ethylhexyl) phthalate;;;8.030000000000001;TNO;4.496569701481666;EPISuite;390.57;TNO;;TNO;;TNO;Human|Rat;DSSTox;2.645831612;0.193725004;Wetmore 2012;Wetmore 2012;;;;Wetmore 2012;;TNO;10.73;0.2579;Wetmore 2013;Wetmore 2013;;;0.215177383541334;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
68;Diethyltoluamide;134-62-3;True;21995.0;Cc1cccc(c1)C(=O)N(CC)CC;Diethyltoluamide|Deet;;;2.18;EPISuite;5.692712447947883;EPISuite;191.2695;DSSTox;0.924;Strope in prep.;;Strope in prep.;Human;DSSTox;3.79674685;5.47e-05;Wetmore 2012;Wetmore 2012;;;0.355885754266262;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
69;Difenoconazole;119446-68-3;True;32372.0;Clc1ccc(cc1)Oc2ccc(c(Cl)c2)C4(Cn3ncnc3)OCC(C)O4;Difenoconazole;;;4.3;EPISuite;9.060058142832935;EPISuite;406.2626;DSSTox;0.955;Strope in prep.;;Strope in prep.;Human;DSSTox;24.21038379;3.16e-10;Wetmore 2012;Wetmore 2012;;;0.004255108531962;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
70;Difenzoquat metilsulfate;43222-48-6;True;24048.0;Cn2[n+](C)c(cc2c1ccccc1)c3ccccc3;Difenzoquat metilsulfate;;;0.65;EPISuite;9.078401656886086;EPISuite;360.4274;DSSTox;;Strope in prep.;;;Human;DSSTox;0.0;0.640860941;Wetmore 2012;Wetmore 2012;;;0.851278833953302;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
71;Dimethenamid;87674-68-8;True;32376.0;Cc1csc(C)c1N(C(C)COC)C(=O)CCl;Dimethenamid|Dimethanimid;;;2.9200000000000004;TNO;5.096122118157385;EPISuite;275.8;TNO;;TNO;;TNO;Human|Rat;DSSTox;19.92098361;9.76e-12;Wetmore 2012;Wetmore 2012;;;0.231773129073462;Wetmore 2012;0.898291127737151;TNO;101.82;0.0006;Wetmore 2013;Wetmore 2013;;;0.537162899401672;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
72;Dimethoate;60-51-5;True;20479.0;COP(=S)(OC)SCC(=O)NC;Dimethoate;;;0.78;EPISuite;7.659443633677844;EPISuite;229.2574;DSSTox;;Strope in prep.;12.6;Strope in prep.;Human;DSSTox;3.681902341;0.002427753;Wetmore 2012;Wetmore 2012;;;0.964917711396585;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
73;Dimethomorph;110488-70-5;True;34545.0;O=C(C=C(c1ccc(Cl)cc1)c2ccc(OC)c(OC)c2)N3CCOCC3;Dimethomorph;;;2.68;EPISuite;7.7418727263430815;EPISuite;387.8567;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;20.302506701647992;3e-08;Wetmore 2012;Wetmore 2012;;;0.094276153666612;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
74;Dimethyl phthalate;131-11-3;True;22455.0;COC(=O)c1ccccc1C(=O)OC;Dimethyl phthalate;;;1.6;EPISuite;4.633459322177571;EPISuite;194.184;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;22.25929921;0.203936417;Wetmore 2012;Wetmore 2012;;;0.656031432122162;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
75;Diniconazole;83657-24-3;True;40363.0;OC(C(=C/c1ccc(Cl)cc1Cl)n2cncn2)C(C)(C)C;Diniconazole;;;4.3;EPISuite;4.446272479868446;EPISuite;326.221;DSSTox;0.1454721,13.78689;Strope in prep.;0.1454721,13.78689;Strope in prep.;Human;DSSTox;2.586968683;0.092967725;Wetmore 2012;Wetmore 2012;;;0.019467922849279;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
76;Diphenylamine;122-39-4;True;21975.0;c1ccccc1Nc2ccccc2;Diphenylamine;;;3.4100000000000006;TNO;3.5860343076287386;EPISuite;169.23;TNO;0.78;TNO;;TNO;Human|Rat;DSSTox;64.57416267;0.026461736;Wetmore 2012;Wetmore 2012;;;0.003875037496758;Wetmore 2012;0.643600035440791;TNO;38.580000000000005;9e-05;Wetmore 2013;Wetmore 2013;;;0.0;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
77;Disulfoton;298-04-4;True;22018.0;CCSCCSP(=S)(OCC)OCC;Disulfoton;;;4.02;EPISuite;3.7106210569725273;EPISuite;274.404;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;58.0163045;0.000332;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
78;Dithiopyr;97886-45-8;True;32379.0;FC(F)(F)c1nc(c(c(CC(C)C)c1C(=O)SC)C(=O)SC)C(F)F;Dithiopyr;;;5.77;TNO;6.513936170695573;EPISuite;401.41;TNO;;TNO;;TNO;Human|Rat;DSSTox;13.24894754;4.24e-05;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;0.643600035440791;TNO;17.512;9e-05;Wetmore 2013;Wetmore 2013;;;0.002593107258206;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
79;Diuron ;330-54-1;True;20446.0;Clc1ccc(NC(=O)N(C)C)cc1Cl;Diuron |Diuron;;;2.53;TNO;7.313366698563397;EPISuite;233.1;TNO;;TNO;13.18;TNO;Human|Rat;DSSTox;12.1528130620574;0.002310447033482;Wetmore 2012;Wetmore 2012;;;0.161459653539701;Wetmore 2012;0.869647283557155;TNO;2.742;9e-05;Wetmore 2013;Wetmore 2013;;;0.0;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
80;Emamectin benzoate;155569-91-8;True;34566.0;CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1NC)O[C@@H]2[C@@H](OC)C[C@@H](O[C@H]2C)O[C@@H]3C(C)=CC[C@@H]6C[C@H](OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=CC=C[C@@H]3C)[C@@]45O)C[C@@]7(O6)C=C[C@H](C)[C@H](O7)[C@@H](C)CC;Emamectin benzoate|Emamectin;;;5.0;Tonnelier 2012;30.489299869864308;EPISuite;1008.24;Tonnelier 2012;;Tonnelier 2012;;Tonnelier 2012;Human;DSSTox;0.0;0.197829093029286;Wetmore 2012;Wetmore 2012;;;0.001378611417567;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
81;Endosulfan;115-29-7;True;20560.0;ClC2=C(Cl)C3(Cl)C1COS(=O)OCC1C2(Cl)C3(Cl)Cl;Endosulfan;;;3.8300000000000005;TNO;2.208185713733658;EPISuite;406.93;TNO;;TNO;;TNO;Human;DSSTox;4.983862926;0.114163157;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;0.836372657001015;TNO;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
82;Eptc;759-94-4;True;24091.0;CCCN(CCC)C(=O)SCC;Eptc;;;3.21;EPISuite;2.843682412197256;EPISuite;189.3183;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;80.35946124;1.46e-06;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
83;Esfenvalerate;66230-04-4;True;32667.0;Clc1ccc(cc1)[C@H](C(C)C)C(=O)O[C@H](C#N)c3cccc(Oc2ccccc2)c3;Esfenvalerate;;;6.22;EPISuite;5.536513009724115;EPISuite;419.9001;DSSTox;;Strope in prep.;13.9;Strope in prep.;Human;DSSTox;4.983906888;0.322732451;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
84;Ethalfluralin;55283-68-6;True;32386.0;[O-][N+](=O)c1cc(cc([N+]([O-])=O)c1N(CC(=C)C)CC)C(F)(F)F;Ethalfluralin;;;5.11;EPISuite;1.9085718712774282;EPISuite;333.2632;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;3.02577017;0.505190644;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
85;Ethametsulfuron methyl;97780-06-8;True;34573.0;CCOc2nc(nc(NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC)n2)NC;Ethametsulfuron methyl|Ethametsulfuron-methyl;;;1.59;EPISuite;12.780253299247276;EPISuite;410.405;DSSTox;9.82;Strope in prep.;2.724052,9.822917;Strope in prep.;Human;DSSTox;1.078620265;0.257895344;Wetmore 2012;Wetmore 2012;;;0.015662280871655;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
86;Ethofumesate;26225-79-6;True;34580.0;CS(=O)(=O)Oc1cc2c(cc1)OC(OCC)C2(C)C;Ethofumesate;;;2.34;TNO;5.507328420540217;EPISuite;286.35;TNO;;TNO;;TNO;Human|Rat;DSSTox;17.64342;6.13e-05;Wetmore 2012;Wetmore 2012;;;0.131270314771284;Wetmore 2012;0.85177334276053;TNO;56.4;9e-05;Wetmore 2013;Wetmore 2013;;;0.138648724002311;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
87;Ethoprop;13194-48-4;True;32611.0;CCCSP(=O)(SCCC)OCC;Ethoprop;;;3.2200000000000006;TNO;4.83553062399833;EPISuite;242.33;TNO;;TNO;;TNO;Human|Rat;DSSTox;20.94833031;1.87e-07;Wetmore 2012;Wetmore 2012;;;0.093458646616541;Wetmore 2012;0.821641459269267;TNO;43.26;9e-05;Wetmore 2013;Wetmore 2013;;;0.114074667242368;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
88;Etoxazole;153233-91-1;True;34586.0;CC(C)(C)c1cc(OCC)c(cc1)C2N=C(OC2)c3c(F)cccc3F;Etoxazole;;;5.620000000000001;TNO;4.997102976283443;EPISuite;359.42;TNO;0.74;TNO;;TNO;Human|Rat;DSSTox;18.4829971501735;0.016344886490882;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;0.643600035440791;TNO;42.28;9e-05;Wetmore 2013;Wetmore 2013;;;0.00602962249542;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
89;Etridiazole;2593-15-9;True;32547.0;ClC(Cl)(Cl)c1nc(OCC)sn1;Etridiazole;;;3.37;EPISuite;4.63031414378479;EPISuite;247.53;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;126.9944957;0.002857569;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
90;Fenamidone;161326-34-7;True;34590.0;CSC2=N[C@](C)(C(=O)N2Nc1ccccc1)c3ccccc3;Fenamidone;;;3.45;EPISuite;11.558945162256057;EPISuite;311.4014;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;17.73649782;9.21e-11;Wetmore 2012;Wetmore 2012;;;0.024362046888916;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
91;Fenamiphos;22224-92-6;True;24102.0;Cc1cc(ccc1SC)OP(=O)(NC(C)C)OCC;Fenamiphos;;;3.23;Tonnelier 2012;6.933011591312528;EPISuite;303.11;Tonnelier 2012;;Strope in prep.;;Strope in prep.;Human;DSSTox;62.1112517153849;0.007626871836069;Wetmore 2012;Wetmore 2012;;;0.041382514529304;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
92;Fenarimol;60168-88-9;True;32390.0;OC(c1ccccc1Cl)(c2cncnc2)c3ccc(Cl)cc3;Fenarimol;;;3.92;TNO;6.170694487227752;EPISuite;331.2;TNO;1.04;TNO;12.13;TNO;Human|Rat;DSSTox;3.788050124;0.007804111;Wetmore 2012;Wetmore 2012;;;0.036710468248188;Wetmore 2012;0.747840758632761;TNO;1.5696;0.0825;Wetmore 2013;Wetmore 2013;;;0.027597565183365;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
93;Fenbuconazole;114369-43-6;True;32548.0;Clc3ccc(CCC(Cn1cncn1)(C#N)c2ccccc2)cc3;Fenbuconazole;;;4.35;TNO;4.926356405181403;EPISuite;336.83;TNO;2.27;TNO;;TNO;Human|Rat;DSSTox;11.19187277;1.05e-07;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;0.643600035440791;TNO;3.886;0.0214;Wetmore 2013;Wetmore 2013;;;0.292974640933998;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
94;Fenhexamid;126833-17-8;True;32549.0;O=C(Nc1ccc(O)c(Cl)c1Cl)C2(C)CCCCC2;Fenhexamid;;;3.51;EPISuite;10.080042163030914;EPISuite;302.1963;DSSTox;;Strope in prep.;7.06091,12.03284;Strope in prep.;Human;DSSTox;35.26675541;9.38e-12;Wetmore 2012;Wetmore 2012;;;0.057193835743021;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
95;Fenitrothion;122-14-5;True;32613.0;S=P(Oc1cc(C)c(cc1)[N+]([O-])=O)(OC)OC;Fenitrothion;;;3.3;EPISuite;4.047298476858182;EPISuite;277.234;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;10.02248404;1.36e-05;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
96;Fenoxaprop-ethyl;66441-23-4;True;32392.0;O=C(OCC)C(C)Oc1ccc(cc1)Oc2nc3ccc(Cl)cc3o2;Fenoxaprop-ethyl;;;4.58;EPISuite;5.872960944854564;EPISuite;361.7763;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;54.92852208;0.241947211;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
97;Fenoxycarb;72490-01-8;True;32393.0;O=C(OCC)NCCOc1ccc(cc1)Oc2ccccc2;Fenoxycarb;;;4.3;Tonnelier 2012;7.382332662289634;EPISuite;301.13;Tonnelier 2012;;Strope in prep.;10.2;Strope in prep.;Human;DSSTox;23.0974111460626;0.006932995655249;Wetmore 2012;Wetmore 2012;;;0.003269964953694;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
98;Fenthion;55-38-9;True;20620.0;Cc1cc(ccc1SC)OP(=S)(OC)OC;Fenthion;;;4.09;EPISuite;3.689960977148187;EPISuite;278.3281;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;87.19941691;3.71e-07;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
99;Fentin ;76-87-9;True;21409.0;O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3;Fentin |Triphenyltin hydroxide;;;3.53;EPISuite;4.444957258908482;EPISuite;367.029;DSSTox;;Strope in prep.;;;Human;DSSTox;7.74861499;0.129825313;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
100;Fipronil;120068-37-3;True;34609.0;FC(F)(F)S(=O)c1c(N)n(nc1C#N)c2c(Cl)cc(cc2Cl)C(F)(F)F;Fipronil;;;4.0;Tonnelier 2012;7.119745881016673;EPISuite;437.15;Tonnelier 2012;;Tonnelier 2012;;Tonnelier 2012;Human;DSSTox;1.367387599;0.277882704;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
101;Fluazifop-p-butyl;79241-46-6;True;34855.0;O=C(OCCCC)[C@@H](C)Oc1ccc(cc1)Oc2ccc(cn2)C(F)(F)F;Fluazifop-p-butyl;;;4.5;EPISuite;4.61963049952997;EPISuite;383.3616;DSSTox;;Strope in prep.;;;Human;DSSTox;234.4212255;0.007460101;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
102;Fluazinam;79622-59-6;True;32551.0;[O-][N+](=O)c2cc(c(Cl)c(c2Nc1ncc(cc1Cl)C(F)(F)F)[N+]([O-])=O)C(F)(F)F;Fluazinam;;;4.01;EPISuite;6.29746504649531;EPISuite;465.0917;DSSTox;9.16;Strope in prep.;;Strope in prep.;Human;DSSTox;24.76008664;4.15e-07;Wetmore 2012;Wetmore 2012;;;0.004356634852612;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
103;Fludioxonil;131341-86-1;True;32398.0;N#Cc3cncc3c1cccc2OC(F)(F)Oc12;Fludioxonil;;;3.57;TNO;7.2840108590895865;EPISuite;248.19;TNO;;TNO;14.66;TNO;Human|Rat;DSSTox;37.04716504;7e-15;Wetmore 2012;Wetmore 2012;;;0.003582882377144;Wetmore 2012;0.643600035440791;TNO;37.44;9e-05;Wetmore 2013;Wetmore 2013;;;0.0;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
104;Flufenacet;142459-58-3;True;32552.0;O=C(COc1nnc(s1)C(F)(F)F)N(c2ccc(F)cc2)C(C)C;Flufenacet;;;3.2200000000000006;TNO;6.085531806829374;EPISuite;363.33;TNO;;TNO;12.58;TNO;Human|Rat;DSSTox;28.99575961;9.4e-11;Wetmore 2012;Wetmore 2012;;;0.137472621248756;Wetmore 2012;0.855700297748467;TNO;40.92;9e-05;Wetmore 2013;Wetmore 2013;;;0.200729221020022;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
105;Flumetralin;62924-70-3;True;32553.0;Clc2cccc(F)c2CN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O;Flumetralin;;;5.45;EPISuite;3.737038498986499;EPISuite;421.7308;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;0.0;0.43772018;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
106;Flumetsulam;98967-40-9;True;32615.0;Fc3cccc(F)c3NS(=O)(=O)c1nc2nc(C)ccn2n1;Flumetsulam;;;1.5;EPISuite;10.622430073977034;EPISuite;325.294;DSSTox;;Strope in prep.;;;Human;DSSTox;7.520696736;2.17e-07;Wetmore 2012;Wetmore 2012;;;0.017266782258755;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
107;Flumioxazin;103361-09-7;True;32555.0;O=C4C=1CCCCC=1C(=O)N4c2cc3c(cc2F)OCC(=O)N3CC#C;Flumioxazin;;;2.55;EPISuite;4.158291808918399;EPISuite;354.3318;DSSTox;;Strope in prep.;;;Human;DSSTox;8.336175915;3.49e-12;Wetmore 2012;Wetmore 2012;;;0.028071681892389;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
108;Fluometuron;2164-17-2;True;20628.0;O=C(Nc1cc(ccc1)C(F)(F)F)N(C)C;Fluometuron;;;2.42;EPISuite;6.628428533639524;EPISuite;232.2023;DSSTox;;Strope in prep.;13.1;Strope in prep.;Human;DSSTox;10.05792332;0.000777;Wetmore 2012;Wetmore 2012;;;0.258915593637104;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
109;Fluoxastrobin;361377-29-9;True;34625.0;Clc4ccccc4Oc3ncnc(Oc2ccccc2C(=NOC)/C=1OCCON=1)c3F;Fluoxastrobin;;;4.0;EPISuite;;EPISuite;458.8269;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;16.34635444;7.98e-10;Wetmore 2012;Wetmore 2012;;;0.03620129181556;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
110;Fluroxypyr;69377-81-7;True;34627.0;O=C(O)COc1nc(F)c(Cl)c(N)c1Cl;Fluroxypyr;;;1.17;EPISuite;10.82477034059861;EPISuite;255.0306;DSSTox;;Strope in prep.;3.31;Strope in prep.;Human;DSSTox;1.791417569;0.003573408;Wetmore 2012;Wetmore 2012;;;0.091940973889346;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
