ID_SET_COMPOUND;ID_SET;ID NUMBER;IRB PLATE;LIBRARY;ORIGINAL WELL;ID;ROMol;SMILES
98;set_4;HY-N7000;PLATE_525;Clinical;C09;atoms 11 bonds 11;<rdkit.Chem.rdchem.Mol object at 0x000002137428BDD0>;C=C(C)C1CC=C(CO)CC1
99;set_4;HY-137478A;PLATE_525;Clinical;D09;atoms 27 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x000002137428BE40>;CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1.Cl.Cl
100;set_4;HY-16900;PLATE_525;Clinical;E09;atoms 20 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x000002137428BEB0>;COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
101;set_4;HY-131060;PLATE_525;Clinical;F09;atoms 22 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x000002137428BF20>;Cc1c(O)c(=O)ccn1[C@@H](CO)Cc1ccccc1.Cl
102;set_4;HY-114141;PLATE_525;Clinical;G09;atoms 36 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x000002137428BF90>;CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O
103;set_4;HY-13208;PLATE_525;Clinical;H09;atoms 47 bonds 49;<rdkit.Chem.rdchem.Mol object at 0x0000021358428040>;CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O.Cl
104;set_4;HY-18099;PLATE_525;Clinical;I09;atoms 25 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x00000213584280B0>;Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1
105;set_4;HY-10535;PLATE_525;Clinical;J09;atoms 21 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x0000021358428120>;Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-]
106;set_4;HY-16511;PLATE_525;Clinical;K09;atoms 45 bonds 47;<rdkit.Chem.rdchem.Mol object at 0x0000021358428190>;CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)NO)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1
107;set_4;HY-13326;PLATE_525;Clinical;L09;atoms 41 bonds 45;<rdkit.Chem.rdchem.Mol object at 0x0000021358428200>;COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1
108;set_4;HY-13302B;PLATE_525;Clinical;M09;atoms 34 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x0000021358428270>;Cl.NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1
109;set_4;HY-10248;PLATE_525;Clinical;N09;atoms 37 bonds 41;<rdkit.Chem.rdchem.Mol object at 0x00000213584282E0>;Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21
110;set_4;HY-14804;PLATE_525;Clinical;O09;atoms 20 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x0000021358428350>;O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl
111;set_4;HY-111817;PLATE_525;Clinical;P09;atoms 57 bonds 62;<rdkit.Chem.rdchem.Mol object at 0x00000213584283C0>;CC(=O)N1CCN(c2ccc(CN(C(=O)/C=C/c3ccc(C(C)(C)C)cc3)[C@@H](Cc3ccccc3)C(=O)N3CCN(Cc4ccc(C#N)cc4)CC3)cc2)CC1
112;set_4;HY-17377;PLATE_525;Clinical;A10;atoms 48 bonds 50;<rdkit.Chem.rdchem.Mol object at 0x0000021358428430>;COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C.O=C(O)/C=C\C(=O)O
113;set_4;HY-115997;PLATE_525;Clinical;B10;atoms 46 bonds 51;<rdkit.Chem.rdchem.Mol object at 0x00000213584284A0>;COc1c(C)cnc(Cn2cc(C#CCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c3c(Cl)nc(N)nc32)c1C
114;set_4;HY-139142B;PLATE_525;Clinical;C10;atoms 21 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x0000021358428510>;CN1CCC2(CC1)NCC(=O)N2Cc1ccccc1.Cl
115;set_4;HY-10194;PLATE_525;Clinical;D10;atoms 28 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x0000021358428580>;COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-]
116;set_4;HY-119708;PLATE_525;Clinical;E10;atoms 35 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x00000213584285F0>;COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(CCNC(N)=O)c(=O)n1CC2
117;set_4;HY-127102;PLATE_525;Clinical;F10;atoms 30 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x0000021358428660>;O=C(Nc1ccc(F)c(-c2ccn3c(N4CCOCC4)cnc3n2)c1)N1CCCC1
118;set_4;HY-B0340;PLATE_525;Clinical;G10;atoms 18 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x00000213584286D0>;Cc1cccc(C)c1NC(=O)CN1CCCC1=O
119;set_4;HY-112137;PLATE_525;Clinical;H10;atoms 79 bonds 80;<rdkit.Chem.rdchem.Mol object at 0x0000021358428740>;CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
120;set_4;HY-10913A;PLATE_525;Clinical;I10;atoms 25 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x00000213584287B0>;Cl.NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O
121;set_4;HY-15342;PLATE_525;Clinical;J10;atoms 26 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x0000021358428820>;Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O
122;set_4;HY-138751;PLATE_525;Clinical;K10;atoms 39 bonds 42;<rdkit.Chem.rdchem.Mol object at 0x0000021358428890>;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccc4ccccc4c3)n2)c(OC)cc1N(C)CCN(C)C
123;set_4;HY-10550A;PLATE_525;Clinical;L10;atoms 61 bonds 61;<rdkit.Chem.rdchem.Mol object at 0x0000021358428900>;COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2.CS(=O)(=O)O.CS(=O)(=O)O.O.O.O
124;set_4;HY-14604;PLATE_525;Clinical;M10;atoms 30 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x0000021358428970>;Cl.FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1
125;set_4;HY-13598A;PLATE_525;Clinical;N10;atoms 40 bonds 42;<rdkit.Chem.rdchem.Mol object at 0x00000213584289E0>;COc1cc(C(=O)c2ccc(-c3csc(NC(=O)[C@@H](N)C(C)C)n3)cc2-n2cncn2)cc(OC)c1OC.Cl
126;set_4;HY-19631B;PLATE_525;Clinical;O10;atoms 32 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x0000021358428A50>;C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1.Cl
127;set_4;HY-13469;PLATE_525;Clinical;P10;atoms 31 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x0000021358428AC0>;CN(C)c1cc2c(cc1Sc1nc3c(N)nccc3n1CCNCC(C)(C)C)OCO2
128;set_4;HY-16738A;PLATE_525;Clinical;A11;atoms 32 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x0000021358428B30>;Cl.O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1ncccn1
129;set_4;HY-14842B;PLATE_525;Clinical;B11;atoms 34 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x0000021358428BA0>;CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1.Cl.O
130;set_4;HY-18750;PLATE_525;Clinical;C11;atoms 33 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x0000021358428C10>;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C
131;set_4;HY-109027;PLATE_525;Clinical;D11;atoms 21 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x0000021358428C80>;O=C(O)c1ccc(-c2ccc3cc(O)ccc3n2)c(Cl)c1
132;set_4;HY-10061B;PLATE_525;Clinical;E11;atoms 11 bonds 9;<rdkit.Chem.rdchem.Mol object at 0x0000021358428CF0>;Cl.NC[C@@H](F)C[PH](=O)O
133;set_4;HY-10320;PLATE_525;Clinical;F11;atoms 39 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x0000021358428D60>;Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
134;set_4;HY-14875;PLATE_525;Clinical;G11;atoms 31 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x0000021358428DD0>;CC[C@H](Nc1cc(C)nc2c(-c3ccc(OC)cc3C)c(C)nn12)c1nc(C)no1
135;set_4;HY-103207;PLATE_525;Clinical;H11;atoms 32 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x0000021358428E40>;CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2.Cl
136;set_4;HY-106408;PLATE_525;Clinical;I11;atoms 26 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x0000021358428EB0>;O=C(O)c1cc(NCc2c(F)c(F)c(C(F)(F)F)c(F)c2F)ccc1O
137;set_4;HY-109002;PLATE_525;Clinical;J11;atoms 25 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x0000021358428F20>;CC1(C)Oc2cc(NS(C)(=O)=O)ccc2N(c2ccc(F)cc2)C1=O
138;set_4;HY-N1480;PLATE_525;Clinical;K11;atoms 15 bonds 14;<rdkit.Chem.rdchem.Mol object at 0x0000021358428F90>;C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O
139;set_4;HY-112708A;PLATE_525;Clinical;L11;atoms 40 bonds 44;<rdkit.Chem.rdchem.Mol object at 0x0000021371124040>;Cc1ccc(S(=O)(=O)O)cc1.Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1
140;set_4;HY-112504;PLATE_525;Clinical;M11;atoms 27 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x00000213711240B0>;Cc1noc(C)c1-c1ccc2[nH]c(=O)n3c2c1OC[C@@H]3c1ccccn1
141;set_4;HY-109012;PLATE_525;Clinical;N11;atoms 30 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x0000021371124120>;Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1
142;set_4;HY-15278;PLATE_525;Clinical;O11;atoms 39 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x0000021371124190>;C/C1=C\C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1
143;set_4;HY-12913;PLATE_525;Clinical;P11;atoms 33 bonds 37;<rdkit.Chem.rdchem.Mol object at 0x0000021371124200>;CC(=O)N1CCC(c2nccnc2Oc2ccc(C(=O)c3nc4ccccc4[nH]3)cc2)CC1
144;set_4;HY-109059;PLATE_525;Clinical;A12;atoms 36 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x0000021371124270>;Cn1c(=O)oc2cc(-n3cc(C(=O)O)c(=O)n([C@@H]4CCc5c4cccc5C(F)(F)F)c3=O)ccc21
145;set_4;HY-109160;PLATE_525;Clinical;B12;atoms 27 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x00000213711242E0>;Cc1ccn(-c2nc(NC3CCC(F)(F)CC3)cc(N3CCOCC3)n2)n1
146;set_4;HY-103184;PLATE_525;Clinical;C12;atoms 36 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x0000021371124350>;CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2F)C(=S)N1c1ccc(CCCc2ncco2)nc1
147;set_4;HY-14823;PLATE_525;Clinical;D12;atoms 24 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x00000213711243C0>;Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1
148;set_4;HY-122908;PLATE_525;Clinical;E12;atoms 35 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x0000021371124430>;Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cnn4c3C(=O)NCC4)cc2)n[nH]1
149;set_4;HY-105066;PLATE_525;Clinical;F12;atoms 67 bonds 68;<rdkit.Chem.rdchem.Mol object at 0x00000213711244A0>;CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)O
150;set_4;HY-13034;PLATE_525;Clinical;G12;atoms 33 bonds 37;<rdkit.Chem.rdchem.Mol object at 0x0000021371124510>;Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)[nH]n1
151;set_4;HY-14984;PLATE_525;Clinical;H12;atoms 31 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x0000021371124580>;Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)cc1
152;set_4;HY-19980;PLATE_525;Clinical;I12;atoms 14 bonds 15;<rdkit.Chem.rdchem.Mol object at 0x00000213711245F0>;COCC1(CO)C(=O)C2CCN1CC2
153;set_4;HY-N0466;PLATE_525;Clinical;J12;atoms 89 bonds 96;<rdkit.Chem.rdchem.Mol object at 0x0000021371124660>;C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3
155;set_4;HY-108295;PLATE_525;Clinical;L12;atoms 13 bonds 12;<rdkit.Chem.rdchem.Mol object at 0x00000213711246D0>;CC(C)(C)C(=O)NCCCC(=O)O
156;set_4;HY-119350B;PLATE_525;Clinical;M12;atoms 31 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x0000021371124740>;Cl.Cl.NCC(=O)Nc1cncc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1
157;set_4;HY-119486A;PLATE_525;Clinical;N12;atoms 28 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x00000213711247B0>;Cc1cc(Oc2ncccc2C(F)(F)F)ccc1-c1c(C)c(=O)[nH]c(=O)n1C
158;set_4;HY-19904;PLATE_525;Clinical;O12;atoms 41 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x0000021371124820>;Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1
159;set_4;HY-19321;PLATE_525;Clinical;P12;atoms 21 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x0000021371124890>;COc1ccc(Cl)cc1-c1cc(=O)[nH]c(=S)n1CC(N)=O
160;set_4;HY-14761;PLATE_525;Clinical;A13;atoms 33 bonds 37;<rdkit.Chem.rdchem.Mol object at 0x0000021371124900>;N#CC(c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1
161;set_4;HY-103671;PLATE_525;Clinical;B13;atoms 39 bonds 42;<rdkit.Chem.rdchem.Mol object at 0x0000021371124970>;CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(OC4CC(F)(F)C4)cc(C)n3)nn2)nn1
162;set_4;HY-19631;PLATE_525;Clinical;C13;atoms 38 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x00000213711249E0>;C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1.O=C(O)/C=C\C(=O)O
163;set_4;HY-15187;PLATE_525;Clinical;D13;atoms 29 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x0000021371124A50>;CON(C)C(=O)N1N=C(c2cc(F)ccc2F)S[C@@]1(CCCN)c1ccccc1
164;set_4;HY-103214;PLATE_525;Clinical;E13;atoms 27 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x0000021371124AC0>;CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N
165;set_4;HY-15314;PLATE_525;Clinical;F13;atoms 26 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x0000021371124B30>;O=C1C[C@@]2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12
166;set_4;HY-10392;PLATE_525;Clinical;G13;atoms 25 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x0000021371124BA0>;CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1
167;set_4;HY-124617A;PLATE_525;Clinical;H13;atoms 45 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x0000021371124C10>;CCCCCCCCCCCCCCCC(=O)NCCCC[C@@H](N)C(=O)NCCCNCCCCNCCCN.Cl.Cl.Cl.Cl
168;set_4;HY-111021;PLATE_525;Clinical;I13;atoms 32 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x0000021371124C80>;C[C@H](Oc1ccc(-c2nc(-c3ccc4nc[nH]c4c3)no2)cc1C(F)(F)F)C(F)(F)F
169;set_4;HY-111789;PLATE_525;Clinical;J13;atoms 42 bonds 46;<rdkit.Chem.rdchem.Mol object at 0x0000021371124CF0>;Cc1sc(C(=O)c2cncnc2N[C@@H]2C[C@H](COS(N)(=O)=O)[C@@H](O)C2)cc1[C@@H]1NCCc2ccc(Cl)cc21
170;set_4;HY-14774;PLATE_525;Clinical;K13;atoms 32 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x0000021371124D60>;C[C@](C#N)(COc1cc(C#N)ccc1C(F)(F)F)NC(=O)c1ccc(SC(F)(F)F)cc1
171;set_4;HY-50682;PLATE_525;Clinical;L13;atoms 38 bonds 41;<rdkit.Chem.rdchem.Mol object at 0x0000021371124DD0>;CCCCc1nc(-c2ccc(OCCCN(CC)CC)cc2)cn1-c1ccc(Oc2ccc(Cl)cc2)cc1
172;set_4;HY-130800;PLATE_525;Clinical;M13;atoms 32 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x0000021371124E40>;O=C1CCC(N2Cc3cc(CNC(=O)C(F)(F)c4ccc(Cl)cc4)ccc3C2=O)C(=O)N1
173;set_4;HY-10234;PLATE_525;Clinical;N13;atoms 38 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x0000021371124EB0>;CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1
174;set_4;HY-101564;PLATE_525;Clinical;O13;atoms 35 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x0000021371124F20>;Nc1nc2cc(CC[C@H]3C[C@@H](n4ccc5c(N)ncnc54)[C@H](O)[C@@H]3O)ccc2cc1Br
175;set_4;HY-16643;PLATE_525;Clinical;P13;atoms 39 bonds 41;<rdkit.Chem.rdchem.Mol object at 0x0000021371124F90>;CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1
176;set_4;HY-112041;PLATE_525;Clinical;A14;atoms 30 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9040>;Cc1nc2ccc(F)cc2n1-c1nc(N)c(F)c(Nc2ccc(C(F)(F)F)cc2)n1
177;set_4;HY-10215;PLATE_525;Clinical;B14;atoms 34 bonds 37;<rdkit.Chem.rdchem.Mol object at 0x00000213145C90B0>;CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1
178;set_4;HY-10301;PLATE_525;Clinical;C14;atoms 42 bonds 48;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9120>;O=C(CN1C(=O)C2(CCCC2)NC[C@H]1c1cc(F)cc(F)c1)Nc1ccc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21
179;set_4;HY-15160;PLATE_525;Clinical;D14;atoms 40 bonds 44;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9190>;COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C
180;set_4;HY-17646;PLATE_525;Clinical;E14;atoms 17 bonds 18;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9200>;CC(C)OCCn1c(=S)[nH]c(=O)c2[nH]ccc21
181;set_4;HY-19908;PLATE_525;Clinical;F14;atoms 34 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9270>;CC1=C(C#N)[C@@H](c2ccc(C#N)cc2S(C)(=O)=O)N(C)C(=O)N1c1cccc(C(F)(F)F)c1
182;set_4;HY-17644;PLATE_525;Clinical;G14;atoms 76 bonds 84;<rdkit.Chem.rdchem.Mol object at 0x00000213145C92E0>;CNS(=O)(=O)c1ccc(F)c(-c2c3nc(c(-c4c(F)ccc(S(=O)(=O)NC)c4F)c4ccc([nH]4)c(-c4c(F)ccc(S(=O)(=O)NC)c4F)c4nc(c(-c5c(F)ccc(S(=O)(=O)NC)c5F)c5ccc2[nH]5)CC4)CC3)c1F
183;set_4;HY-13563;PLATE_525;Clinical;H14;atoms 24 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9350>;COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1F
184;set_4;HY-100399A;PLATE_525;Clinical;I14;atoms 33 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x00000213145C93C0>;CC(C)c1cccc(C(C)C)c1NC(=O)NCC1(c2ccc(N(C)C)cc2)CCCC1.Cl
185;set_4;HY-14463;PLATE_525;Clinical;J14;atoms 30 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9430>;CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O
186;set_4;HY-16743;PLATE_525;Clinical;K14;atoms 28 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x00000213145C94A0>;CC(C)(NC(=O)O[C@@H]1CN2CCC1CC2)c1csc(-c2ccc(F)cc2)n1
187;set_4;HY-14945;PLATE_525;Clinical;L14;atoms 42 bonds 44;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9510>;CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O
188;set_4;HY-15964;PLATE_525;Clinical;M14;atoms 17 bonds 18;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9580>;C#Cc1cnc2[nH]c(=O)n(C(CC)CC)c2n1
189;set_4;HY-16781;PLATE_525;Clinical;N14;atoms 35 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x00000213145C95F0>;CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1
190;set_4;HY-B1526;PLATE_525;Clinical;O14;atoms 16 bonds 16;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9660>;CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1
191;set_4;HY-15495;PLATE_525;Clinical;P14;atoms 35 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x00000213145C96D0>;O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1
192;set_4;HY-131182;PLATE_525;Clinical;A15;atoms 33 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9740>;Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1Cl
193;set_4;HY-13009;PLATE_525;Clinical;B15;atoms 31 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x00000213145C97B0>;Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2
194;set_4;HY-100779;PLATE_525;Clinical;C15;atoms 30 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9820>;C[C@@H](c1ccc(-c2ccccc2)c(F)c1)c1cc(NC(=N)N2CCOCC2)on1
195;set_4;HY-118700A;PLATE_525;Clinical;D15;atoms 20 bonds 20;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9890>;Br.N=C1N[C@H]2[C@H](CS[C@H]2CCCCC(=O)O)N1
196;set_4;HY-15675;PLATE_525;Clinical;E15;atoms 36 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9900>;COC[C@H](C)Oc1cc(Oc2cnc(C(=O)N3CCC3)cn2)cc(C(=O)Nc2cnc(C)cn2)c1
197;set_4;HY-10277;PLATE_525;Clinical;F15;atoms 26 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9970>;Cc1cc(=O)oc2cc(O[C@@H]3SC[C@@H](O)[C@H](O)[C@H]3O)ccc12
198;set_4;HY-13628;PLATE_525;Clinical;G15;atoms 40 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x00000213145C99E0>;CCCc1c(OCCCOc2cc(O)c(-c3ccc(F)cc3)cc2CC)cccc1Oc1ccccc1C(=O)O
199;set_4;HY-50665;PLATE_525;Clinical;H15;atoms 30 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9A50>;Cc1ccc(Cn2[nH]c(CCCc3ccc(OC(C)(C)C(=O)O)cc3)nc2=O)cc1
200;set_4;HY-14850;PLATE_525;Clinical;I15;atoms 38 bonds 41;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9AC0>;CNc1cccc(NC(=O)N[C@@H]2N=C(c3ccccn3)c3ccccc3N(CC(=O)C(C)(C)C)C2=O)c1
201;set_4;HY-13672;PLATE_525;Clinical;J15;atoms 30 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9B30>;CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
202;set_4;HY-13233A;PLATE_525;Clinical;K15;atoms 22 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9BA0>;CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O.CS(=O)(=O)O
203;set_4;HY-137958A;PLATE_525;Clinical;L15;atoms 44 bonds 47;<rdkit.Chem.rdchem.Mol object at 0x00000213145C9C10>;CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)[C@@H](O)[C@@]1(C)F
