SMILES	SMR_VSA6	C-024	BELi0	RASA	VSA_EState5	GATS2c	SLogP_VSA3	MATS1dv	H-047	SaasC	AATS5dv	Mor08u	HATS2u	ATSC2dv	GATS2s	GATS7se	Mor19m	observed	predicted
CC(C)=CCSCC(N)C(=O)O	-0.03	-0.92	0.14	-0.45	0.13	-0.76	-0.59	-0.05	-0.55	-0.7	-0.67	-0.14	0.3	-0.31	-1.01	-0.51	-0.04	0.0	0.0
CCCCCCCS	-0.48	-0.92	-2.77	1.29	0.45	0.13	-1.04	-1.4	-1.17	-0.7	-1.2	-0.06	0.74	-0.68	2.65	0.34	0.41	0.0	0.0
COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C	0.65	0.47	0.16	0.65	0.72	0.81	-0.06	0.49	0.69	1.38	-0.12	0.45	-0.2	-0.5	2.57	-0.22	-1.04	1.0	1.0
COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1	1.23	0.19	0.14	0.85	0.44	1.03	-1.04	0.38	0.85	0.41	-0.61	0.67	-0.02	-0.74	0.87	-1.2	0.58	1.0	1.0
CC1(C)C=CC2(C=CC(C)(C)O2)O1	-0.93	-0.92	-0.72	1.05	-0.32	-0.06	-0.15	2.11	-0.86	-0.7	-1.05	-1.26	0.34	0.52	-0.53	-1.83	-0.04	0.0	0.0
CC(C)NC[C@H](O)COc1cccc2[nH]ccc12	0.09	0.19	0.15	0.64	0.33	0.74	-1.04	0.16	0.07	-0.27	-0.41	0.28	-0.05	-0.33	1.3	0.67	-0.26	1.0	1.0
C/C=C1/CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23	0.6	-0.92	0.14	-0.21	-0.72	0.43	0.74	0.6	0.07	-0.7	0.27	0.43	-0.26	0.6	-0.47	0.16	0.05	0.0	0.0
O=C1CCCO1	-0.42	-0.92	-0.71	-1.05	-0.06	-0.17	-0.15	0.24	-1.17	-0.7	-0.82	-0.76	3.17	-0.4	-0.7	0.13	-0.22	0.0	0.0
CCCCCCCCCCCCC/C=C\C(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC	0.61	-0.92	0.14	0.2	-0.15	0.27	1.18	-0.58	1.32	-0.7	-0.41	-1.29	-0.26	1.17	0.81	0.12	0.66	0.0	0.0
CC(=O)C(=O)O	-0.93	-0.92	-0.71	-3.0	-1.06	-0.49	-0.14	0.52	-1.48	-0.7	-1.29	-0.7	3.41	-0.08	-0.27	0.03	-0.36	0.0	0.0
CC(CC(=O)O)C[C@]1(O)CC2CCC1CN2C	0.13	-0.92	0.14	-0.34	-0.22	-0.97	-0.59	-0.0	-0.55	-0.7	-0.8	-0.33	-0.09	-0.76	-1.04	0.67	0.58	0.0	0.0
CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	2.01	-0.92	0.16	-1.74	-0.79	-0.97	4.14	-1.8	0.69	-0.73	0.92	0.58	-0.88	4.47	-0.67	-0.25	-1.13	0.0	0.0
O=C(O)CC(=O)OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(O)C(O)C1O	-0.42	0.47	-0.7	-2.89	-2.99	-0.4	0.74	-1.45	0.23	-2.75	1.72	-1.12	-0.72	-1.36	0.33	-0.26	-1.99	0.0	0.0
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1	-0.93	1.58	0.15	-0.67	-0.83	-0.93	0.01	-0.79	0.07	0.01	1.37	-1.18	-0.27	-0.71	-0.81	0.58	-0.65	0.0	0.0
C=C/C=C\C=O	-0.93	-0.92	-0.71	0.3	-0.04	-0.04	-0.59	-1.32	-0.7	-0.7	-0.6	-0.37	-0.26	-0.79	0.89	0.22	-0.27	0.0	0.0
CC1(C)CC(O)[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)[C@](C)(CO)C5CC[C@]43C)C2C1	1.13	-0.92	-0.7	-1.35	0.21	0.03	1.62	-0.53	2.09	-0.7	-0.31	0.01	-1.07	-0.58	0.96	-0.33	1.81	0.0	0.0
CCCCCC(O)/C=C/C1OC1C/C=C\C/C=C\CCCC(=O)O	-0.93	-0.92	-0.71	-0.45	-0.38	-0.93	-0.15	-0.43	-0.08	-0.7	-0.48	0.81	-0.33	-0.87	-0.48	0.17	1.08	0.0	0.0
COC(OC)[C@]1(C)Oc2ccc(N)cc2[C@@H](N(Cc2nnn(C)n2)c2ccc(Cl)cc2)[C@@H]1O	1.0	1.02	0.36	0.86	0.44	1.23	1.12	0.56	1.63	1.27	0.75	-1.07	-0.48	-0.21	1.33	0.22	-0.44	1.0	1.0
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	-0.93	-0.92	-0.7	-0.01	0.32	-0.22	0.74	0.68	-0.55	-0.7	-0.48	0.67	-0.46	0.47	-0.51	-0.34	0.77	0.0	0.0
C=C1C/C(=C/C)C(=O)O[C@H]2CCN3CC=C(COC(=O)[C@]1(O)CO)[C@@H]23	1.12	-0.92	0.14	-0.56	-0.71	0.48	0.74	0.01	0.69	-0.7	0.53	0.22	-0.29	0.2	0.0	-0.01	-0.11	0.0	0.0
C=Cc1ccc(O)cc1	-0.93	0.19	-0.73	0.05	0.09	-1.38	-1.04	-0.75	-0.39	0.0	-0.76	-0.57	-0.04	-0.69	-0.13	7.2	-0.49	0.0	0.0
O=C(NC[C@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F	1.12	-0.09	2.86	0.64	-0.72	0.54	-1.04	-0.22	0.38	-1.25	1.44	-0.26	0.08	2.04	-1.19	0.44	-0.51	1.0	1.0
NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	-0.42	1.58	2.86	1.01	0.14	-0.01	-0.46	-0.4	0.38	-0.35	0.4	-0.67	-0.01	1.26	-1.12	-1.46	-0.63	1.0	1.0
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1	0.03	-0.92	0.16	-2.28	0.04	-1.33	1.08	-2.92	-0.86	-0.61	0.84	-0.23	-0.31	2.01	-1.08	0.2	-1.4	0.0	0.0
Cc1ccc(Cl)c(OC[C@@H](O)CNC(C)(C)C)c1	0.09	-0.09	0.14	0.64	0.24	0.89	-1.04	0.56	-0.24	0.51	-0.48	0.85	-0.06	-0.77	0.97	0.78	-0.35	1.0	1.0
C/C=C/C=C/C#C/C=C\CCCCCCCCC(=O)O	-0.93	-0.92	-0.71	0.29	2.37	-1.35	-0.59	-0.15	-0.55	-0.7	-0.72	1.12	-0.29	-0.47	-1.16	-0.02	0.53	0.0	0.0
CC(C)CCCC(C)C1CCC2C3CCC4=CC(=O)CC[C@@]4(C)C3CC[C@@]12C	-0.93	-0.92	-0.71	0.79	2.64	-0.67	-0.59	1.05	-1.32	-0.7	-0.96	0.4	-0.59	-0.2	-0.87	-0.32	2.07	0.0	0.0
Cc1cc(C)cc(OCC2CNC(=O)O2)c1	0.09	-0.09	0.14	-0.07	0.34	0.05	-0.6	0.53	-0.24	0.98	0.04	-0.29	0.69	-0.33	-0.59	-0.89	-0.26	1.0	1.0
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H]1C	0.04	-0.64	0.14	-0.45	-3.74	-0.34	1.18	0.69	0.38	-1.75	0.48	1.13	-0.86	2.87	-0.04	-0.1	0.26	0.0	0.0
NC(CC(O)/C(O)=N/C1OCC=C1CO)C(=O)O	0.1	-0.92	0.15	-2.11	-0.95	-0.7	-0.15	-1.31	-0.39	-0.7	0.87	0.21	-0.19	-0.62	0.3	-0.03	-0.46	0.0	0.0
COC(=O)[C@H]1CC2=CC(=O)CC[C@@]2(C)[C@]23O[C@H]2C[C@]2(C)[C@H](CC[C@]24CCC(=O)O4)[C@@H]13	-0.38	-0.92	-0.7	-0.45	-0.14	-0.37	1.63	0.81	-0.7	-0.7	-0.1	-0.45	-0.38	0.13	-0.86	0.68	1.04	0.0	0.0
NC(=O)OCC(COC(N)=O)c1ccccc1	0.1	0.47	0.14	-0.56	-0.17	-1.3	-0.15	-0.51	-0.08	-0.24	0.6	0.03	0.03	-0.61	-1.3	0.88	-0.74	0.0	0.0
Oc1ccc2c(cc3ccc4cccc5ccc2c3c45)c1O	-0.93	1.85	-0.73	0.0	-0.11	-1.18	-1.04	-0.66	0.07	-0.77	0.75	-1.34	-0.97	-0.35	-0.42	1.03	-2.29	0.0	0.0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-0.93	-0.92	-0.71	0.36	1.35	-1.0	-0.59	0.51	-1.17	-0.7	-0.91	0.58	-0.42	-0.71	-0.46	0.03	1.31	1.0	0.0
CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O	0.03	0.19	0.15	-0.6	-0.57	-0.35	0.35	-1.65	-0.24	-0.59	1.97	-1.5	0.15	0.25	-0.22	0.05	-0.75	0.0	0.0
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl	-0.93	0.47	0.28	1.25	0.77	0.65	0.17	1.2	-0.39	3.04	0.77	-0.31	0.36	0.67	0.91	-0.07	-0.48	0.0	0.0
COc1c2c(c(C)c3c1C(=O)OC3)O[C@@]1(C)CC(OC(C)=O)C3C(C)(C)OC(=O)CC[C@]3(C)C1C2	-0.38	-0.92	-0.7	-0.38	-0.07	0.05	2.4	1.31	-0.55	1.55	-0.16	-0.31	-0.58	1.45	-0.81	0.5	0.77	0.0	0.0
CO/N=C\C1=CCCN(C)C1	1.19	-0.92	0.16	0.98	-0.04	2.29	-0.59	0.54	0.23	-0.7	-0.58	0.08	0.78	-1.16	1.69	2.46	-0.23	1.0	1.0
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1	1.11	0.74	0.14	0.89	0.73	1.25	-0.44	1.16	0.69	1.93	0.06	0.63	-0.35	1.6	0.17	-0.47	-0.55	1.0	1.0
Clc1ccc([C@@H](Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1	-0.93	0.19	0.16	1.0	-0.04	1.79	0.63	-0.96	-0.08	1.32	0.61	0.03	0.08	-1.52	3.05	-0.47	-0.9	0.0	0.0
ClC(Cl)Br	-0.93	-0.92	-1.33	1.29	-0.04	-1.53	-1.04	-7.29	-1.48	-0.7	0.06	-0.94	15.78	-0.47	2.2	-0.47	-1.04	0.0	0.0
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	-0.38	0.19	0.19	-0.26	-1.24	0.1	0.74	0.79	-0.24	-0.66	1.83	-0.46	-0.27	1.51	-1.01	-0.22	0.73	0.0	0.0
CN1CCN(CCCCN2C(=O)CN(N=Cc3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1	3.18	0.74	0.23	0.31	0.4	0.96	-0.59	0.52	2.09	0.75	-0.01	0.51	-0.4	-0.02	-0.4	-0.02	-0.17	0.0	1.0
CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O	0.72	-0.92	0.14	0.05	-2.35	0.5	2.51	0.55	1.32	-0.7	-0.22	1.4	-0.92	1.07	0.53	-0.14	1.34	0.0	0.0
Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1	0.09	0.19	0.23	0.14	0.54	-0.91	-0.1	-1.15	-0.24	-0.14	0.39	-0.36	-0.13	0.43	-0.97	3.65	-0.12	0.0	0.0
CC1=CC(c2c(O)ccc(C(=O)/C=C/c3ccc(O)cc3O)c2O)C(C(=O)c2ccc(O)c(/C=C/C(C)C)c2O)C(c2ccc(O)cc2O)C1	-0.93	1.85	-0.71	-0.96	-3.32	-1.38	-1.04	-0.33	0.85	-2.13	0.94	0.25	-0.79	0.68	-0.37	0.83	-1.67	0.0	0.0
CCC(C)(C)OC	-0.38	-0.92	-0.72	1.0	-0.04	1.64	-0.6	1.17	-1.01	-0.7	-1.29	0.41	1.21	-0.86	1.9	-0.53	-0.03	0.0	0.0
CC1=CC(O)[C@@]2(C)C(O)C[C@@]3(C)C(CCC4[C@]5(C)CCC(O)C(C)(C)C5CC[C@@]43C)C2C1C	-0.93	-0.92	-0.72	0.24	1.09	-1.03	-1.04	0.9	-0.86	-0.7	-0.91	-1.22	-0.8	0.18	0.18	-0.27	2.78	0.0	0.0
C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC	1.24	-0.92	0.14	0.17	-3.63	0.76	2.96	0.27	2.25	-0.7	-0.04	1.5	-0.99	1.04	0.15	-0.22	0.65	0.0	0.0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2C(=O)CO	-0.42	-0.92	-0.71	-0.51	0.47	-0.86	-0.14	-0.02	-0.86	-0.7	-0.68	-0.21	-0.45	-0.78	-0.32	-0.43	0.69	0.0	0.0
C/C(=C\CCC(C)C1CC[C@@]2(C)C3CCC4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(=O)O	-0.93	-0.92	-0.71	0.01	1.14	-1.65	-0.14	1.14	-1.32	-0.7	-0.93	1.65	-0.74	0.21	-1.37	-0.93	3.35	0.0	0.0
CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1	1.02	1.02	0.15	-0.1	0.72	-0.28	-0.44	-0.28	0.69	1.05	0.07	-0.75	-0.26	-1.13	0.08	0.35	-1.97	0.0	1.0
N=C(N)NC[C@H]1COc2ccccc2O1	0.09	0.19	0.16	0.04	0.62	0.27	-1.04	-0.37	-0.08	0.1	0.1	-0.52	0.16	-0.73	-0.03	-0.38	-0.65	1.0	1.0
CCC(Cc1ccc2c(c1)OCO2)NC	0.15	-0.09	0.14	0.34	0.76	0.96	-0.44	0.7	-0.39	0.91	-0.69	-0.42	0.43	0.1	1.81	0.12	0.38	1.0	1.0
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H](O)C[C@@H](O)CC(=O)O)[C@H]21	-0.93	-0.92	-0.7	-0.39	-0.2	-0.89	0.3	0.26	-0.55	-0.7	-0.46	0.13	-0.5	0.14	-0.59	-0.26	0.94	0.0	0.0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C	0.1	0.19	0.14	0.76	-1.09	-0.11	1.63	1.32	0.07	0.01	0.83	1.43	-0.49	1.82	-0.78	0.71	0.73	0.0	0.0
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1	-0.52	-0.09	2.86	0.32	2.09	-0.36	-0.07	-0.2	-1.01	-0.8	3.78	-1.58	0.4	1.91	-1.2	1.28	-0.66	0.0	0.0
C=C1C2CCC(C2)[C@@]1(C)CCC=C(C)C	-0.93	-0.92	-2.68	1.29	0.8	-0.0	-1.04	1.19	-1.01	-0.7	-1.02	0.18	0.04	-0.65	-0.2	0.65	0.84	0.0	0.0
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1	0.09	0.19	0.14	0.84	0.69	0.59	-1.04	0.38	-0.08	0.5	-0.45	0.38	-0.2	-0.59	0.8	1.0	0.0	1.0	1.0
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21	3.01	-0.37	2.85	-0.87	-0.9	0.46	-1.04	0.43	1.0	-0.97	0.84	-0.1	0.07	0.39	-0.83	0.77	-0.78	0.0	0.0
Fc1cccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1	2.12	1.02	2.85	0.78	-0.11	1.38	0.16	0.15	1.47	1.11	-0.29	0.96	-0.48	-1.03	-0.42	-0.74	-0.09	0.0	1.0
CCCCCCOC	0.14	-0.92	-0.72	0.92	-0.04	2.32	-0.6	-0.99	-0.7	-0.7	-1.1	0.37	1.18	-0.94	3.87	1.5	0.29	0.0	0.0
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21	0.68	1.02	0.14	-0.05	-0.05	0.13	0.63	0.22	1.32	1.9	0.22	-0.98	-0.23	-0.53	-0.87	-0.94	-0.19	0.0	0.0
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1	-0.93	1.02	0.16	0.96	-0.04	1.84	0.63	-0.81	0.38	1.34	0.54	0.08	-0.0	-1.76	3.07	-0.75	-0.87	0.0	0.0
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C	-0.93	1.3	0.36	0.01	-0.41	-0.29	0.47	0.85	0.23	1.53	0.41	1.3	-0.43	1.47	-0.89	0.0	-0.15	0.0	0.0
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	-0.93	1.58	-0.71	-0.46	-0.79	-1.07	-0.59	-0.22	-0.08	0.23	0.6	-1.23	-0.08	-0.22	-0.76	-0.29	-0.45	0.0	0.0
CC1=C(C)C(=O)C(CC[C@](C)(O)CCC(=O)O)=C(C)C1=O	-0.93	-0.92	-0.71	-0.79	-0.62	-1.45	0.31	0.89	-1.48	-0.7	-0.24	-0.02	-0.14	0.36	-0.71	0.04	0.29	0.0	0.0
O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1	0.3	3.24	0.23	0.62	-0.19	0.42	-0.14	-0.02	1.16	0.65	0.73	-0.27	-0.25	0.35	-0.19	0.07	-1.51	0.0	1.0
CCCCCCC(=O)CCCCCCCCCCCCCCCCCCCCCO	-0.42	-0.92	-0.71	0.68	0.19	-0.29	-0.59	-1.01	-1.17	-0.7	-1.01	4.03	-0.65	-1.28	0.1	-0.08	2.99	0.0	0.0
NC(N)=Nc1nc(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1	0.03	0.19	0.16	0.23	0.61	-1.41	0.44	-1.56	0.07	0.59	0.26	-0.04	-0.16	0.36	-0.44	0.32	-0.41	0.0	0.0
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC	3.41	0.47	0.15	0.36	0.16	1.05	1.34	0.49	3.18	1.78	0.31	0.63	-0.6	-0.13	0.3	-0.07	-0.48	0.0	0.0
CCCCCCCCCCCCC/C=C/C(O)C(CO[P@@](=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCC	2.25	-0.92	0.15	-0.2	-0.13	-0.37	0.68	-1.23	1.47	-0.7	-0.65	0.67	-0.73	2.07	-0.88	1.51	0.73	0.0	0.0
CNC(=O)O/N=C(\C)SC	0.1	-0.92	0.16	0.23	-0.04	-0.66	-0.59	1.86	-0.55	-0.7	-0.84	0.22	1.57	0.66	-0.83	0.13	-0.07	0.0	0.0
CC(C)CCC(O)C(C)C1C(OC2OC(CO)C(O)C(O)C2O)CC2C3CC=C4CC(O)CC(OC5OC(C)C(O)C(O)C5O)[C@@]4(C)C3CC[C@@]21C	-0.42	-0.92	-0.71	-0.78	0.21	-0.08	0.73	-0.45	0.85	-0.7	-0.4	0.23	-0.88	-0.12	0.86	-0.35	1.9	0.0	0.0
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1	1.83	0.47	-0.71	0.02	0.92	1.82	-1.04	0.92	1.63	0.79	1.01	-1.04	0.15	0.55	1.47	0.16	-2.48	1.0	1.0
CCCN(CCC)CCc1cccc2[nH]c(O)cc12	0.6	0.19	0.15	0.42	0.07	-0.76	-0.44	0.89	0.07	0.13	-0.63	0.79	0.01	0.26	-0.65	-0.87	0.41	0.0	1.0
CC1=C(C)C2CC1CC2O	-0.93	-0.92	-0.73	0.36	0.53	-0.91	-1.04	0.42	-1.32	-0.7	-1.25	-0.76	0.8	-0.63	0.33	-2.05	0.04	0.0	0.0
CCCCC/C=C/C/C=C/CCCCCCCC(=O)O	-0.93	-0.92	-0.71	0.19	-0.35	-1.35	-0.59	-0.47	-0.86	-0.7	-0.92	0.84	-0.25	-0.64	-1.25	-0.25	0.68	0.0	0.0
C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	-0.42	-0.92	-0.71	-0.65	-0.56	-0.5	-0.14	0.15	-0.55	-0.7	-0.51	-0.11	-0.59	-0.08	-0.06	-0.26	1.38	0.0	0.0
COc1cc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C=CC(=O)C42C)O3)cc2c1OCO2	0.15	-0.09	-0.7	-0.76	0.63	0.2	0.01	0.9	-0.24	0.63	0.22	-1.21	-0.57	1.72	0.06	0.15	-0.13	0.0	0.0
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1	0.1	-0.64	0.16	0.33	0.42	-1.21	0.23	-0.03	-0.7	0.15	-0.02	0.27	0.27	2.93	-0.76	-0.05	-0.62	0.0	0.0
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1	0.64	-0.09	0.15	0.26	-0.13	0.22	0.01	0.27	0.54	0.69	-0.13	0.47	-0.32	-0.03	0.09	0.39	-0.03	0.0	1.0
NC(=O)CCC(NC(=O)CCC(N)C(=O)O)C(=O)O	-0.93	-0.92	0.14	-2.34	-1.82	-1.14	0.75	-0.57	-1.17	-0.7	0.92	0.13	-0.3	-0.13	-0.83	0.12	-0.1	0.0	0.0
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34	-0.93	2.41	-2.57	1.29	-0.04	-0.22	-1.04	-0.11	0.38	-0.7	0.34	-1.39	-0.87	-0.42	0.97	0.06	-1.84	0.0	0.0
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	-0.52	-0.09	2.86	-0.37	-0.45	-0.81	-0.01	0.39	-1.01	-2.07	3.59	-0.8	0.64	2.39	-1.19	-1.1	-0.23	0.0	0.0
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2	-0.38	0.19	0.28	0.8	-0.06	0.96	-0.38	0.94	0.54	-0.41	-0.39	0.09	-0.06	0.33	-0.69	1.11	-0.04	0.0	1.0
C[C@@H](C#Cc1ccc(Cc2ccccc2)s1)NC(N)=O	-0.93	1.02	0.14	0.52	2.74	-1.82	-0.44	-0.41	-0.24	1.2	0.13	-0.08	0.08	-0.76	-1.01	-0.83	-0.34	1.0	1.0
C=C(CC)C(=O)COC	0.14	-0.92	-0.71	0.3	-0.04	1.89	-0.15	0.34	-0.39	-0.7	-1.16	0.33	1.16	-0.63	0.57	-1.97	-0.29	0.0	0.0
CC(=O)c1cc2cccc(OC[C@H](O)CNC(C)C)c2o1	0.09	0.19	0.14	0.06	0.29	1.0	-1.04	0.66	0.07	-0.25	0.06	0.38	-0.11	0.36	0.4	0.62	-0.22	1.0	1.0
COc1cc([C@@H]2c3cc4c(cc3[C@H](O[C@H]3O[C@H]5CO[C@@H](C)O[C@@H]5[C@@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	1.73	0.19	-0.7	-1.18	-0.52	0.52	1.62	-0.34	1.47	1.01	1.01	0.13	-0.39	-1.21	0.89	-0.1	-0.5	0.0	0.0
CCCCCCCCOC(=O)CCC	-0.42	-0.92	-0.71	0.78	-0.06	0.19	-0.15	0.45	-1.17	-0.7	-0.96	1.25	0.16	-0.12	-0.63	-0.15	0.55	0.0	0.0
CCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	2.01	-0.92	0.16	-1.17	-0.58	-0.95	3.7	-1.74	1.32	-0.72	0.83	1.72	-0.92	5.61	-0.73	-0.14	-1.23	0.0	0.0
Cc1ccnc2c1CCCC2	-0.93	-0.64	0.15	0.95	-0.04	0.13	0.16	1.28	-1.32	1.59	-1.16	-0.4	0.79	-0.26	0.52	-2.05	-0.16	0.0	0.0
C=CC(=C)C	-0.93	-0.92	-2.68	1.29	-0.04	-0.32	-1.04	0.22	-0.7	-0.7	-1.29	-0.21	2.82	-0.76	-0.24	-1.32	-0.17	0.0	0.0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O	0.44	0.19	2.85	-1.3	-0.91	-1.14	0.35	-0.25	0.69	-0.01	0.54	-0.14	-0.53	1.69	-0.38	-0.44	-0.95	0.0	0.0
CC(C)(C)[C@H]1CC[C@H](C2=C(O)C(=O)c3ccccc3C2=O)CC1	-0.93	0.19	-0.71	0.1	-0.17	-0.83	-1.04	0.87	-0.86	-0.3	-0.32	-0.56	-0.34	1.07	-0.73	0.03	0.3	0.0	0.0
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1	-0.12	1.85	0.28	0.18	0.13	-0.9	-0.1	-1.74	0.07	0.25	1.36	-0.63	-0.08	0.04	-0.35	1.4	-0.39	0.0	0.0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	3.53	1.02	0.15	0.67	-0.04	1.86	-1.04	-0.27	2.09	2.44	-0.42	0.72	-0.26	-1.15	1.32	-0.33	-1.68	1.0	1.0
CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2	-0.4	-0.09	-0.72	0.01	0.67	0.37	-1.04	0.51	-0.55	0.65	-0.34	0.05	0.33	-0.09	0.97	-0.5	-0.05	0.0	0.0
CC1CCC(C(C)C)CC1	-0.93	-0.92	-2.73	1.29	1.33	0.42	-1.04	0.34	-1.48	-0.7	-1.23	0.41	0.42	-0.73	0.44	0.49	0.63	0.0	0.0
CC(C)CC(NC(=O)C(N)C(C)C)C(=O)O	-0.93	-0.92	0.14	-0.43	-0.61	-0.7	-0.14	0.52	-1.17	-0.7	-0.26	0.52	-0.05	0.44	-0.93	0.79	0.73	0.0	0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1	1.19	2.96	0.19	0.34	-0.95	0.45	0.74	0.59	2.25	0.77	0.44	-0.53	-0.73	0.83	-1.02	0.1	-0.23	0.0	0.0
Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2Cc1ccco1	-0.93	-0.37	0.16	-0.25	0.52	-0.14	0.23	0.87	-0.39	-0.05	1.56	0.16	0.4	0.47	-0.39	0.61	-0.51	0.0	0.0
CNCC[C@@H](Oc1ccccc1C)c1ccccc1	0.13	1.58	0.14	1.14	0.4	1.45	-1.04	0.35	0.85	1.09	-0.21	-0.43	0.02	-0.43	2.22	-1.17	-0.32	1.0	1.0
