SMILES	ATSC6dv	X3sol	VSA_EState3	X2sol	PEOE_VSA8	H-050	GATS1c	SLogP	observed	predicted
COCC(=O)Cl	0.1	-1.02	-0.64	-0.67	0.3	-0.53	-0.42	-1.2	2.5861933356985416	2.5967341527799253
CCN1C(=O)CCC1=O	1.33	0.13	-0.55	-0.23	2.21	-0.53	0.75	-1.35	2.7068457481036043	2.6989631455930057
CC(C)COC(=O)C(C)C	-1.24	-0.26	-0.55	0.05	-0.82	-0.53	0.89	-0.28	2.6250550912611628	2.6375967600659957
CCOC(=O)CCC(C)CC	-1.56	-0.09	-0.55	-0.05	0.19	-0.53	0.78	0.05	2.6562419843289615	2.6668174014692787
C#N	0.1	-1.6	0.86	-1.92	0.21	-0.53	-2.71	-1.36	2.475307913956194	2.457195648566405
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1	-3.24	2.61	-0.55	2.36	-0.82	-0.53	0.53	1.08	2.808312273973992	2.79920886176339
Brc1ccccc1	0.1	-0.18	-0.55	-0.25	-0.12	-0.53	-1.26	0.1	2.632609116860944	2.6289851962669832
CC(C)(Br)Br	0.1	-1.6	-0.55	1.13	-0.82	-0.53	2.06	0.14	2.588999590499436	2.5882922394755528
CCCC(C)(C)C	0.34	-1.02	-0.55	-0.37	-0.82	-0.53	1.26	0.34	2.546974275833287	2.541760058359408
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1	-6.64	1.72	1.75	2.92	-0.82	0.85	0.37	1.89	2.7412698117496443	2.75345767467199
Clc1nc2ccccc2s1	0.29	0.97	-0.55	0.71	-0.82	-0.53	0.71	0.42	2.7169627421024516	2.701778136612233
FC(Cl)C(F)Cl	0.1	-0.95	-0.55	-1.22	-0.82	-0.53	-0.18	-0.15	2.50508211450511	2.507042567938132
C(CC1CCNCC1)CC1CCNCC1	0.18	1.08	0.94	0.86	-0.82	2.23	0.4	-0.08	2.779704690689162	2.783342270270423
FC(F)CC(F)(F)F	0.1	-1.6	-0.55	-1.59	-0.82	-0.53	1.29	-0.05	2.495752416037327	2.4356981284526853
Cc1cccc([N+](=O)[O-])c1	-1.89	0.08	1.65	0.08	1.08	-0.53	-1.76	-0.24	2.703420357325243	2.7041277535157615
Cc1c(Cl)cc(Cl)c(Cl)c1Cl	0.28	1.95	-0.18	0.97	-0.03	-0.53	-0.82	1.47	2.740086232305504	2.7469296202774074
CC1=CCC2CC1C2(C)C	0.84	0.81	-0.55	0.38	-0.82	-0.53	-0.44	0.45	2.6327608884794387	2.6585914298935163
CC(C)CC(C)Cl	0.3	-0.99	-0.47	-0.27	0.03	-0.53	-0.03	0.23	2.5867560391743902	2.5746389325795067
CC(C)CC1CCCC1	0.1	-0.29	-0.55	-0.15	-0.82	-0.53	0.37	0.59	2.624436805027557	2.6160633515757516
Fc1c(F)c(F)c(Br)c(Br)c1F	0.1	1.03	-0.55	0.29	-0.82	-0.53	-1.44	0.93	2.6731591954541862	2.685570144444248
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1	1.32	2.41	1.24	2.16	7.11	0.85	0.05	0.6	2.7807852049682986	2.785920337763966
ClC1CC2CCC1C2	0.1	0.38	-0.43	-0.03	0.03	-0.53	-1.14	0.08	2.638638987858345	2.6565959243630455
CC(Cl)C(=O)O	0.1	-0.64	0.99	-0.54	-0.82	0.85	0.78	-1.01	2.6610076909010316	2.6527837636610987
C=C(C)C1CC=C(C=O)CC1	0.51	0.36	-0.55	0.16	-0.82	-0.53	-1.33	0.13	2.7102443332407438	2.689009351669499
Cc1ccccc1N=C=O	-0.82	0.09	-0.55	-0.13	-0.82	-0.53	0.2	-0.21	2.6610076909010316	2.6570060407414613
CCOC(=O)C(CC)(CC)C(=O)OCC	-1.33	1.11	-0.55	0.57	-0.82	-0.53	0.68	-0.23	2.7016974770258484	2.716763124238212
O=C1CCCN1	0.1	-0.65	0.03	-0.8	1.21	0.85	0.82	-1.51	2.7144555024904737	2.7184217293891213
CCc1ccc(Cc2ccccc2)cc1	-0.07	1.23	-0.55	0.91	-0.82	-0.53	-1.4	0.98	2.755989128658785	2.7561610867612094
CCc1cc(C)cc(C)c1	1.04	0.04	-0.55	0.05	-0.82	-0.53	-1.02	0.36	2.6596785560245753	2.6596755013911695
CC(C)CC(O)C(C)C	0.27	-0.46	1.46	-0.11	-0.82	0.85	0.19	-0.15	2.634124451552187	2.634681802168399
c1ccc(-c2cccnc2-c2ccccc2)cc1	-1.49	2.06	-0.55	1.55	1.89	-0.53	-1.01	1.34	2.826172021926372	2.8169421937501493
OCC#CCO	0.16	-1.05	2.87	-1.12	-0.82	2.23	0.11	-2.1	2.708548365130561	2.714764237657286
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl	0.12	-0.66	-1.99	-0.67	-0.82	-0.53	0.78	2.07	2.5810959241060507	2.5647549874664057
C=C[Si](C)(OCC)OCC	0.73	0.6	-0.55	0.42	1.25	-0.53	1.85	-0.27	2.6086864575703634	2.625865045029847
CC(Cl)(Cl)[N+](=O)[O-]	0.1	-0.27	1.52	0.39	0.27	-0.53	-0.43	-0.55	2.598407458622196	2.6174658829990314
CCCCCCCC1CCCCC1	0.1	0.37	-0.55	0.29	-0.82	-0.53	0.29	1.67	2.7136165290200505	2.7044223130444145
CC(C)c1ccc2ccccc2c1	-0.86	0.99	0.03	0.71	-0.82	-0.53	-0.97	1.06	2.7334781411151883	2.741409025845725
CC(=O)OC(C)=O	1.45	-1.06	-0.55	-0.5	1.35	-0.53	1.38	-1.39	2.615581849445365	2.6074525164082014
CCOC(C)CC	0.46	-0.75	-0.55	-0.84	0.22	-0.53	-0.37	-0.3	2.5491872461344083	2.549921564719507
C=Cc1c(C)cc(C)cc1C	1.96	0.4	-0.55	0.24	-0.82	-0.53	-0.74	0.61	2.6831821710974526	2.672886363057118
C1CCC2C(C1)CC1CCCCC12	0.29	1.32	-0.55	0.73	-0.82	-0.53	-0.34	1.08	2.7268494135432264	2.727429590614625
C=CCc1ccccc1C	0.21	0.09	-0.55	-0.13	-0.82	-0.53	-0.97	0.27	2.6586313746095143	2.650825858422072
CC(=O)COC(C)=O	-1.09	-0.84	-0.55	-0.34	0.27	-0.53	0.36	-1.36	2.6475296664449806	2.6200235346740715
CCCC(C)CC	0.23	-0.75	-0.55	-0.84	-0.82	-0.53	1.03	0.34	2.5612803142902894	2.5487253790903255
FC(F)(F)F	0.1	-1.6	-0.55	-1.92	-0.82	-0.53	3.49	-0.51	2.1618170401676924	2.269201188188305
CCCC(=O)CCC(C)C	-0.92	-0.44	-0.55	-0.11	1.19	-0.53	-0.77	0.32	2.6543209617036787	2.6539054819517083
CCCCCCCCCc1ccc(O)cc1	-0.08	0.89	1.43	0.91	-0.82	0.85	0.08	1.51	2.7544630110138644	2.756415169254213
Nc1ccc(/C=C/C(=O)O)cc1	-0.7	0.29	1.25	0.47	1.02	3.61	0.84	-0.58	2.746750929077215	2.764152385609283
CCCCCCCCC	0.05	-0.62	-0.55	-0.62	-0.82	-0.53	0.77	0.93	2.627314639600881	2.619500860387415
CCCCCCCCCCCCCCCCCCC	0.08	0.81	-0.55	1.03	-0.82	-0.53	0.54	3.39	2.7803533217983043	2.780167920437286
C=CCNCC=C	0.1	-0.9	0.11	-0.95	1.23	0.85	0.67	-0.85	2.5845008375241108	2.6011530608369813
CC1(C)CCCC(O)C1	0.6	-0.19	1.45	0.13	-0.82	0.85	-0.09	-0.22	2.6610076909010316	2.666683844349192
CCOC(=O)C(C)Cl	0.86	-0.36	-0.66	-0.3	-0.82	-0.53	0.69	-0.7	2.6234043678792496	2.616644727720494
C=Cc1ccc(C)nc1	-0.19	-0.04	-0.55	-0.26	1.04	-0.53	-0.71	-0.16	2.657199318524401	2.663875818362547
C[Si](C)(C)c1ccccc1	0.04	0.46	-0.21	0.93	-0.82	-0.53	0.8	-0.04	2.646060468555641	2.6734165842900297
CCC(C)CC(O)CC	-0.08	-0.34	1.43	-0.39	-0.82	0.85	0.15	-0.06	2.6485063777121614	2.642211578173296
CC1(C)CCCCC1	0.27	-0.33	-0.55	-0.17	-0.82	-0.53	0.5	0.43	2.594116193712011	2.608360576725822
CCCC#CCCCC	-0.28	-0.62	-0.55	-0.62	1.19	-0.53	-0.85	0.44	2.6285421834125686	2.63419037344138
c1ccc(C(c2ccccc2)c2ccccc2)cc1	-1.38	2.17	-0.55	1.72	0.11	-0.53	-1.49	1.63	2.8008201422741443	2.7912917975614597
CC(C)OC(N)=O	0.97	-1.06	-0.55	-0.5	-0.82	2.23	2.2	-1.14	2.6591076791998134	2.6644143858661207
O=C=S	0.1	-1.6	-0.31	-1.42	1.09	-0.53	-0.69	-1.29	2.3485968911765482	2.3971519431856683
NCC1CCCC(CN)C1	0.09	0.15	-0.55	-0.18	-0.82	4.99	1.06	-1.0	2.692979037459632	2.7180315675074627
Cc1ccc(N(CCO)CCO)cc1	-0.43	0.72	3.27	0.59	2.12	2.23	-0.06	-0.95	2.7868578538289523	2.7807054283234787
CSCCC=O	-0.3	-0.88	-0.55	-0.92	0.19	-0.53	-1.84	-0.85	2.6421181336945816	2.629001325890641
COc1ccccc1Oc1ccccc1OC	0.06	1.72	-0.55	1.2	-0.82	-0.53	-0.24	0.76	2.7807852049682986	2.7751243079894805
CCN(C(C)=O)c1ccccc1	0.63	0.45	-0.55	0.29	2.18	-0.53	0.72	-0.15	2.7268494135432264	2.724169180161878
CCC1C=CCCC1	0.28	-0.28	-0.55	-0.55	-0.82	-0.53	-0.31	0.29	2.609754439128856	2.611414923623948
CCCCCC(N)=O	-0.39	-0.8	-0.55	-0.56	0.19	2.23	1.53	-0.78	2.7227572841258656	2.687012298865091
ClC1=CCCCC1	0.1	-0.35	-0.32	-0.44	-0.03	-0.53	-0.73	0.25	2.618727784837913	2.5990601752568554
Cc1ccc(-c2ccc(C)cc2C)c(C)c1	0.3	1.58	-0.55	1.42	-0.82	-0.53	-1.24	1.45	2.7483043403083025	2.755931756685403
NC(=O)C(Cl)Cl	0.1	-0.45	-0.55	-0.26	-0.82	2.23	1.32	-1.27	2.70513642982145	2.6985207803148445
C/C=C/c1ccc(OC)cc1	0.16	0.26	-0.55	-0.01	-0.82	-0.53	-0.51	0.28	2.7059919299146995	2.6888975093144873
CCCCCCCCCC(C)C=O	0.11	0.12	-0.55	0.15	0.11	-0.53	-1.1	1.06	2.6475296664449806	2.6857544352268405
NNc1ccccc1	0.31	-0.28	-0.55	-0.55	0.07	3.61	-0.2	-0.83	2.713196433725248	2.7004154636506543
O=C(F)c1ccccc1	-0.56	-0.28	-0.55	-0.55	-0.82	-0.53	0.21	-0.31	2.631088476365141	2.628112551020883
C#CCC=C	0.2	-1.19	-0.55	-1.28	0.19	-0.53	-0.94	-0.69	2.4992057936633727	2.496568057918834
CCC#CCC	0.37	-1.05	-0.55	-1.12	1.19	-0.53	-1.35	-0.3	2.5491872461344083	2.5461706840944216
FC(Cl)(Br)Br	0.1	-1.6	-0.55	0.79	-0.82	-0.53	2.38	0.19	2.5483279859973176	2.560596182565645
CCC(O)C(Cl)(Cl)Cl	0.1	0.02	1.35	0.88	-0.82	0.85	0.71	-0.1	2.6475296664449806	2.6467006922774816
CC(=O)c1ccc(O)cc1C	2.16	0.32	1.4	0.33	0.05	0.85	-0.25	-0.24	2.7680087693220896	2.7532230342780295
CC(F)(F)Cl	0.1	-1.6	-1.2	-1.42	0.27	-0.53	2.17	-0.29	2.420698202908807	2.435552604958295
CCO[Si](CCCN)(OCC)OCC	-0.62	1.22	-0.55	0.94	3.23	2.23	2.32	-0.57	2.690329006973969	2.7113307392113843
CN1CCCC1=O	0.1	-0.29	-0.55	-0.57	2.31	-0.53	0.58	-1.3	2.676830733600716	2.6798755554502285
FC(Cl)C(Cl)(Cl)Cl	0.1	-0.23	-0.55	0.66	-0.82	-0.53	0.65	0.38	2.5906746805752014	2.6040106875515314
C=CCCCCCCCCCCCCCCCCC	0.1	0.81	-0.55	1.03	-0.82	-0.53	0.25	3.25	2.779704690689162	2.7651649196475874
Cc1cc(C)c(O)cc1C	0.45	0.37	1.44	0.13	-0.82	0.85	0.01	0.02	2.703420357325243	2.694887037989848
CCNCCNCC	-0.2	-0.76	0.84	-0.79	1.23	2.23	0.8	-1.32	2.622369470494735	2.642154373759696
CC(O)C#N	0.1	-1.13	2.83	-1.07	-0.82	0.85	0.02	-1.52	2.6591076791998134	2.6642723026161943
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl	0.51	5.95	-0.52	3.42	1.03	-0.53	-0.88	1.87	2.7657802799618523	2.7715917829095793
CCCNC	0.21	-1.19	0.11	-1.28	-0.82	0.85	0.67	-1.06	2.525239223729745	2.5272528784501453
CCCCCCCCCCCl	0.08	-0.23	-0.55	-0.17	0.1	-0.53	-0.44	1.31	2.6959629862267245	2.6969361783606933
Cc1cccc2cccc(C)c12	1.68	0.88	0.05	0.5	-0.82	-0.53	-1.31	0.74	2.734919783872693	2.725318904625334
CCOC(=O)CCC=O	0.89	-0.55	-0.55	-0.5	0.19	-0.53	0.12	-1.11	2.638638987858345	2.621804611256007
BrC(Br)(Br)Br	0.1	-1.6	-0.55	3.7	-0.82	-0.53	3.49	0.56	2.665252566503482	2.6575098860742705
CC(C)CCS	0.15	-1.02	-0.55	-0.78	-0.82	0.85	-0.06	-0.21	2.5945582800022815	2.6001469427737383
CC(C)CBr	0.1	-0.66	-0.3	-0.88	0.02	-0.53	-0.42	-0.16	2.5613995604420277	2.568850801688034
CCCCF	0.1	-1.31	-0.55	-1.45	-0.82	-0.53	-1.43	-0.34	2.485224400125799	2.4872029365441635
CCCCC(CC)COC(=O)/C=C/C(=O)OCC(CC)CCCC	-1.78	2.05	-0.55	2.19	1.08	-0.53	0.91	1.75	2.75826829674409	2.7585757261823205
O=C1OCCO1	0.1	-0.65	-0.55	-0.8	-0.82	-0.53	1.28	-1.35	2.7169627421024516	2.6645239939731384
OC1CCCCCC1	0.2	-0.37	1.41	-0.47	-0.82	0.85	-0.16	-0.37	2.6610076909010316	2.641100364139569
CCCCCCCCCC(C)=O	0.1	-0.23	-0.55	0.1	0.19	-0.53	-0.8	0.9	2.7029902775892602	2.691232404929764
CCCCC(C)(CC)CC	0.04	0.03	-0.55	-0.22	-0.82	-0.53	1.08	1.08	2.6404317436833487	2.644585320638425
CCc1ccccn1	0.41	-0.28	-0.55	-0.55	1.04	-0.53	-0.77	-0.41	2.6250550912611628	2.6352537233476316
Cc1ccccc1OC(=O)c1ccccc1	-2.37	1.5	-0.55	1.19	-0.82	-0.53	0.64	0.58	2.7650349017956963	2.7633808403716564
CCCCC(C)c1ccccc1	-0.23	0.39	-0.55	0.2	-0.82	-0.53	-0.59	1.07	2.6822804901301343	2.68553066581147
Cc1ccc(C)[nH]1	0.55	-0.48	-0.55	-0.5	0.96	0.85	0.65	-0.42	2.6475296664449806	2.649434928773436
CC(C)CCC(=O)c1ccoc1	-2.18	0.35	-0.55	0.42	0.19	-0.53	-0.75	0.39	2.671311720661767	2.7016590984573114
CN(C)C	0.1	-1.6	-0.55	-1.11	-0.82	-0.53	-0.3	-1.34	2.4409405515396636	2.4964908635885483
ClCCCBr	0.1	-0.89	-0.32	-0.93	0.94	-0.53	-2.34	-0.18	2.6195628664208273	2.618197204461879
BrCCCCCCBr	0.08	-0.36	-0.04	-0.32	0.85	-0.53	-1.42	0.66	2.714874382231572	2.706875625222858
BrCc1ccc(CBr)cc1	-0.06	0.85	-0.14	0.2	0.85	-0.53	-1.89	0.75	2.7144555024904737	2.7090567554592915
COC(=O)c1cc(OC)c(OC)c(OC)c1	-1.17	1.49	-0.55	0.9	-0.82	-0.53	-0.03	-0.5	2.7385030920054088	2.7413143320916644
Cc1cccc(Oc2cccc(C)c2)c1	-0.54	1.13	-0.55	1.13	-0.82	-0.53	-0.09	1.14	2.745972134854524	2.7479991706905875
C=CCN=C=S	0.18	-0.95	-0.07	-1.0	-0.82	-0.53	0.07	-0.64	2.6285421834125686	2.5799786046862505
C1CCC2C(C1)CCC1C3CCCCC3CCC21	0.13	2.6	-0.55	1.78	-0.82	-0.53	-0.35	1.98	2.7966783849176484	2.789904880400169
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C	12.24	8.39	-0.55	13.82	-0.82	-0.53	2.91	3.42	2.763914430374636	2.757850630322726
C[Si](C)(C)CCl	0.1	-0.23	-0.55	0.25	0.04	-0.53	1.07	-0.12	2.570134137138968	2.586335659386966
C1CCC(C(C2CCCCC2)C2CCCCC2)CC1	-1.03	2.17	-0.55	1.72	-0.82	-0.53	-0.12	2.56	2.7771729868397044	2.787705132563755
Clc1cccc2ncccc12	0.52	0.86	-0.16	0.42	1.78	-0.53	-0.86	0.38	2.7235788004625765	2.7234270663850038
CN(C)N	0.1	-1.6	-0.22	-1.11	1.39	2.23	-0.4	-1.81	2.52769433147481	2.5329815290387376
C=Cc1ccccc1OC	0.91	0.19	-0.55	-0.22	0.05	-0.53	-0.46	0.03	2.6722364404445473	2.6657446826577744
Cc1ccc(/N=N/c2ccccc2)cc1	-1.24	1.18	1.24	0.99	-0.82	-0.53	-0.92	1.34	2.7672672093674726	2.7734958565127514
CCCCC(C)(C)O	-0.04	-0.86	1.43	-0.2	-0.82	0.85	0.29	-0.22	2.619249898968967	2.6318069276176663
CC(=O)OCC(COC(C)=O)OC(C)=O	0.23	0.18	-0.55	1.1	2.43	-0.53	0.82	-1.42	2.726034066487064	2.7178178541085454
CCCCNCCO	0.08	-0.76	1.91	-0.79	0.21	2.23	0.25	-1.22	2.67407999402218	2.6671602133134225
C1=COCCO1	0.1	-0.74	-0.55	-0.93	-0.82	-0.53	-0.71	-1.13	2.564961804462294	2.5679614356851044
c1ccc(CC2CCCCN2)cc1	-0.5	0.76	0.22	0.54	0.13	0.85	-0.02	0.05	2.7329162073263795	2.7334163629707926
O=[N+]([O-])C(F)(F)C(F)(F)[N+](=O)[O-]	0.1	-0.84	3.44	-0.34	-0.82	-0.53	0.22	-0.99	2.5206800016343953	2.574465627295445
O=C1CCCCC1=O	0.1	-0.14	-0.55	-0.4	1.19	-0.53	-1.15	-1.01	2.6694563531836693	2.665717650896102
CCOC(=O)Cl	0.1	-1.02	-0.55	-0.67	1.0	-0.53	1.35	-0.57	2.5660248048127206	2.550492419059804
CCS(=O)(=O)CC	0.45	0.05	-0.55	0.1	0.98	-0.53	-0.57	-1.17	2.7169627421024516	2.7124908200345055
COC(=O)CS	0.36	-0.6	-0.55	-0.92	-0.82	0.85	0.56	-1.39	2.624436805027557	2.6207712002879626
O=C1CCC1	0.1	-0.8	-0.55	-0.96	1.19	-0.53	-1.51	-0.98	2.57071802332789	2.580908647619074
CC1CN1	0.1	-1.17	0.12	-1.13	1.15	0.85	0.53	-1.46	2.531670475296586	2.5429875749481123
O=C(O)C1CCC1	0.26	-0.4	1.23	-0.54	-0.82	0.85	0.52	-0.9	2.6657216683873965	2.662612729452284
C=CC(C)C(C)C	0.27	-0.58	-0.55	-0.69	-0.82	-0.53	0.51	0.11	2.548941916664869	2.5559248927781675
CC(=O)c1cccc2ccccc12	-0.08	0.97	-0.08	0.68	0.05	-0.53	-1.25	0.48	2.755989128658785	2.749319115541883
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	0.24	2.95	1.4	1.28	-0.82	0.85	-0.35	1.5	2.765407750790011	2.772740167926592
N#CCc1ccccc1	-0.07	-0.21	1.24	-0.38	-0.82	-0.53	-1.89	-0.34	2.7047080469874434	2.6923382977083032
Cc1cc(C)c2ccccc2c1	0.97	0.79	0.04	0.55	-0.82	-0.53	-1.35	0.74	2.7292863103246043	2.730920644722778
C=CC(=C)CCC=C(C)C	-0.24	-0.35	-0.55	-0.12	-0.82	-0.53	-0.47	0.75	2.643600706192297	2.6460292545156356
CCCCOCCOC(C)=O	-0.28	-0.37	-0.55	-0.07	1.3	-0.53	0.37	-0.58	2.667593025293008	2.662642314524778
O=Cc1ccc(Cl)cc1	0.02	0.12	-0.4	-0.07	0.84	-0.53	-1.57	-0.09	2.687216727711397	2.681412039849315
Nc1cccc(Br)c1	0.28	-0.04	-0.55	0.05	0.77	2.23	0.98	-0.16	2.7194555901325703	2.703600098637481
CCSCCSCC	0.13	-0.24	-0.55	-0.22	0.98	-0.53	-1.07	0.13	2.690329006973969	2.6752844612252855
CCCCC(C)(C)CC	0.04	-0.36	-0.55	-0.22	-0.82	-0.53	1.11	0.84	2.613260260001968	2.624619567072793
CC(C)(C)C(=O)OC(=O)C(C)(C)C	-5.47	0.5	-0.55	1.25	-0.82	-0.53	1.6	-0.09	2.6685256885568625	2.6837789831810985
CCCCC(=O)OC	-0.82	-0.6	-0.55	-0.67	0.19	-0.53	0.66	-0.59	2.6026567360725212	2.6071871493770455
CCSCCO	-0.07	-0.77	1.22	-0.84	0.08	0.85	-0.27	-0.98	2.660058724103915	2.6522209171571993
C1CNCCN1	0.1	-0.74	0.84	-0.93	3.28	2.23	0.49	-1.97	2.622369470494735	2.6371541893706767
CC/C(C)=N/O	0.24	-0.8	1.79	-1.02	-0.82	0.85	-0.67	-0.66	2.62905263772839	2.633570761924723
CC[Si](Cl)(Cl)Cl	0.1	-0.23	-0.55	1.82	-0.82	-0.53	3.09	0.24	2.5724649865921876	2.563319074595087
c1ccc2c(c1)ccc1c3ccccc3ccc21	0.16	2.6	1.17	1.78	-0.82	-0.53	-1.49	1.81	2.8580256078495063	2.836656796730367
CCCCCC(=O)OC	-0.57	-0.45	-0.55	-0.51	0.19	-0.53	0.65	-0.35	2.62598087331167	2.6331251177004105
C=C(C)C(C)C	0.1	-0.83	-0.55	-0.75	-0.82	-0.53	0.27	-0.05	2.5168657614978143	2.53251617064472
CCC(C)(O)CCl	0.1	-0.23	1.4	-0.49	-0.82	0.85	0.08	-0.57	2.6275194713376826	2.6257050423637174
CCC(C)(Cl)CC	0.2	-0.3	-0.55	-0.29	-0.05	-0.53	0.86	0.33	2.59011703478479	2.606520913876972
O=S(=O)(c1ccccc1)c1ccccc1	-1.45	2.21	-0.55	1.74	-0.82	-0.53	-0.49	0.14	2.742057076502348	2.75144509977198
Cc1ccc(OC(=O)c2ccccc2)cc1	-2.11	1.43	-0.55	1.24	-0.82	-0.53	0.62	0.58	2.7702258820173142	2.7604708101782753
Cc1ccccc1O	0.44	-0.14	1.38	-0.4	-0.82	0.85	-0.09	-0.37	2.666658354789331	2.665165743477099
Cc1ccc(N=C=O)cc1N=C=O	-1.45	0.59	-0.55	0.42	-0.82	-0.53	0.38	-0.23	2.7194555901325703	2.7040163948246714
Cc1ccccc1C(=O)O	0.62	0.14	1.3	0.03	-0.82	0.85	0.58	-0.38	2.726034066487064	2.704831915807316
Cc1cccc(N)c1	0.81	-0.34	-0.55	-0.34	0.07	2.23	0.98	-0.45	2.6780173312839834	2.662986659410884
CC1(C)CCCc2ccccc21	0.8	0.87	-0.55	0.67	-0.82	-0.53	-0.72	0.64	2.6938587997009296	2.6994977439778527
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F	0.78	-0.34	-0.55	-0.34	-0.82	-0.53	0.29	1.77	2.574204950786184	2.579259498515062
FC(F)(F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F	0.73	0.52	-0.55	0.08	-0.82	-0.53	-0.11	2.04	2.6150553041797213	2.6379391809484063
CCCCCCC(=O)CC	0.03	-0.31	-0.55	-0.34	1.19	-0.53	-0.78	0.41	2.6657216683873965	2.6637193176793943
COC(=O)C1CCCCC1	-0.21	0.18	-0.55	-0.15	-0.82	-0.53	0.45	-0.35	2.6591076791998134	2.6688053789581674
Cc1cccc2ncccc12	0.7	0.65	-0.28	0.24	1.0	-0.53	-0.82	0.16	2.7290432350485365	2.7194345167833993
N#CCCC#N	0.1	-1.05	2.82	-1.12	1.19	-0.53	-2.24	-0.93	2.7317096095455122	2.7143629279773642
OCC(F)(F)C(F)F	0.1	-1.31	1.08	-1.45	-0.82	0.85	0.32	-0.89	2.5828017176654714	2.5604862528093926
CC1CCc2ccccc21	0.58	0.52	-0.55	0.08	-0.82	-0.53	-1.22	0.28	2.6662839226231023	2.6796341818451963
FC(F)(F)C(F)(Cl)C(Cl)(Cl)C(F)(F)F	0.1	0.06	-1.69	0.6	-0.82	-0.53	1.42	1.2	2.5695494648887034	2.589975587986674
CC#CCCC	0.22	-1.05	-0.55	-1.12	0.19	-0.53	-1.71	-0.3	2.5534582293804493	2.5544359893560156
CCCCC#CCCCC	-0.49	-0.48	-0.55	-0.46	1.19	-0.53	-0.77	0.68	2.6533572544805337	2.6487943638650613
OC1CCCCC1c1ccccc1	-0.3	0.94	1.57	0.58	0.11	0.85	-0.45	0.26	2.6999677346938125	2.7232291651088083
Cc1c(C)c(C)c(C)c(C)c1C	1.85	1.25	-0.55	0.5	-0.82	-0.53	-0.9	0.79	2.7296101992046506	2.722524013545205
CCC/C=C/CC=O	-0.02	-0.76	-0.55	-0.79	0.19	-0.53	-1.46	-0.23	2.6275194713376826	2.620063038194719
C=CCC(C)CCC	0.23	-0.7	-0.55	-0.66	-0.82	-0.53	0.29	0.45	2.5865310452660277	2.5743941359550395
Nc1cccc2ccccc12	0.76	0.65	-0.04	0.24	0.92	2.23	0.66	0.08	2.7588740602204243	2.7558470738425465
CC(=O)OC(C)CC(C)C	0.33	-0.6	-0.55	0.13	0.27	-0.53	0.9	-0.19	2.6239208932516296	2.6049100730238797
OCCOCCO	0.32	-0.9	2.94	-0.95	-0.82	2.23	-0.24	-2.09	2.7151255162874732	2.722942964849307
CCCCN=C=O	-0.72	-0.9	-0.55	-0.95	-0.82	-0.53	0.52	-0.74	2.588999590499436	2.5710071709835463
COCCOCCOC	0.11	-0.62	-0.55	-0.62	1.41	-0.53	-0.77	-1.26	2.638638987858345	2.6206896121428027
C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C	1.31	1.89	-0.55	2.25	0.93	-0.53	0.43	-0.64	2.692979037459632	2.7100944504565403
C#CCCCC	-0.04	-1.05	-0.55	-1.12	0.19	-0.53	-1.04	-0.3	2.5371261890881667	2.5451234740385345
c1ccc2ocnc2c1	0.48	0.24	-0.55	-0.17	-0.82	-0.53	-0.1	-0.29	2.6586313746095143	2.647187786407974
CCCCOC(=O)C(C)O	-0.65	-0.22	1.32	-0.18	-0.82	0.85	0.65	-1.0	2.661954588653016	2.6738598085458727
COC(=O)c1cccc(I)c1	-0.07	0.81	-0.55	0.72	-0.26	-0.53	0.44	-0.13	2.7404811172953423	2.7411472643958095
CCCCC(C)=O	-0.2	-0.95	-0.55	-0.73	0.19	-0.53	-0.99	-0.33	2.6028735310261824	2.588709298278301
CCCCSCCCC	-0.07	-0.33	-0.55	-0.37	-0.82	-0.53	-0.36	0.65	2.6610076909010316	2.646219768129588
C[C@@H]1CCC[C@@H](O)C1	0.39	-0.34	1.41	-0.34	-0.82	0.85	-0.15	-0.46	2.643600706192297	2.6417695280123525
COc1ccc(COC(=O)Cc2ccccc2)cc1	-0.74	1.88	-0.55	1.7	-0.82	-0.53	-0.03	0.44	2.808312273973992	2.7783779817487595
Cc1cccc(C)c1C	0.86	0.19	-0.55	-0.16	-0.82	-0.53	-1.25	0.2	2.6524880857810116	2.6570445724170617
C/C=C(/C)C(C)C	0.36	-0.58	-0.55	-0.69	-0.82	-0.53	-0.0	0.2	2.560564148979884	2.5687267749623217
CCC(C)C(C)C(C)(C)C	0.51	0.04	-0.55	0.21	-0.82	-0.53	1.29	0.9	2.6336199272367296	2.6379910374997553
