SMILES	SLogP	EEig02d	VSA_EState2	ATSC8dv	FPSA4	VSA_EState9	ATSC8c	ATSC8se	F08(O-O)	H-051	observed	predicted
CCCCOCCNc1ccc(Cl)cc1C(N)=O	0.34	-0.62	-0.16	-0.35	-0.03	-0.18	-0.47	0.41	-0.28	-0.63	2.99	2.971167577900886
Brc1cc(Br)cc(Br)c1	1.15	-0.26	-1.07	0.19	-2.53	-0.18	-0.01	0.12	-0.28	-0.63	4.51	4.318608944802101
CC(O)CC(F)(F)F	-0.49	-0.77	-1.07	0.19	-0.22	-0.18	-0.01	0.12	-0.28	-0.63	0.71	1.4211632098891305
CCN(CC)CCNC(=O)c1cc(Br)ccc1OC	0.25	-0.06	0.09	-1.33	-0.22	0.64	0.01	-0.47	-0.28	-0.63	3.2	2.8334835521176447
CN(C)CCCc1ccccc1	0.04	-1.34	-0.89	-0.08	-1.18	2.05	-0.09	0.08	-0.28	-0.63	2.73	2.4683569063745474
C=CCOc1ccc(CC(=O)O)cc1Cl	0.25	0.15	-0.23	0.32	0.16	-0.18	-0.98	0.32	-0.28	0.51	2.48	2.2785308953983434
O=[N+]([O-])c1cncn1CCN1CCOCC1	-1.23	-0.9	0.24	-1.41	0.93	-0.18	-1.04	-1.44	-0.28	-0.63	0.07	0.02539329092728461
O=C(CN1CCCCC1)Nc1cccc(Br)c1	0.47	0.1	0.06	-0.4	-0.7	-0.18	0.01	0.27	-0.28	0.51	3.62	2.9576252227159494
CN(C)CC1CCC(CSCCNc2ncc(Cc3cccc4c3OCO4)c(=O)[nH]2)O1	0.14	0.82	0.69	0.95	0.45	2.01	0.27	0.42	-0.28	-0.63	2.78	2.2356943197918757
COc1ncnc2c1ncn2C1OC(COC(=O)c2ccccc2)C(O)C1OC(=O)c1ccccc1	0.03	1.02	1.98	0.48	1.12	0.59	-2.27	-1.37	0.63	-0.63	3.39	2.3965082977216943
C=C(CC(Cl)(Cl)Cl)c1ccccc1	1.45	0.04	-1.07	0.26	-1.76	-0.18	-0.1	-0.27	-0.28	-0.63	4.56	4.638665923022341
Nc1nc2nc[nH]c2c(=S)[nH]1	-0.94	-0.22	0.01	0.19	1.89	-0.18	-0.01	0.12	-0.28	-0.63	-0.07	0.39257083574982987
CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O	-0.23	0.98	3.2	-0.94	1.31	0.52	0.56	1.25	6.11	1.65	2.56	2.093374464017798
CC12CCC(=O)C=C1C1(CC1)CC1C2CCC2(C)C1CCC21CCC(=O)O1	1.77	1.16	0.89	0.91	-1.18	-0.18	-0.9	-0.59	-0.28	2.22	3.15	3.847769978383061
COc1ccc2c(c1)CCN(C)C2	-0.27	-0.68	-0.88	-0.04	-0.32	1.86	-0.47	-0.21	-0.28	-0.63	2.32	1.7941684893942296
O=[N+]([O-])c1ccc(C(F)(F)F)cc1	0.31	1.14	-0.32	0.19	-0.99	-0.18	-0.01	0.12	-0.28	-0.63	2.55	2.6353106413256167
COc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1	0.14	1.04	-0.09	0.27	-0.41	-1.28	0.7	1.23	1.55	0.51	2.18	2.1330414357281744
CCCCCCCCOP(C)(=O)OCCCCCCCC	2.75	-0.89	-1.07	-0.18	-0.7	-1.67	0.09	-0.39	-0.28	-0.63	6.13	5.932744725806165
Cc1ccc(-c2ccccc2Cl)c(Cl)c1	1.76	0.01	-1.07	0.29	-1.76	-0.18	-0.05	-0.1	-0.28	-0.63	5.0	5.291548842315139
CCC(C)c1ccc(C(C)C(=O)O)cc1	0.78	-0.06	-0.2	-0.25	-0.41	-0.18	0.35	0.05	-0.28	-0.06	3.97	3.5516777143662397
C=CCN1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC	-0.48	-0.13	0.13	-1.03	0.07	0.63	0.28	-0.25	-0.28	-0.63	1.79	1.6015860117233962
Cn1cc([N+](=O)[O-])nc1Cl	-0.7	-0.37	-0.03	0.19	-0.13	0.65	-0.01	0.12	-0.28	-0.63	0.19	0.9459976611842513
N#Cc1cccc(C=O)c1	-0.46	-0.18	-0.25	0.19	-0.89	-0.18	-0.01	0.12	-0.28	-0.63	1.18	1.4960678641016913
CCC1=Nc2ccc(Cl)cc2S(=O)(=O)N1	-0.03	-0.04	-0.72	0.67	-0.89	-2.02	0.05	0.18	-0.28	0.51	1.62	1.4710154808594962
Cn1cc[n+](Cc2cccc([N+](=O)[O-])c2)c1/C=N/O	-0.64	-0.44	-0.24	0.55	2.08	0.78	-0.65	0.04	-0.28	-0.06	-1.62	-0.6919406280025039
c1ccc2cc3sccc3cc2c1	1.2	0.36	-1.07	0.44	-1.76	-0.18	0.06	0.15	-0.28	-0.63	4.5	4.369846516785616
CC(OP(C)(C)=O)C(C)(C)C	0.53	0.55	-1.07	0.19	-0.8	-1.4	-0.01	0.12	-0.28	-0.63	1.08	2.3404292996052036
Nc1ccc2nc3ccccc3cc2c1	0.53	-0.06	-0.7	0.36	-0.61	-0.18	-0.15	0.09	-0.28	-0.63	2.62	2.9491736822396177
CC(C)(C)NCC(O)COC1CCCc2ccccc21	0.44	0.15	-1.07	-0.41	-0.41	-0.18	-0.12	-0.28	-0.28	-0.63	3.55	3.106366885158861
NC(=O)c1ccc(O)cc1	-1.01	-0.42	-0.23	0.41	0.74	-0.18	0.49	0.22	-0.28	-0.63	0.33	0.3960984413119774
N#Cc1cccc(CC(=O)O)c1	-0.58	0.23	-0.24	0.18	-0.13	-0.18	-0.22	0.08	-0.28	0.51	1.18	0.9822321965513846
O=C(O)c1cc(Cl)ccc1Cl	0.35	-0.05	-0.23	0.19	-0.99	-0.18	-0.01	0.12	-0.28	-0.63	2.82	2.7540055507553416
CC(=O)Nc1cc(Cl)ccc1C	0.3	0.06	-0.2	0.38	-0.89	-0.18	0.02	0.21	-0.28	1.08	1.82	2.395414968168962
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1	-0.02	0.11	-0.01	-0.36	0.35	2.73	0.34	0.19	-0.28	-0.63	2.56	2.48413565746504
Cc1ccc(C(=O)CS(=O)(=O)c2ccc(C)cc2)cc1	0.52	1.05	-0.08	0.55	-0.99	-2.07	0.32	0.47	-0.28	0.51	3.3	2.5075351104489054
O=C1CC(Sc2ccccc2)N1	-0.31	1.59	-0.12	0.09	-0.51	-0.18	0.05	-0.1	-0.28	0.51	1.58	1.56357446309021
CCCCS(=O)c1sc(C#N)cc1C#N	0.17	3.0	-1.03	-1.08	-1.09	-0.78	0.07	-0.08	-0.28	-0.63	2.64	2.6615495353767713
CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O	-0.47	0.28	2.13	0.01	0.64	-0.18	1.01	0.49	1.55	1.08	-1.0	0.009596249873948637
O=P1(NCCCl)OCCCN1CCCl	-0.15	-1.28	-1.07	0.57	-0.61	-1.68	-0.02	0.08	-0.28	-0.63	0.86	1.3945721676123917
CC(=O)Nc1cccs1	-0.26	0.82	-0.23	0.19	-0.22	-0.18	-0.01	0.12	-0.28	1.08	1.1	1.4606571625345368
CNc1cc2ccccc2[nH]1	0.06	-1.21	-0.81	0.58	0.16	0.82	0.08	0.21	-0.28	-0.63	1.72	2.0848465819047006
COc1ncc(-c2ccncc2)cc1C#N	-0.06	-0.04	-0.42	-0.19	0.26	0.61	0.34	0.22	-0.28	-0.63	2.02	2.216327900839257
Cc1nc[nH]c1CSCCNc1ncc(Cc2ccc3c(c2)OCO3)c(=O)[nH]1	0.21	0.82	1.09	1.34	0.93	-0.18	1.03	1.57	0.63	2.22	2.11	1.95892976437726
CSCOC(=O)c1ccccc1OC(C)=O	-0.02	1.05	0.74	-0.15	0.55	-0.18	-0.21	-0.12	-0.28	1.08	1.94	1.7019129420278465
O=C(O)Cc1ccc(C2CCCC2)cc1	0.53	-0.08	-0.22	0.04	-0.32	-0.18	0.24	0.06	-0.28	0.51	3.44	2.910322675774334
Cc1ncc(CO)c(/C=N/NC(=O)c2ccc(N)cc2)c1O	-0.73	0.57	0.2	-0.01	0.93	-0.18	1.27	0.75	0.63	1.08	1.19	1.0612861602849755
CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O	0.41	0.97	-0.08	-1.96	-0.61	-0.18	0.2	-1.38	-0.28	-0.63	3.4	3.415819253415832
CCC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C	0.99	0.97	0.96	-1.09	-0.13	-0.18	2.38	0.77	-0.28	0.51	2.79	3.446787710320676
O=C(Cn1ccnc1[N+](=O)[O-])NCCCO	-1.75	-0.0	0.92	-0.79	1.51	-0.18	-1.16	-0.89	-0.28	0.51	-1.27	-0.7361893290699596
CCC(C)NC(=O)/C=C(\F)c1ccccc1	0.49	-0.03	-0.15	-1.4	-0.51	-0.18	-0.27	-0.56	-0.28	-0.06	3.1	3.3516762442401373
O=C1C(Nc2ccccc2)=C(S(=O)(=O)c2ccccc2)C(=O)c2ccccc21	1.08	2.22	1.0	-3.02	-0.61	-2.4	-0.47	-1.42	-0.28	-0.63	3.38	3.5655917520957634
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC	-0.59	0.81	0.1	-2.56	0.16	-1.2	-0.78	-1.95	-0.28	-0.63	0.9	1.2683389935928733
Cn1cnc([N+](=O)[O-])c1	-1.11	-0.79	-0.03	0.19	1.22	0.7	-0.01	0.12	-0.28	-0.63	-0.44	0.1959160984261692
COC(=O)C(C)NC(C)=O	-1.51	-1.48	0.62	0.78	1.6	0.49	0.1	0.56	-0.28	1.65	-0.57	-0.5537713888880993
CSCCC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O	-0.95	0.33	0.79	-0.15	0.64	-0.18	1.76	1.1	1.55	0.51	-2.03	-0.511784314259431
CC(=O)Nc1ncc([N+](=O)[O-])s1	-0.69	0.82	0.84	-1.2	0.64	-0.18	-0.29	-1.36	-0.28	1.08	1.3	0.9835608819660971
CC1(C)N=C(N)N=C(N)N1c1ccc(C(F)(F)F)cc1	-0.14	0.7	-0.3	0.87	0.16	-0.18	3.47	3.16	-0.28	-0.63	1.22	1.5532480296978954
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1	1.03	-0.15	-0.08	1.33	-0.89	-0.18	0.26	0.69	-0.28	-0.63	4.74	3.8978344903233673
O=Ic1ccccc1	0.03	-1.32	-1.07	0.19	-0.7	-0.18	-0.01	0.12	-0.28	-0.63	-1.61	2.377105299749648
c1ccc(-c2ccc3ccccc3[nH+]2)cc1	0.74	-0.01	-0.79	0.09	0.83	-0.18	0.03	0.13	-0.28	-0.63	0.58	2.5107865614742026
COC(=O)C1CC2=CC(=O)CCC2(C)C2(C)CCC3C(CCC34CCC(=O)O4)C12	1.16	1.26	1.92	0.13	-0.51	0.6	-2.02	-0.87	-0.28	2.79	1.94	3.2335711690157503
NC(=O)Cn1ccnc1[N+](=O)[O-]	-1.76	-0.01	0.81	0.19	1.7	-0.18	-0.01	0.12	-0.28	0.51	-1.22	-0.9796418595489428
Nc1c(Cl)cccc1Cl	0.28	-0.9	-1.07	0.19	-0.89	-0.18	-0.01	0.12	-0.28	-0.63	2.76	2.7652832220694123
NS(=O)(=O)c1nc2ccccc2s1	-0.73	1.53	-0.75	0.69	-0.7	-2.11	0.17	0.4	-0.28	-0.63	1.33	1.2417570765371726
O=S(=O)(c1ccccc1)c1ccccc1	0.25	1.59	-1.01	0.59	-1.09	-1.94	0.02	0.38	-0.28	-0.63	2.4	2.312431908781363
CCOC(=O)CCC(C)n1nc2ccccc2n1	0.13	0.39	-0.02	1.19	-0.22	-0.18	0.28	0.23	-0.28	0.51	3.05	2.2966898018430033
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I	-2.32	0.87	2.12	-1.9	0.74	-0.18	0.51	-1.08	1.55	1.08	-3.05	-2.103578529133009
O=C(Cn1ccnc1[N+](=O)[O-])NCC(O)CO	-2.39	-0.0	0.91	-0.47	1.99	-0.18	-1.16	-0.6	-0.28	0.51	-1.85	-1.3887951107631262
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl	4.4	0.6	-1.07	0.32	-2.62	-0.18	0.06	0.62	-0.28	-0.63	9.14	8.039344120820786
CCNC(=O)Cn1cccc(O)c1=O	-1.5	0.03	0.73	-0.52	1.41	-0.18	0.2	-0.34	-0.28	0.51	-0.74	-0.19114684757966677
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2	-0.21	0.86	1.34	0.4	0.64	0.66	-1.24	-0.18	-0.28	0.51	1.0	1.5511625842156713
c1cc2cc3ccc4c(c3nc2c2c1NCOC2)COCN4	0.66	0.42	-0.67	-0.46	0.55	-0.18	2.23	0.87	0.63	-0.63	2.17	2.7423947127907606
CC1(C)C2CCC(CN)C1C2	-0.06	-0.3	-1.07	0.19	-0.99	-0.18	-0.01	0.12	-0.28	-0.63	2.05	2.3493582319834325
Clc1ccc(Cn2cncn2)cc1	-0.09	-0.82	-0.76	0.24	-0.61	-0.18	0.08	0.32	-0.28	-0.63	1.84	2.038812103854549
CCOC(=O)Cn1ccnc1[N+](=O)[O-]	-1.09	-0.0	0.88	-0.93	1.51	-0.18	-0.36	-0.89	-0.28	0.51	0.33	0.07963205070350006
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21	-0.9	0.69	1.31	-0.1	1.22	-0.18	1.15	0.09	-0.28	-0.63	-0.2	0.3491812833122469
CC(=O)NNC(=O)Nc1cccc(Br)c1	-0.31	0.11	0.68	-0.12	0.07	-0.18	-0.28	-0.28	-0.28	1.08	1.48	1.4145768032906245
c1ccc2c(c1)CCc1ccccc1-2	0.82	-0.38	-1.07	0.34	-1.47	-0.18	0.03	0.13	-0.28	-0.63	4.52	4.215470529417258
Cc1nc2c3c(c(C(=O)NC4CCC4)cn2c1C)CCC(c1ccccc1)O3	1.35	0.45	0.36	-1.41	-0.22	-0.18	0.14	-0.74	-0.28	2.79	4.5	4.207237493314842
CCCN1CCOC2c3cc(O)ccc3OCC21	-0.11	-0.49	-0.87	-0.53	0.55	-0.18	0.19	-0.13	-0.28	-0.63	1.97	2.019926182558513
Clc1ccccc1N1CCN(CCn2nc3ccccc3n2)CC1	0.49	-0.05	-0.53	-0.08	-0.7	-0.18	-0.68	-0.08	-0.28	-0.63	4.0	3.036132264346094
OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(F)cc1	0.6	0.12	-0.75	0.5	-0.41	-0.18	-0.06	-0.88	-0.28	-0.63	2.95	3.132403820549743
CN(C)C(=O)OCc1ccc(OC(=O)N(C)C)cc1	-0.11	0.13	0.96	1.8	1.12	3.22	3.32	2.91	1.55	-0.63	1.59	1.6264977098873317
CCOP(=S)(OCC)SCCS(=O)CC	0.41	1.08	-1.07	-0.57	-0.7	-0.57	-0.33	-1.06	-0.28	-0.63	1.73	2.6499649924590467
CN1CCOC(O)(c2ccc(Br)cc2)C1	-0.35	0.03	-0.9	0.46	-0.51	0.86	0.12	0.26	-0.28	-0.63	1.57	1.6311278855319873
COCCOCCOc1ccc(OCCOCCOC)cc1	-0.22	-0.69	-1.07	0.25	1.03	1.56	1.57	0.77	1.55	-0.63	0.76	1.5630491075854154
CCCCN(C)N=O	-0.45	-1.78	-0.29	0.19	-0.89	0.71	-0.01	0.12	-0.28	-0.63	1.08	1.4023991409505399
CC(=O)OCN1C(=O)C=C(C)C1=O	-1.42	0.92	1.63	0.42	1.31	-0.18	-0.09	-0.09	-0.28	1.65	0.45	-0.0892353359993192
Cc1nccnn1	-1.2	-1.43	-0.76	0.19	-0.22	-0.18	-0.01	0.12	-0.28	1.08	-1.31	-0.273797567998378
CC1CCCc2ncc(C(N)=O)c(=O)n21	-1.16	-0.35	1.11	0.9	0.83	-0.18	0.08	0.17	-0.28	0.51	0.04	0.0005985447433393385
Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1	3.19	0.28	-1.07	0.35	-2.43	-0.18	0.09	0.61	-0.28	-0.63	7.12	7.1185115982134075
CC1=Nc2ccc(C)cc2S(=O)(=O)N1	-0.48	0.01	-0.72	0.47	-0.51	-1.97	-0.03	0.19	-0.28	1.08	0.81	0.9087087107550487
O=[N+]([O-])c1c[nH]cn1	-1.11	-1.11	0.14	0.19	1.6	-0.18	-0.01	0.12	-0.28	-0.63	-0.11	0.12210888466022887
CC(=O)CCCc1ccccc1	0.3	-0.44	-0.21	0.04	-1.18	-0.18	-0.05	0.01	-0.28	2.22	2.42	2.450066097742025
c1nc(N2CCCC2)c2nc[nH]c2n1	-0.72	-1.04	0.37	0.9	1.51	-0.18	0.16	0.36	-0.28	-0.63	1.68	1.2896429167974652
O=C(O)Cc1ccccc1Nc1ccccc1	0.58	-0.3	-0.2	0.3	-0.13	-0.18	0.1	-0.15	-0.28	0.51	3.49	3.100680436965778
CN(C)C(=O)OCc1ccccc1	-0.15	-0.49	-0.07	0.14	0.64	1.57	-0.18	0.25	-0.28	-0.63	2.16	1.8354325570626315
N#CNc1ccccc1	-0.33	-0.67	-1.07	0.19	-0.51	-0.18	-0.01	0.12	-0.28	-0.63	1.87	1.7471139756421141
COC(=O)/C(C#N)=N\Nc1ccc(C(F)(F)F)cc1[N+](=O)[O-]	-0.03	1.0	0.61	0.46	0.07	0.34	2.36	0.56	3.37	-0.63	3.44	2.361073107625186
CCCc1nnc(N)o1	-0.94	-1.22	-1.07	0.61	0.74	-0.18	0.11	0.36	-0.28	0.51	0.23	-0.19189770835105513
C[N+](C)(C)Cc1cccc(Cl)c1	0.26	-0.15	-1.07	0.43	1.03	3.25	0.05	0.23	-0.28	-0.63	-1.81	-1.4768782816146846
CC1=C2C3OC(=O)C(C)C3C(O)C(O)C2(C)C=CC1=O	-1.09	0.93	0.84	1.22	-0.03	-0.18	-0.37	0.29	-0.28	0.51	-0.7	0.6706137282766118
CCNc1nc(Cl)nc(NCC2CC2)n1	-0.21	-0.09	-0.09	-0.18	0.16	-0.18	-0.31	-0.67	-0.28	-0.63	2.85	1.965231956251655
CCOC(=O)C(CC)(CC)C(=O)NC(N)=O	-0.97	0.15	1.68	1.39	1.03	-0.18	0.3	0.97	-0.28	-0.63	1.45	0.9459004643399709
COCC1=Nc2cc(Cl)ccc2S(=O)(=O)N1	-0.5	0.0	-0.73	0.28	-0.32	-1.28	-0.05	0.48	-0.28	0.51	1.12	0.8836681331304962
O=[N+]([O-])c1nonc1-c1ccccc1	-0.29	1.25	-0.27	-0.28	-0.61	-0.18	-0.26	-0.35	-0.28	-0.63	2.63	1.9002125452504504
CCCCCNc1nc(NCC)nc(SC(F)F)n1	0.68	0.86	-0.1	-2.42	0.26	-0.18	-0.12	-2.2	-0.28	-0.63	4.71	3.6519327982216483
Cc1cccc(C)n1	-0.26	-0.73	-0.73	0.19	-1.18	-0.18	-0.01	0.12	-0.28	2.79	1.68	1.3713213309205863
C=CCN(N=O)C(=O)N(CCC)CCCCC(NC(C)=O)C(=O)NCc1ccccc1	0.53	0.05	2.88	1.77	-0.13	-0.18	-0.09	0.84	-0.28	1.65	2.11	2.406953220387763
Clc1ncnc2sccc12	0.14	0.04	-0.36	0.19	-1.09	-0.18	-0.01	0.12	-0.28	-0.63	1.79	2.524988055521037
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1	-2.53	-0.22	0.68	-1.09	2.47	-0.18	-2.55	-0.76	-0.28	-0.63	-1.66	-1.7930382039706187
c1ccsc1	-0.23	-2.08	-1.07	0.19	-1.66	-0.18	-0.01	0.12	-0.28	-0.63	1.81	1.9383559851377514
CCCCCCCC/C=C/CCCCCCCC(=O)O	2.47	-0.87	-0.24	0.1	-0.61	-0.18	-0.14	0.03	-0.28	0.51	7.64	6.464505982356671
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(F)(F)F)NS2(=O)=O	-0.95	1.6	-1.18	0.15	-1.28	-4.88	-1.67	-0.03	-0.28	-0.63	0.49	-0.32190666859914846
Cn1cnc([N+](=O)[O-])c1S(=O)(=O)Oc1ccccc1	-0.63	0.3	0.0	0.11	0.35	-1.75	0.05	-0.28	-0.28	-0.63	1.08	0.8103217245127872
Clc1cccc(N2CCNCC2)c1	-0.23	-1.01	-0.88	0.31	-0.7	-0.18	-0.1	0.05	-0.28	-0.63	2.11	1.7393300997823942
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1	1.31	0.83	-0.97	0.2	-0.51	-1.92	0.39	1.08	-0.28	-0.63	3.23	3.5496351640331834
CCCc1ssc(=S)c1C	1.04	2.04	-0.95	0.19	-2.05	1.7	-0.01	0.12	-0.28	0.51	3.42	3.2281862740830762
NC(=O)CCl	-1.49	-3.19	-0.31	0.19	0.55	-0.18	-0.01	0.12	-0.28	0.51	-0.53	-0.6804819168811872
COc1ccc(CC#N)cc1OC	-0.22	-0.75	-1.07	-0.04	0.64	1.49	-0.14	0.09	-0.28	0.51	1.15	1.214600066422145
CC1(C(=O)Nc2ccc(Cl)c(Cl)c2)CC1	1.0	0.19	-0.13	0.32	-1.38	-0.18	0.09	-0.57	-0.28	-0.63	3.63	3.98327252838373
O=C(CBr)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1	-1.0	0.03	0.63	-0.11	-0.03	-0.18	0.11	-0.57	-0.28	0.51	0.66	0.3059506890806332
CCCCCCNC(=O)CNC(=O)C=[N+]=[N-]	-1.25	0.03	0.9	-0.83	0.83	-0.18	-0.2	-0.54	-0.28	1.08	1.51	-0.001576470293102307
NC(=O)CCCCc1ccccn1	-0.52	-0.43	0.11	0.14	-0.03	-0.18	-0.46	-0.06	-0.28	1.65	0.38	0.9566705479355961
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O	-0.31	0.91	0.92	1.45	0.64	-0.18	-0.04	0.48	-0.28	-0.63	3.0	1.9711066756828826
C/C=C(\C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O	-1.44	1.57	3.31	1.36	1.22	0.99	4.03	5.3	21.62	1.08	1.09	-0.007963128120020618
c1ccc(C2CCNCC2)cc1	0.02	-0.9	-1.07	0.27	-0.99	-0.18	-0.02	0.11	-0.28	-0.63	2.39	2.2686225936710827
Nc1nnnn1-c1ccccc1	-1.16	-0.73	-1.07	0.45	-0.7	-0.18	0.1	0.21	-0.28	-0.63	0.69	0.455199795807875
O=[N+]([O-])c1ccc(-c2ccccc2)cc1	0.71	0.32	-0.26	-0.42	-1.09	-0.18	0.14	-0.75	-0.28	-0.63	3.82	3.575870214382949
CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C	1.93	2.04	1.13	-5.44	-1.09	-0.18	-0.7	-9.57	-0.28	-0.06	4.75	4.982648650880267
CCCCCc1ccc(CC(=O)O)cc1	0.57	-0.25	-0.22	-0.28	-0.41	-0.18	-0.11	-0.13	-0.28	0.51	3.75	3.2106785395480633
CC(C(=O)O)c1ccc(-c2nccs2)c([N+](=O)[O-])c1	0.49	0.36	0.99	-0.47	0.16	-0.18	0.83	0.24	-0.28	-0.06	2.06	2.7024661909396115
C1CC1	-0.59	-4.53	-1.07	0.19	-1.66	-0.18	-0.01	0.12	-0.28	-0.63	1.72	1.2107483091578186
CC(=O)c1csc2ccccc12	0.61	1.24	-0.17	0.44	-1.28	-0.18	0.02	0.18	-0.28	1.08	2.78	2.890838589114186
CN(C)C(=S)NCc1ccccc1	-0.31	-0.51	-0.92	0.01	-0.41	1.86	-0.14	0.12	-0.28	-0.63	1.59	1.7825147337835223
COCCOCCOC	-1.13	-1.5	-1.07	-0.19	1.03	1.56	-0.46	-0.43	-0.28	-0.63	-0.36	-0.18773590644163943
Nc1nnnn1-c1cc(Cl)c(Cl)cc1Cl	0.05	-0.36	-1.07	0.42	-1.66	-0.18	-0.15	-0.25	-0.28	-0.63	2.3	2.6431730669781373
COC(=O)N(C)SN(C)C(=O)O/N=C(\SC)C(=O)N(C)C	-0.64	0.8	2.19	-1.88	1.41	3.59	-0.88	-2.8	-0.28	-0.63	-0.07	0.4576089985274393
Cc1ccc(C)c(NCc2cnc3nc(N)nc(N)c3c2C)c1	0.37	0.25	-0.06	0.15	0.35	-0.18	1.4	0.23	-0.28	-0.63	2.29	2.605348798637825
c1cn(C23CC4CC(CC(C4)C2)C3)cn1	0.42	-0.54	-0.73	0.43	-0.61	-0.18	0.07	0.17	-0.28	-0.63	2.9	2.9149937067371434
O=C1CC(Sc2ccccc2C(=O)OCc2ccccc2)N1	0.53	1.6	0.87	0.42	-0.03	-0.18	1.12	1.32	1.55	0.51	2.62	2.610366734373514
COc1cccc2cccnc12	0.08	-0.76	-0.73	0.45	0.16	0.69	0.06	0.19	-0.28	-0.63	1.84	2.1732133287045254
OCCCCNc1ncnc2[nH]cnc12	-0.98	-1.11	0.16	-0.18	1.7	-0.18	-0.31	0.12	-0.28	-0.63	0.32	0.3533682188846707
CC(=O)c1cccc(OCC(=O)O)c1	-0.47	0.24	0.64	0.62	0.45	-0.18	1.44	1.41	1.55	2.22	0.98	0.7357797235276305
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1	3.19	0.33	-1.07	0.33	-2.43	-0.18	-0.11	-0.29	-0.28	-0.63	7.25	7.000889067667368
O=C(O)CSC1=NS(=O)(=O)c2cc(Cl)cc(Cl)c2N1	0.1	3.34	-0.24	-0.13	-0.99	-2.26	0.49	0.68	-0.28	0.51	1.09	1.8232446387478534
FC(F)F	-0.58	-5.16	-1.07	0.19	-1.28	-0.18	-0.01	0.12	-0.28	-0.63	0.64	1.3755936340835455
CN(CCCl)CCCl	-0.45	-1.93	-0.9	0.19	-1.38	0.88	-0.01	0.12	-0.28	-0.63	0.91	1.575525690210846
COc1cc(S(C)=O)ccc1-c1nc2cnncc2[nH]1	-0.22	0.47	-0.4	0.25	0.55	0.1	-0.68	-0.35	-0.28	-0.63	0.39	1.55466944943095
CC1(C)C2Cc3ssc(=S)c3C1C2	1.3	2.01	-0.94	0.19	-2.14	1.79	-0.01	0.12	-0.28	0.51	3.7	3.7771077426497004
COC(=O)/C=C/Cn1cc([N+](=O)[O-])nc1C	-0.8	0.0	0.89	-1.2	0.93	0.49	-1.3	-1.04	-0.28	1.65	0.16	0.6297676884071892
Nc1cccc(Br)c1	-0.06	-1.3	-1.07	0.19	-0.99	-0.18	-0.01	0.12	-0.28	-0.63	2.1	2.3202170520794265
CNC(=O)O/N=C1/COCCS1	-1.05	0.47	0.14	-0.13	1.22	0.6	-0.39	-0.38	-0.28	0.51	0.0	0.3293986794670365
CN(C)C(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-]	-0.68	0.02	1.78	-1.55	0.74	1.36	-0.41	-1.79	-0.28	-0.63	0.63	1.3215769938713626
CC(C)c1cc(C(C)C)cc(C2C(=O)c3ccccc3C2=O)c1	1.84	0.5	0.99	-4.14	-1.09	-0.18	-0.64	-2.11	-0.28	-0.06	5.96	5.4183840222840205
Clc1cc(Oc2c(Cl)ccc(Cl)c2Cl)cc(Cl)c1Cl	3.26	0.44	-1.07	0.42	-1.95	-0.18	0.17	0.81	-0.28	-0.63	6.65	7.056698779015748
CC(C)C12CCC(C)(CC1)O2	0.39	0.47	-1.07	0.19	-1.28	-0.18	-0.01	0.12	-0.28	-0.63	2.97	3.113091945454828
CC(=O)NNC(=O)c1ccccc1N(C)C	-0.98	0.73	0.88	-0.68	0.93	1.77	0.44	-0.09	-0.28	1.08	1.49	0.635687961168847
