SMILES	C-017	H-046	H-050	AATSC1dv	MATS4s	GATS3d	BELd0	nR_3_True_False_None_False	H6m	R7p	RDF030m	JGI2	JGI3	B02[N-O]	PNSA4	observed	predicted
O=c1[nH]cc(C2OC(CO)C(O)C2O)c(=O)[nH]1	-0.249321075795678	-0.748108420058645	0.9456662148857123	-1.2659526334617426	0.3536837653023635	-0.20165656352144856	-0.664761929233847	-1.0494148809851351	-0.3667808763148384	-0.7243545410918724	-0.9342609921265946	0.3416968801110876	1.1023904324527312	1.6839765812206853	-0.7325724301768886	0	0
Cc1ccsc1-c1ccc(C(C)C(=O)O)cc1	-0.249321075795678	-0.29920904849963853	-0.48266104732042137	0.21202473333210411	-0.28061125861539316	0.6703937092997354	-0.6857919830102195	-0.37490153242073376	-0.6733741279148083	-0.8169701490332215	-0.35199365373378	0.47470586187590813	-0.14463115089790404	-0.5938324862422478	0.15090845115064594	0	0
O=NN(CCCl)C(=O)NC1CCCCC1	-0.249321075795678	-0.29920904849963853	-0.48266104732042137	0.8802721558421926	0.9486078421055623	-0.47939719277279186	-0.854032413221195	-0.37490153242073376	-0.5656521746499541	-0.20339174642178384	-0.6796510906572638	-0.5819766043668337	-0.4935387441669971	1.6839765812206853	0.41506156257762233	1	1
Clc1ccccc1CN1CCc2sccc2C1	-0.249321075795678	-0.748108420058645	-0.8397428628719548	-0.6072139350057864	0.29401331191058083	0.0018743292887526532	-0.7488821443393349	-0.37490153242073376	-0.49107543777428564	0.2596862932849617	-0.7288525298267966	-0.766711301262418	-0.8348613897563211	-0.5938324862422478	0.5593267347489449	1	1
CC1(C)CC[C@@]2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)C[C@@]3(C)C(=CCC4[C@]3(C)CCC3C(C)(C)C(OC5OCC(O)C(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C5O)CC[C@@]34C)C2C1	-0.249321075795678	2.094920933148396	4.159402554849513	-0.2976854475510893	0.7114870632387295	0.6923504892342494	1.2279429106396267	2.3231518618368714	3.134182604792925	1.8515170547768987	2.796143829816173	1.0955774446482138	0.5602428597815561	-0.5938324862422478	-1.8163312181394857	0	0
CC(O)CCCCO	-0.249321075795678	-0.5984752962056429	-0.1255792317688879	-1.3233906051775142	0.057457341322311326	-1.5946978522793898	-1.085363004761286	-1.0494148809851351	-0.7189488004499389	-1.3205675172143072	-1.1663831192515686	-0.9250553271729192	-0.24930342887862933	-0.5938324862422478	0.7928906294927849	0	0
CCCCCCCC/C=C\CCCCCCCCCCCC(=O)NC(CO)C(O)CCCCCCCCCCCCCCC	-0.249321075795678	4.189784667090427	0.23150258378264552	-0.9277364933839277	0.7384856068331527	-0.7580879871347422	-0.8750624669975665	-1.0494148809851351	0.6068598551174984	0.16128220984727817	1.447179218474811	-1.8628038361762183	-1.6692056345302313	1.6839765812206853	0.7255488541760446	0	0
CC(=O)C(=O)O	1.341469007817721	-0.748108420058645	-0.48266104732042137	1.8803383020578528	-6.372094294420425	-1.2246430816184872	-0.854032413221195	-1.0494148809851351	-0.5283638062121199	-1.7141838509650407	-1.038097158226713	1.8195744552757613	-2.761438100416078	-0.5938324862422478	-0.21818053247945554	0	0
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21	-0.249321075795678	-0.748108420058645	-0.48266104732042137	0.3303135455045318	0.895737261989469	-0.8074834831862288	-0.6227018216811031	0.29961181614366744	-0.6816604320121048	0.5201676906200059	-0.709081399362966	-0.8416037459498197	-0.6935223646992786	-0.5938324862422478	0.13598047296730156	1	1
CCNc1nc(Cl)nc(NC(C)(C)C)n1	-0.249321075795678	-0.748108420058645	-0.1255792317688879	2.0105768029203257	3.266355438484191	-1.997129699175447	1.017642372875906	-1.0494148809851351	0.6234324633120913	0.15549373435094385	-0.3104893722257386	-1.6112127727850902	1.487024947036957	-0.5938324862422478	0.3844264552291166	1	1
C=C(C)C(C)CCC(C)C1CC[C@@]2(C)C3CCC4C(C)(C)C(OC(=O)CCCCCCCCCCCCCCC)CC[C@]45C[C@]35CC[C@]12C	1.341469007817721	4.863133724428936	-0.8397428628719548	-0.01725885320443194	-0.1369385671760894	1.6611724393044882	1.2489729644159981	2.3231518618368714	0.6731502878958701	1.1568999952167807	1.7909855940214234	1.2269839340652473	0.4247400315247328	-0.5938324862422478	0.7968593287872291	0	0
CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3c(O)cccc3c(=O)c2c1O	2.93225909143112	0.44895657076537226	0.23150258378264552	1.1541480187637834	1.6100395318023868	-0.6954389601362873	-0.41240128391738456	0.29961181614366744	0.20497410639861882	0.3233595237446389	-0.6964037279205096	-0.03616954535715435	-0.05227325856197085	-0.5938324862422478	-0.17411640051922794	0	0
COc1ccc2cc(C(C)C(=O)O)ccc2c1	-0.249321075795678	-0.5236587342791418	-0.48266104732042137	0.49336275907980204	-0.7262100118219987	0.22621472729468486	-0.706822036786591	0.29961181614366744	-0.6775172799634566	-0.6375274086468578	-0.6319588980880234	-0.10166639243831509	-0.8290268146180437	-0.5938324862422478	0.1377906462333885	0	0
CC(=O)OC1CC(C(C)CC(=O)/C=C(/C)C(=O)O)[C@]2(C)CC=C3C(=CCC4C(C)(C)C(O)CC[C@@]34C)[C@]12C	2.93225909143112	1.4963884377363874	-0.1255792317688879	0.8600493803630854	-0.10132746189899947	1.634520224168561	1.2279429106396267	1.64863851327247	0.1096816092797093	1.469477672018834	1.8558831978339974	1.5328220899453018	1.1744097504852393	-0.5938324862422478	0.2887109489928946	0	0
COc1cc(/C=C/C(=O)OC2C[C@]3(C)C(CC[C@@]4(C)C3CC=C3C5C(C)C(C)CC[C@@]5(C(=O)O)CC[C@@]34C)C(C)(C)C2O)ccc1O	-0.249321075795678	2.244554057001398	0.23150258378264552	0.6363643109749956	-0.10728841019093711	1.6473484740521445	1.2279429106396267	2.997665210401273	0.8223037616472069	1.0527074362827629	1.2393559616145446	1.3392642433472401	0.6404109339575487	-0.5938324862422478	-0.09227356508900159	0	0
