SMILES	VSA_EState5	SdssC	SMR_VSA6	nDouble	EState_VSA5	AATS7se	ATSC4s	AATS5dv	GATS7se	AATS1s	AATS6se	GATS3c	GATS5i	GATS8se	GATS4dv	EState_VSA4	ATSC2c	JGI7	SaasC	SLogP_VSA1	observed	predicted
NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1	0.58	0.03	-0.7	1.46	0.78	0.36	1.78	-0.42	-0.89	0.16	0.51	1.33	0.3	0.71	-1.37	-0.88	3.8	-0.45	-0.32	2.71	1	1
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C	-0.44	-0.98	-1.07	0.19	-0.64	-0.21	-0.22	0.2	-0.02	0.35	0.01	-0.89	0.48	-0.43	-0.04	0.7	0.29	-0.08	1.18	-1.05	1	1
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]	0.33	0.08	0.84	-1.08	-0.52	0.15	-0.13	-0.44	1.12	0.33	0.13	-0.75	0.41	1.29	0.81	0.21	1.04	1.04	-0.64	2.5	1	1
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5	0.59	0.08	-0.19	-0.44	-0.15	-0.13	-0.1	-0.42	1.09	-0.37	-0.02	-1.63	0.3	-0.08	-0.22	-0.14	-1.26	2.38	0.67	-0.25	0	0
CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O	-0.44	0.02	-1.07	0.19	-0.48	0.48	0.8	0.87	1.23	0.82	0.94	0.16	0.2	-0.8	-0.44	-0.89	0.34	0.29	-0.59	-0.1	0	1
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1	0.16	0.08	-0.21	0.19	0.87	-0.65	-0.52	0.04	-1.87	0.2	0.31	1.3	0.07	-1.82	1.25	-1.19	1.44	1.74	-0.81	-0.29	0	0
Nc1nc2cc(Cl)ccc2o1	-0.06	0.08	-0.7	-1.08	-1.02	0.61	0.1	-0.4	1.68	1.32	-0.33	0.64	1.2	-0.73	1.69	-1.19	1.67	-2.22	-0.6	-0.08	1	1
CNCCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	-0.19	0.08	-0.19	-1.08	-0.07	-0.17	-0.41	-0.02	0.13	0.24	-0.53	-0.98	-0.68	0.93	0.1	0.76	-0.48	0.46	0.76	-0.15	0	0
C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O	-0.69	-1.64	-1.07	1.46	-1.02	0.11	3.43	-0.73	1.07	0.35	-0.12	1.26	0.06	0.19	-0.28	-0.5	2.19	0.13	-1.0	0.74	1	1
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO	0.55	1.45	-0.64	0.83	-0.58	-0.48	0.14	-0.77	-0.5	-0.81	-0.56	-1.83	0.31	0.37	-0.68	0.54	-0.48	0.68	-1.0	-1.05	1	1
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O	-1.1	-1.3	-0.73	0.19	-0.07	-0.12	2.37	0.46	-0.55	0.45	0.12	0.12	-0.06	-0.54	-0.36	-0.58	0.9	-0.1	1.23	-0.15	1	1
NS(=O)(=O)Cc1noc2ccccc12	-0.22	0.08	-1.07	0.19	-1.02	1.18	0.53	1.52	1.18	0.26	1.32	0.21	0.23	0.2	0.21	-1.19	0.41	2.19	-0.82	-0.18	1	1
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	-0.06	0.08	-1.07	-1.08	-0.53	-0.27	-1.01	0.11	0.45	0.54	-0.3	-1.85	-0.06	1.06	-0.28	-0.29	-0.43	-0.15	0.43	-1.05	1	1
COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1	-1.22	0.17	-0.18	2.73	0.95	0.56	-1.17	0.85	0.3	0.87	0.83	0.34	0.85	0.13	0.24	-0.89	0.0	0.54	-0.38	-0.15	1	1
CC(C)(C)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	0.04	0.08	0.2	-1.08	-0.59	-0.65	-0.12	-0.58	0.36	-0.77	-1.06	-0.33	0.17	1.54	0.18	2.16	-0.35	-0.19	1.16	-1.05	0	0
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	0.78	0.08	-1.07	-1.08	-1.02	-0.04	0.37	0.23	0.51	0.21	0.05	-0.97	0.38	0.32	-0.29	1.36	-0.28	-0.46	2.45	-1.05	1	1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21	-1.0	-1.2	0.95	0.19	-0.54	1.18	1.54	0.87	0.72	0.87	1.46	-0.18	1.64	-0.26	-0.53	-0.16	0.05	-0.19	-1.4	1.58	1	1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc2c1OCO2	-0.38	0.96	0.26	1.46	-0.46	0.82	-0.6	0.99	0.29	0.57	0.95	0.23	1.01	0.88	0.4	-1.19	0.07	0.27	-0.11	1.44	1	1
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1	-0.06	0.08	1.05	-0.44	0.28	-0.89	0.26	-0.37	0.18	-0.71	-0.96	0.42	0.21	-0.02	-0.15	0.58	-0.79	-0.74	1.05	-1.05	0	0
CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC	-0.6	-0.89	0.71	0.83	0.09	1.18	-1.84	0.81	1.24	-0.11	0.27	1.4	0.74	2.37	1.95	-0.58	1.04	-0.56	-1.0	-1.05	1	1
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12	-0.0	0.08	1.12	0.19	-0.59	-0.25	-0.05	-0.35	-0.79	-1.27	-0.26	-0.49	-0.63	0.49	-0.65	1.09	-0.22	0.51	0.07	-1.05	0	0
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	0.49	0.0	0.63	-0.44	1.37	-0.01	-0.22	0.49	-0.41	-0.03	0.06	-0.56	-0.42	-0.26	-0.93	1.29	-0.31	-0.41	1.0	-0.25	1	1
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC	0.06	0.08	0.53	0.19	2.47	0.93	-0.31	0.77	0.89	0.69	1.49	-0.52	-0.15	0.65	0.45	-1.19	-0.44	-0.55	-0.63	2.3	1	1
CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1	-0.26	-0.27	-0.62	-0.44	-0.14	0.04	-0.13	-0.31	1.37	-0.12	-0.4	-0.93	-0.14	0.71	-0.33	0.44	0.52	0.82	0.63	0.81	1	1
Cc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1	0.15	0.35	0.2	-0.44	0.92	-0.48	-0.05	-0.65	1.9	-1.01	-0.77	0.72	0.51	-0.61	0.58	0.17	-0.48	-1.5	0.04	-1.05	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)[C@@H]1c1ccccc1[N+](=O)[O-]	-1.7	-1.01	-0.18	2.73	1.49	1.33	-1.42	1.37	-0.03	1.29	1.28	0.37	1.05	0.76	-0.21	-1.19	-0.22	-0.23	-1.06	-0.15	1	1
CC(=O)Oc1ccccc1C(=O)O	-0.91	-1.5	-1.07	0.19	0.47	0.73	0.15	0.74	0.95	2.37	1.23	0.46	0.94	-2.03	-0.01	-1.19	1.03	-2.22	-0.97	-0.25	1	1
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1	-0.01	-0.44	-1.07	0.83	-0.07	-0.27	1.23	0.55	-1.06	0.1	0.32	0.83	0.01	-1.19	0.4	-0.29	0.65	0.97	0.96	-0.25	1	1
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1	0.64	0.08	0.87	-0.44	0.88	-0.35	-0.29	-0.05	-0.85	0.1	-0.17	1.32	-0.58	-0.7	0.44	1.43	2.25	-0.49	0.18	1.53	0	0
CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12	0.39	0.08	1.01	-1.08	-0.52	-0.34	0.21	-0.35	0.3	-0.73	-0.73	1.31	-0.35	0.64	-0.8	2.01	-0.33	-0.29	0.34	0.64	1	0
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O	1.45	0.58	-1.07	-0.44	0.35	-0.49	-0.71	-0.8	0.72	-0.91	-0.95	-1.76	-0.07	1.74	0.07	0.54	0.03	0.84	0.61	-1.05	1	1
COCCCC/C(=N/OCCN)c1ccc(C(F)(F)F)cc1	-0.06	0.67	0.67	-0.44	-0.07	0.14	-0.72	0.05	-1.35	0.64	-0.06	-1.44	-0.44	-0.4	0.33	0.16	-0.97	-0.2	-1.04	-0.08	0	0
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C	-0.51	0.75	0.2	0.19	1.04	-0.62	-0.05	-0.55	-0.69	-0.79	-0.45	-0.57	0.12	-0.42	0.03	0.56	0.17	-0.53	1.73	-1.05	0	0
Cc1cccc([C@H](C)c2c[nH]cn2)c1C	0.14	0.08	-1.07	-1.08	0.28	-0.69	-0.04	-0.7	1.61	-0.39	-1.02	-1.62	0.26	0.91	0.49	-0.88	-0.12	-0.01	1.63	-1.05	1	1
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1	-0.06	0.08	2.66	-0.44	0.73	-0.71	0.25	-0.56	-0.79	-0.74	-0.83	-0.04	0.05	-0.27	-0.43	1.63	-0.98	-0.6	1.63	-0.22	0	0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21	-1.03	-1.17	0.95	0.19	-0.54	1.18	1.55	0.54	0.96	0.67	1.07	-0.15	1.59	-0.2	-0.89	-0.16	-0.38	-0.19	-1.2	1.58	1	1
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C	-0.07	-0.07	0.27	-0.44	-0.59	-0.73	-0.17	-0.16	-0.59	-0.52	-0.43	1.65	0.83	-0.24	0.8	-0.54	-0.14	-0.3	0.13	-1.05	1	1
Nc1c2c(nc3ccccc13)CCCC2	-0.06	0.08	-0.7	-1.08	0.86	-1.34	0.13	-0.72	-1.81	-0.46	-1.19	-0.87	-0.12	-1.7	1.81	0.4	-0.02	-2.22	0.76	-0.08	1	0
CCCCN(CCCC)CC[C@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	-0.06	0.08	0.2	-1.08	-0.55	0.09	-0.13	0.06	-0.17	-0.43	-0.01	-0.78	-0.67	-0.3	-1.03	1.91	-0.2	1.19	-0.73	-1.05	0	0
CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3	-0.07	0.08	-0.19	-1.08	-0.15	-0.3	0.05	-0.23	0.41	-0.01	-0.33	-2.04	0.27	2.33	-0.43	0.76	-0.7	0.63	1.89	-1.05	1	0
Clc1ccccc1CN1CCc2sccc2C1	-0.06	0.08	-0.65	-1.08	0.35	-0.54	0.18	-0.54	-0.11	-1.13	-0.5	-0.02	-0.8	-0.2	-0.29	0.14	-0.4	-0.08	1.62	-1.05	1	0
c1ccccc1	-0.06	0.08	-1.07	-1.08	-1.02	1.43	0.17	-1.32	2.17	-0.07	-0.86	-0.12	-4.81	-0.86	-0.67	-1.19	-0.17	-2.22	-1.0	-1.05	1	1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	-0.06	0.08	2.66	-1.08	0.63	-0.39	0.33	-0.54	-0.39	-0.92	-0.5	0.05	-0.04	-0.08	-0.79	1.9	-0.99	-0.57	1.99	-0.22	0	0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)O	-1.0	-1.03	0.07	0.83	1.42	0.22	1.29	0.09	-0.55	0.21	0.25	0.11	-0.06	-0.04	0.14	-0.62	2.06	0.08	-0.11	-0.32	1	1
CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1	0.03	-0.16	0.13	0.19	-0.48	0.04	0.57	-0.14	-0.29	-0.05	0.17	1.05	0.41	0.45	-0.25	-0.84	-0.11	0.1	-0.32	1.54	1	1
CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(=O)CC	-1.48	-1.44	0.31	2.73	-0.46	0.36	0.11	-0.06	0.07	-0.21	0.37	0.83	0.38	0.23	0.5	-1.19	-1.05	0.29	-1.0	-1.05	1	1
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O	0.0	0.19	-0.65	-0.44	-1.02	-0.34	-0.37	-0.05	0.3	-0.1	0.03	0.47	-0.14	-1.33	0.59	1.32	-0.27	0.59	1.02	-1.05	1	1
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1	-0.06	0.08	-0.62	-1.08	-0.15	-1.17	0.17	-0.76	-1.01	-0.77	-1.08	1.07	-0.54	-1.28	-0.62	-0.49	-0.39	-0.33	0.41	-1.05	1	0
CC(C)NC[C@H](O)COc1cccc2ccccc12	0.39	0.08	-0.22	-1.08	-1.02	-0.3	0.18	-0.42	0.93	-0.3	-0.15	0.49	0.35	-0.14	-0.21	-0.3	-0.83	-0.31	-0.58	0.64	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1	-1.16	0.41	0.24	2.1	0.91	0.36	-0.22	0.58	0.21	0.28	0.49	0.33	0.33	-0.3	-0.14	0.21	-0.3	0.4	-0.24	-0.15	1	1
CC/C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1	0.25	2.54	-1.07	-0.44	-0.15	-0.73	-0.33	-0.51	-0.29	0.14	-1.12	-1.18	1.08	2.63	0.9	0.1	0.33	0.68	0.44	-1.05	1	1
CCCCN(CCCC)C[C@@H](O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C\c1ccc(Cl)cc1	-0.06	1.09	0.2	-0.44	-1.02	-0.36	0.4	-0.01	0.07	-0.85	-0.34	-0.38	-0.14	0.48	-0.62	3.0	-0.41	0.43	3.11	-1.05	1	0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	-1.45	-0.58	1.19	-0.44	0.07	0.07	-1.36	-0.48	-0.18	-0.56	0.14	0.73	0.87	0.21	0.8	-1.19	-1.74	0.5	-1.0	-1.05	1	1
Cc1cccc(C)c1OC[C@@H](C)N	0.47	0.08	-0.64	-1.08	-0.15	-0.67	-0.17	-0.83	-0.48	-0.4	-1.31	0.64	2.7	-1.81	3.5	-0.88	-0.44	2.19	0.68	0.71	0	0
CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@]3(O)CCCO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1	0.75	4.51	0.59	0.83	0.73	-0.57	-1.08	-0.55	0.02	-0.91	-0.87	-1.1	-0.07	-0.17	-0.19	0.89	-0.28	0.17	0.29	-0.22	1	1
O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl	0.61	0.08	2.21	-0.44	-1.02	-0.19	-0.95	-0.96	-0.29	-2.01	-0.57	1.87	-0.72	0.62	4.24	-0.49	1.02	0.91	-1.0	-1.05	1	1
c1ccc(-c2ccc([C@@H](c3ccccc3)n3ccnc3)cc2)cc1	-0.06	0.08	-1.07	-1.08	0.72	-0.8	0.28	0.22	-0.03	-0.04	-0.84	-1.01	0.36	0.07	-0.12	-1.19	-0.43	0.39	1.53	-1.05	1	1
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12	3.36	0.08	-0.19	-0.44	0.25	-0.93	0.27	-0.51	-0.05	-0.64	-1.13	-0.3	1.6	1.78	-0.2	-0.48	-0.31	0.47	-0.3	-1.05	1	0
CC(C)C[C@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1	0.34	0.08	-0.16	-1.08	1.42	-1.21	0.25	-0.94	-0.66	-1.42	-1.25	-0.37	0.59	0.81	0.43	-0.6	-0.39	1.53	0.17	-1.05	1	0
O=C(O)c1ccccc1O	-0.76	-0.99	-1.07	-0.44	-0.07	-1.84	0.83	-0.56	-2.34	2.95	-0.11	-0.67	-1.65	-0.48	0.47	-1.19	0.5	-2.22	-1.14	-1.05	1	1
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2	-0.04	-0.38	2.16	0.19	-1.02	0.32	0.56	0.33	-0.22	-0.14	0.4	0.77	0.07	-0.88	-0.86	0.66	1.08	-0.15	1.16	0.67	1	1
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1	0.35	1.03	1.09	-0.44	0.32	-0.55	0.47	0.09	-0.7	-0.32	-0.3	0.54	-1.41	1.62	-0.75	1.49	-0.41	0.41	1.06	-1.05	0	0
CN1CCC[C@H]1c1cccnc1	-0.06	0.08	-0.19	-1.08	0.93	-1.39	0.19	-0.85	-1.8	-0.82	-0.96	-0.6	0.62	-2.03	-0.57	-1.19	-0.44	-2.22	-0.31	-1.05	0	0
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12	-2.22	0.12	0.24	1.46	0.22	0.24	-0.08	0.14	0.85	-0.5	0.5	0.52	0.12	-0.25	0.59	0.65	1.08	0.81	0.69	-0.15	1	1
CC(C)=O	0.03	0.24	-1.07	-0.44	0.06	-0.12	0.46	0.18	-0.56	0.57	0.82	4.94	-0.34	-0.66	-4.8	-1.19	0.05	-2.22	-1.0	-1.05	1	1
CC(C)(C)[C@@H](O)/C=C\c1ccc2c(c1)OCO2	0.77	0.08	-0.63	-0.44	-1.02	0.0	-0.64	-0.46	-0.59	-0.08	-0.27	-1.54	-0.37	-0.61	-1.0	-0.27	-0.27	1.17	0.29	0.55	1	0
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O	-0.38	0.08	-0.18	-0.44	1.49	1.35	1.01	0.56	-0.19	1.35	1.06	-0.4	-0.65	0.32	0.05	-0.53	-2.61	0.27	-1.14	1.46	1	1
C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@@H]2O[C@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC	-4.24	-1.39	0.74	3.37	0.47	0.03	0.18	-0.19	-0.27	-0.43	0.29	0.02	0.6	0.01	0.34	-0.89	-2.68	-0.05	-1.0	-1.05	1	1
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2	0.81	-0.08	0.78	0.19	0.55	0.16	-0.04	0.25	-0.48	0.48	0.47	-0.93	0.73	-0.24	-0.06	-0.29	-2.48	0.55	1.56	3.94	1	1
CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O	0.64	0.01	0.25	0.19	-0.64	0.5	-1.39	0.89	0.14	0.21	0.23	-1.22	0.07	0.62	0.21	0.31	-0.75	-0.06	1.2	0.55	1	1
Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21	-0.06	0.08	-1.07	-1.08	-0.53	0.31	0.07	0.8	-0.29	0.57	0.15	-1.35	0.24	1.31	0.08	0.01	-0.52	0.07	0.46	-1.05	1	1
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1	-0.06	0.08	0.2	0.19	-1.02	-0.36	0.21	-0.34	-0.83	-0.31	-0.12	0.32	0.38	0.75	0.1	2.1	2.23	0.14	-0.68	0.87	1	0
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314	1.27	0.36	0.27	-0.44	-0.15	-0.12	-0.14	-0.42	0.92	-0.72	-0.22	-1.27	0.09	-0.05	-0.16	0.82	-1.77	1.18	1.19	0.55	0	0
CN(C)CC(Oc1ccccc1)Oc1ccccc1	0.82	0.08	0.27	-1.08	-1.02	-0.58	0.6	0.02	-1.19	-0.13	-0.25	1.69	-0.74	-1.71	-0.32	-0.57	-0.24	-1.12	-0.18	0.55	1	0
CN1C(=O)OC(C)(C)C1=O	-0.22	-0.75	-0.62	0.19	-0.47	-0.12	-1.01	-1.32	-0.51	1.05	-2.13	1.65	1.79	-0.28	2.75	-0.93	1.21	-2.22	-1.0	-1.05	1	1
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	-0.06	0.08	-0.33	0.19	0.87	0.3	-0.99	0.31	1.19	0.14	0.43	-0.83	-0.78	-0.81	0.66	-1.19	0.24	1.23	-0.24	0.88	0	1
N=C(N)NC[C@@H]1COc2ccccc2O1	0.72	0.03	-0.22	-0.44	-1.02	-0.19	-0.32	-0.06	-0.45	0.75	0.21	0.72	0.49	-0.95	0.68	-0.57	0.27	1.45	-0.24	2.4	0	0
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C	-0.06	0.08	0.16	-0.44	-1.02	-1.09	0.76	-0.57	-1.5	0.0	-0.92	-0.42	-0.94	-1.69	1.49	-0.27	-1.5	0.26	0.31	0.71	0	0
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1	0.65	0.29	1.8	0.19	-0.23	-0.52	0.46	-0.63	-0.63	-0.98	-0.49	0.55	-0.73	-0.52	0.88	2.97	0.01	-0.06	-0.43	-0.22	0	0
CC(=O)Nc1ccc(O)cc1	-0.01	-0.03	-0.73	-0.44	0.47	0.06	0.17	-0.07	-1.57	1.42	0.2	0.61	0.07	6.55	-0.76	-1.19	0.86	-2.22	-0.55	-0.15	0	1
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1	-0.06	0.08	-0.67	0.19	-0.53	0.41	-0.26	0.39	-0.0	-0.33	-0.05	0.16	-0.16	-0.01	-0.18	0.33	-0.22	0.75	1.55	-1.05	0	1
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1	0.62	0.08	1.81	-1.08	-1.02	0.02	0.26	-0.23	0.19	-0.59	1.29	0.03	0.39	0.21	-1.47	0.46	-1.49	0.33	-0.37	1.47	0	0
O=c1[nH]cc(F)c(=O)[nH]1	-0.59	0.08	-1.07	0.19	-1.02	-0.54	-0.9	4.49	-1.01	4.45	-0.47	-0.26	-1.25	-1.05	2.68	-1.19	1.27	-2.22	-1.51	0.84	1	1
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C	1.24	0.4	-1.07	0.83	0.48	-0.72	0.55	-0.85	-0.35	-1.2	-0.92	0.41	-0.2	-0.33	-0.45	-0.15	1.09	0.96	-1.0	0.74	1	1
CCN(CCO)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12	-0.06	0.08	0.98	-1.08	-1.02	-0.54	0.33	-0.76	-0.31	-0.66	-0.74	0.73	-0.14	-0.45	-0.83	1.46	-0.4	-0.1	-0.08	-0.15	1	0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12	-4.32	-6.14	-0.16	2.1	2.42	1.05	3.51	0.65	0.67	1.35	1.04	-0.71	0.37	-0.05	-0.64	-1.19	-0.27	0.93	-1.28	-0.08	1	1
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1	0.41	0.08	1.84	-1.08	-1.02	-0.22	0.12	-0.35	0.12	-0.38	-0.31	-0.16	-0.52	-0.18	-0.37	2.16	-0.88	-1.07	1.03	-0.15	0	0
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	-0.06	0.08	2.26	-1.08	-0.07	0.23	0.25	0.03	0.11	-0.41	-0.15	-0.25	-1.4	0.73	-1.23	1.76	-0.75	0.33	0.55	-0.22	1	0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	-0.68	0.38	-0.64	1.46	-0.55	-0.09	-0.52	-0.62	-0.29	-0.4	-0.23	-1.64	0.48	0.27	-0.05	-0.89	-1.0	1.04	-1.0	-1.05	1	1
FC(F)(F)[C@H](Cl)Br	-0.06	0.08	-1.07	-1.08	-1.02	1.43	0.17	-0.78	2.17	3.7	-0.86	-3.42	-2.8	-0.12	0.32	-1.19	-0.27	-2.22	-1.0	-1.05	0	1
C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C	-0.06	0.08	0.59	-1.08	0.63	-0.8	0.14	-0.39	-0.34	-0.8	-0.77	0.86	-0.86	-0.64	-0.67	-0.84	-0.63	0.19	1.72	-0.22	0	0
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	-0.12	-0.81	1.41	0.19	0.81	1.35	0.46	1.56	0.71	0.53	1.55	0.99	-0.91	0.12	-0.81	-0.48	0.74	-0.26	-0.4	-0.22	1	1
Cc1ncsc1CCCl	0.32	0.08	-0.69	-1.08	-0.64	-0.71	0.1	-1.2	-0.14	-1.17	-0.31	0.18	-1.58	-0.21	0.27	-0.54	-0.09	-2.22	0.24	-1.05	1	1
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O	-0.42	-1.34	-0.64	0.83	-1.02	0.72	0.12	1.08	0.49	0.57	1.56	0.5	0.62	0.09	-0.27	-1.19	4.05	0.97	-0.47	-0.15	1	1
Cn1c(=O)c2c(ncn2C)n(C)c1=O	-0.06	0.08	-1.07	0.19	0.38	-1.1	-0.24	-0.65	-0.85	1.15	-0.5	0.86	-0.25	-0.56	2.32	-0.94	0.7	-2.22	-1.0	0.84	0	0
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO	0.09	0.08	0.56	0.19	1.45	1.62	0.49	1.26	0.96	0.29	1.25	-0.68	0.49	1.94	-0.9	-0.89	-1.52	-0.05	-0.36	2.13	1	1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1	-2.09	-2.33	-0.18	0.83	0.95	1.22	-0.15	1.03	0.07	1.09	1.08	-0.53	-0.41	-0.01	-0.57	-1.19	-0.91	0.76	-2.35	0.71	1	1
