SMILES	H-050	AATS0d	AATS0i	AATSC0c	AATSC0i	AATSC1c	GATS1v	GATS1se	ESpm02u	EEig04u	SIC3	ZMIC1	B01(C-N)	nAr_NH	nCOO	observed	predicted
Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O	-0.75	0.61	-0.59	-0.69	-0.02	0.34	-0.55	-0.91	0.75	0.48	-0.49	0.34	1.06	-0.16	-0.32	2.536747773889752	2.5679362895843982
c1ccc(-c2cnc(-c3ccccc3)o2)cc1	-0.75	0.75	-0.86	-0.43	-0.11	0.34	-0.75	-0.07	0.58	0.51	0.0	0.47	1.06	-0.16	-0.32	2.540517169592572	2.541253895224139
Cc1cccc2cccnc12	-0.75	0.35	-0.63	-0.95	-0.06	0.83	-0.53	-0.27	-0.09	0.15	0.96	-0.6	1.06	-0.16	-0.32	2.285894712480839	2.466529877952682
Cc1cc2c(cc1C)CCCC2	-0.75	-0.31	-0.36	-1.21	-0.24	1.02	0.21	0.83	0.09	0.28	-1.05	-0.44	-0.94	-0.16	-0.32	2.452016565962548	2.4463356500865534
CCN(Cc1ccccc1)c1ccccc1	-0.75	-0.26	-0.43	-0.89	-0.14	0.92	-0.03	0.63	0.32	0.31	0.23	0.41	1.06	-0.16	-0.32	2.488762172066694	2.489083523593544
Oc1c(Cl)cc(Cl)c(Cl)c1Cl	0.01	1.83	-1.03	0.81	-0.56	-0.53	-2.31	0.3	-0.09	-0.47	1.35	0.91	-0.94	-0.16	-0.32	2.5354840032266903	2.5839865870416894
CC(F)(F)Cl	-0.75	-0.18	3.25	0.09	3.45	-0.73	0.13	-0.53	-1.52	-2.0	-0.64	-0.93	-0.94	-0.16	-0.32	2.1533574714829737	2.160365944327788
CC(=O)NC(=O)COC(=O)c1ccccc1	0.01	0.1	-0.14	0.68	-0.16	-0.92	-0.13	-0.46	0.25	0.59	0.71	-0.07	1.06	-0.16	-0.32	2.5770894890331864	2.5834640640889104
COc1cc(C=O)ccc1OC1OC(CO)C(O)C(O)C1O	2.3	0.28	0.09	1.46	-0.33	-0.73	-0.05	0.6	0.95	1.05	0.83	0.3	-0.94	-0.16	-0.32	2.664782957372622	2.663979014394892
CCOC(=O)CCl	-0.75	-1.11	0.32	0.68	-0.5	-0.63	0.59	-0.36	-1.52	-1.61	0.19	-1.07	-0.94	-0.16	-0.32	2.4016589724951523	2.3595367573457136
Cc1coc2ccccc2c1=O	-0.75	0.7	-0.75	0.03	-0.21	0.34	-0.59	-0.57	0.09	0.28	0.8	-0.67	-0.94	-0.16	-0.32	2.532945375615925	2.527800423676131
FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	-0.75	3.44	8.32	3.42	5.94	-2.09	3.15	3.0	1.25	1.25	-2.52	1.58	1.06	-0.16	-0.32	2.2125870781238937	2.211903701009886
CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C	0.77	-0.22	-0.18	-0.62	-0.12	0.34	0.18	0.57	1.29	1.3	-0.51	1.07	1.06	-0.16	-0.32	2.622369470494735	2.622679619857784
ClC(I)I	-0.75	-0.57	-2.3	-0.82	0.12	0.54	-1.78	-0.81	-2.47	-1.05	0.13	1.62	-0.94	-0.16	-0.32	2.4299943841517067	2.4291220577966612
FC(F)(F)c1ccc2c(c1)Nc1ccccc1S2	0.01	1.62	0.36	-0.17	2.64	-0.05	-1.14	-0.97	0.85	0.65	0.72	0.55	1.06	-0.16	-0.32	2.664782957372622	2.6672013010557554
Oc1c(F)c(F)cc(F)c1F	0.01	1.83	2.94	2.05	5.5	-0.82	-1.2	-0.09	-0.09	-0.47	1.35	-0.03	-0.94	-0.16	-0.32	2.4929698053204894	2.4956729315487305
CCCCCCCCCCCCCCCCC1CCCCC1	-0.75	-1.37	0.17	-1.28	-0.37	1.02	1.6	2.12	0.45	0.54	-2.82	2.39	-0.94	-0.16	-0.32	2.486784571399042	2.4905208205040297
C1=C\CCCCCC/1	-0.75	-1.28	0.0	-1.21	-0.32	1.02	1.02	1.57	-1.11	-1.05	-1.11	-0.75	-0.94	-0.16	-0.32	2.4168900301730125	2.331919845830597
COc1ccc2c3c1OC1C(O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314	0.01	0.91	-0.24	0.03	-0.19	0.34	-0.17	0.19	1.36	1.18	0.88	-0.31	1.06	-0.16	-0.32	2.634124451552187	2.6412239932221637
c1ccc2c(c1)OCCOCCOCCOCCO2	-0.75	-0.4	0.03	0.48	-0.32	0.24	0.67	0.26	0.45	0.44	-1.39	0.85	-0.94	-0.16	-0.32	2.54672769272835	2.5164466494292212
C=NCC#N	-0.75	-1.41	0.73	-0.17	0.11	0.73	0.62	-0.39	-2.47	-2.58	0.36	-1.39	1.06	-0.16	-0.32	2.6043880730385607	2.468376388141848
c1ccc(-c2cccc(-c3ccccc3)c2)cc1	-0.75	0.43	-1.1	-1.15	-0.24	1.02	-0.77	-0.08	0.64	0.55	-0.72	1.23	-0.94	-0.16	-0.32	2.5564834191127086	2.5503037947620695
N#CCCC#N	-0.75	-1.13	0.3	-0.69	0.22	0.92	0.02	-1.07	-2.08	-2.0	-1.63	-1.02	1.06	-0.16	-0.32	2.5154101722921576	2.520218387526551
O=C(O)Cc1c(-c2ccccc2)c(-c2ccccc2)nn1-c1ccccc1	0.01	0.78	-0.7	-0.3	-0.08	0.34	-0.75	-0.44	1.33	1.1	0.11	1.67	1.06	-0.16	2.52	2.6749988444271446	2.675358454414563
CC#CC(=O)O	0.01	-0.85	-0.19	2.11	-0.26	-3.35	-0.41	0.19	-1.77	-2.0	0.34	-1.28	-0.94	-0.16	2.52	2.5454926727523057	2.5442066574650943
C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O	0.77	-0.4	-0.18	-0.36	-0.27	0.24	0.35	0.53	1.0	1.06	0.51	0.09	-0.94	-0.16	-0.32	2.531670475296586	2.5536057008262776
CC1=CC(=O)C=CC1=O	-0.75	0.28	-0.56	-0.23	-0.22	0.24	-0.42	-1.16	-0.51	-0.85	0.53	-0.72	-0.94	-0.16	-0.32	2.5342165443323297	2.4975531954596946
C=CCCCCCCCCCCCCCCCCC1CC(=O)OC1=O	-0.75	-1.01	0.08	-0.76	-0.34	0.44	1.14	-0.63	0.75	0.71	-1.85	1.79	-0.94	-0.16	-0.32	2.531861949095809	2.509546329337154
N#Cc1ccccc1C(F)(F)F	-0.75	1.22	1.52	0.03	3.84	-0.14	-0.7	-0.9	0.0	0.04	0.6	-0.23	1.06	-0.16	-0.32	2.464116794444044	2.463349177545163
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1	-0.75	1.23	-0.66	-0.04	-0.18	0.54	-1.14	-1.18	0.64	0.87	1.23	0.61	1.06	-0.16	-0.32	2.5354840032266903	2.541550411023131
CNC(=O)Oc1cccc(C)c1	0.01	-0.25	-0.04	0.29	-0.17	-1.11	0.11	-0.13	-0.18	0.07	0.7	-0.68	1.06	-0.16	-0.32	2.543633532576258	2.546795453905753
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O	0.01	0.91	-0.52	0.22	-0.09	-0.34	-0.58	-0.39	1.43	1.21	0.56	1.53	1.06	-0.16	-0.32	2.6171576656949442	2.628164222895932
CCCCC(=O)c1ccc(N)cc1	0.77	-0.56	-0.07	-0.49	-0.19	0.34	0.12	-0.32	-0.09	0.03	0.68	-0.59	1.06	-0.16	-0.32	2.5411422337216347	2.5444816145400946
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12	0.77	1.21	-0.84	1.27	-0.21	-0.63	-1.1	0.14	0.85	0.85	0.91	0.65	-0.94	-0.16	-0.32	2.747139803102036	2.691830439595672
Brc1c2ccccc2c(Br)c2ccccc12	-0.75	1.4	-1.58	-1.15	-0.42	1.02	-1.52	-1.28	0.64	0.45	-0.45	1.47	-0.94	-0.16	-0.32	2.698231075449119	2.6971251070601245
FC(F)(F)c1ccc(Cl)cc1Cl	-0.75	1.68	1.48	-0.04	3.83	-0.24	-1.22	-0.67	0.09	0.15	0.77	0.29	-0.94	-0.16	-0.32	2.3929606147967957	2.402900016889501
CCCCCCCC(=O)OCC	-0.75	-1.41	0.29	-0.49	-0.41	0.24	1.69	-0.4	-0.64	-0.11	-0.11	-0.49	-0.94	-0.16	-0.32	2.361822237600815	2.340037593908148
C1=CCCCC1	-0.75	-1.23	-0.06	-1.21	-0.3	1.02	0.79	1.37	-1.52	-2.0	-1.31	-1.11	-0.94	-0.16	-0.32	2.2295538639811365	2.2301457182418587
Oc1ccc(/N=N/c2ccccc2)cc1	0.01	0.39	-0.44	-0.1	0.02	0.15	-0.73	-0.07	0.25	0.36	0.57	0.32	1.06	-0.16	-0.32	2.631595948357801	2.5981974152329044
CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl	0.01	-0.01	-0.32	-0.69	-0.2	0.73	-0.18	0.01	0.8	0.81	0.12	0.57	1.06	-0.16	-0.32	2.5945582800022815	2.595513760807636
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21	-0.75	1.01	-0.08	1.0	0.08	-1.79	-0.26	0.56	0.8	0.69	0.26	-0.26	1.06	-0.16	-0.32	2.5588884895367343	2.562180417468657
Nc1ccc(-c2ccc(N)cc2Cl)c(Cl)c1	2.3	0.75	-0.47	-0.17	-0.07	-0.05	-1.47	0.03	0.52	0.72	-0.39	0.44	1.06	-0.16	-0.32	2.6416228160292308	2.649841148236102
CC(C)CN	0.77	-1.85	0.79	-0.69	-0.44	0.54	2.11	2.4	-2.08	-2.45	-1.03	-1.33	1.06	-0.16	-0.32	2.274504222655883	2.265497025132304
COc1cc(OC)c(OC)cc1C=O	-0.75	-0.11	-0.11	1.14	-0.28	0.05	0.38	0.02	0.09	0.13	-0.7	-0.2	-0.94	-0.16	-0.32	2.5878792635995502	2.5316663820870677
O=C(c1ccccc1O)N1CCOCC1	0.01	0.15	-0.07	0.55	-0.18	-0.34	-0.01	0.03	0.32	0.28	0.19	-0.43	1.06	-0.16	-0.32	2.651423400759052	2.594119823561071
O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]	-0.75	2.26	2.39	6.94	-0.91	4.81	2.44	1.02	0.09	0.59	-2.19	0.65	1.06	-0.16	-0.32	2.457806229082977	2.4576081078711605
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1	0.01	-0.22	0.06	-0.43	-0.21	-0.05	-0.1	-0.57	0.39	0.42	0.6	-0.16	1.06	-0.16	-0.32	2.574204950786184	2.5630321497446427
Cc1ccc2c(C)c(C)ccc2c1	-0.75	0.05	-0.65	-1.21	-0.22	1.02	-0.22	0.43	0.25	0.59	-0.22	-0.09	-0.94	-0.16	-0.32	2.458108820617185	2.466825793899113
CSC(C)(C)/C=N/O	0.01	-1.04	0.3	-0.17	-0.09	0.44	0.63	-0.43	-0.93	-1.55	-0.61	-1.0	1.06	-0.16	-0.32	2.468568852723465	2.4717475912923628
NNC(=O)c1ccc(N)cc1O	3.82	0.13	0.53	1.66	-0.05	-1.41	-1.12	0.68	-0.09	0.12	1.04	-0.79	1.06	-0.16	-0.32	2.670385027721014	2.671791805818397
COC(=O)c1ccc(C(=O)O)cc1	0.01	0.33	-0.35	1.53	-0.24	-1.89	-0.41	-0.1	0.0	-0.01	0.37	-0.36	-0.94	-0.16	2.52	2.6947367833859928	2.645228222673557
CNC(=O)C(C)SCCSP(=O)(OC)OC	0.01	-0.67	0.15	0.09	-0.01	-0.63	0.61	0.49	0.17	0.09	-0.0	-0.32	1.06	-0.16	-0.32	2.499893186149237	2.5025911033377337
C/C=C1/CC(C)C(C)(O)C(=O)OC2=CCN3CCC(OC1=O)C23	0.01	0.33	0.03	0.29	-0.25	-0.34	0.32	-0.18	1.21	0.97	0.72	-0.35	1.06	-0.16	-0.32	2.7068457481036043	2.662746946575605
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O	0.01	-0.01	0.2	-0.04	-0.18	-0.63	-0.04	-0.54	0.25	0.58	0.45	-0.44	1.06	5.43	-0.32	2.634628390436653	2.621457648358099
C=CC#CC=C	-0.75	-1.41	-0.75	-1.08	-0.22	0.92	-0.1	0.55	-2.08	-2.0	-1.29	-1.09	-0.94	-0.16	-0.32	2.2675237163854614	2.2724075457173463
CCO[Si](C)(C)OCC	-0.75	-1.3	0.24	-0.17	0.32	-0.24	1.71	2.45	-0.78	-1.47	-1.52	-0.77	-0.94	-0.16	-0.32	2.269863040554411	2.2713756328587382
CCOC(=O)c1ccc2ccccc2c1	-0.75	0.25	-0.65	-0.23	-0.21	0.15	-0.36	-0.56	0.32	0.48	0.42	0.07	-0.94	-0.16	-0.32	2.4845133742926118	2.5055410641447446
C[N+](C)(C)CC1COCO1	-0.75	-0.76	0.62	-0.1	-0.43	0.44	2.0	0.44	-0.29	-0.47	-0.93	-0.81	1.06	-0.16	-0.32	2.635634517336094	2.545254262865857
C(=C(c1ccccc1)c1ccccc1)c1ccccc1	-0.75	0.31	-1.06	-1.15	-0.23	1.02	-0.7	-0.02	0.75	0.57	-0.87	1.59	-0.94	-0.16	-0.32	2.538636561218452	2.539461871566115
C1CCC(NC2CCCCC2)CC1	0.01	-0.9	0.24	-1.08	-0.3	0.92	1.12	1.42	0.0	0.19	-2.04	0.34	1.06	-0.16	-0.32	2.436242180871562	2.4626496166249314
OCc1ccc2c(c1)OCO2	0.01	0.51	-0.31	1.33	-0.24	-0.82	-0.42	0.41	-0.09	0.01	0.99	-0.66	-0.94	-0.16	-0.32	2.520024759382907	2.533763460403549
O=C(Cl)c1ccc(Br)cc1	-0.75	0.8	-1.17	-0.56	-0.39	0.44	-1.45	-1.05	-0.4	-0.11	1.35	-0.14	-0.94	-0.16	-0.32	2.498517311461634	2.4958161963485086
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1	0.01	0.63	-0.0	-0.23	0.35	0.05	-0.24	-0.8	1.47	1.27	0.66	0.92	1.06	5.43	-0.32	2.702559771525159	2.6851742007681643
CCCC(=O)c1ccc(Cl)cc1	-0.75	-0.25	-0.46	-0.89	-0.28	0.73	-0.29	-1.17	-0.18	-0.11	0.75	-0.57	-0.94	-0.16	-0.32	2.466348528450199	2.4630233826573917
CCC(=O)N(C)C	-0.75	-1.33	0.62	-0.36	-0.37	0.24	1.97	-0.57	-1.3	-2.0	-0.94	-1.2	1.06	-0.16	-0.32	2.3582204731086795	2.350866797394129
COC(=O)/C=C/C(C)=C/C=C/C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)O	0.01	-0.6	-0.33	-0.23	-0.25	-0.05	0.25	-0.29	1.0	1.15	-0.81	2.08	-0.94	-0.16	2.52	2.6731591954541862	2.6754350760746504
N#CCC(N)=O	0.77	-0.85	0.86	1.14	-0.03	-1.5	-0.46	0.04	-1.77	-2.0	0.5	-1.28	1.06	-0.16	-0.32	2.596212107141384	2.5874027080980637
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CC[C@]2(O)C(=O)CO	0.77	0.51	-0.13	-0.36	-0.28	0.44	0.09	-0.51	1.57	1.21	0.77	0.33	-0.94	-0.16	-0.32	2.6947367833859928	2.6915428387157143
O=Cc1ccccc1F	-0.75	0.3	0.06	-0.36	1.41	0.63	-0.61	-1.13	-0.64	-0.56	1.08	-0.76	-0.94	-0.16	-0.32	2.3591712057167005	2.368316428313254
Nc1ccc(C(F)(F)F)cc1	0.77	0.74	1.87	0.55	3.29	-0.92	-0.71	-0.74	-0.09	-0.11	0.66	-0.32	1.06	-0.16	-0.32	2.4929698053204894	2.4943448860279633
O=CNC(O)C(Cl)(Cl)Cl	0.77	0.32	0.57	1.53	-0.54	-1.79	-1.44	0.8	-0.64	-1.61	0.65	-0.02	1.06	-0.16	-0.32	2.5945582800022815	2.5886848129653774
OC(COc1ccccc1)COc1ccccc1	0.01	-0.09	-0.42	0.29	-0.23	0.15	-0.18	0.31	0.45	0.39	-0.44	0.68	-0.94	-0.16	-0.32	2.5497999641845497	2.5567236808120013
Cc1c(N)cccc1Cl	0.77	-0.09	-0.21	-0.43	-0.15	0.15	-0.83	-0.05	-0.51	-0.78	0.66	-0.85	1.06	-0.16	-0.32	2.4379882502194996	2.4707360679473553
NC(=O)C#CC#CC#CCO	1.54	-0.27	-0.59	0.87	-0.02	-1.6	-1.53	0.63	-0.78	-0.31	0.91	-0.7	1.06	-0.16	-0.32	2.616107757092463	2.6171881318726813
CCN(CC)CCOC(=O)c1ccc([NH3+])cc1Cl	1.54	-0.45	0.21	0.42	-0.24	-0.53	0.23	0.04	0.45	0.65	0.06	-0.29	1.06	-0.16	-0.32	2.6533572544805337	2.6484766530183586
C[NH+](CCCl)CCCl	0.01	-1.41	0.59	-0.3	-0.5	0.24	0.68	-0.31	-1.3	-1.47	-0.85	-0.59	1.06	-0.16	-0.32	2.582233863920993	2.568240612456926
Cc1cccc2ncccc12	-0.75	0.35	-0.63	-0.95	-0.06	0.83	-0.53	-0.27	-0.09	0.15	0.96	-0.6	1.06	-0.16	-0.32	2.465605890646286	2.466529877952682
c1ccc(-c2c3ccccc3nc3ccccc23)cc1	-0.75	1.02	-1.1	-1.02	-0.14	0.92	-0.94	-0.36	0.95	0.73	0.17	1.22	1.06	-0.16	-0.32	2.660058724103915	2.647265411554383
C=C/C=C/C	-0.75	-1.84	-0.12	-1.08	-0.29	0.92	0.97	1.53	-2.47	-2.58	0.36	-1.33	-0.94	-0.16	-0.32	2.268928822432613	2.2201265505846317
C=C/C=C/CC1=CC(OC(=O)C2C(C=C(C)C)C2(C)C)C(C)C1=O	-0.75	-0.11	-0.22	-0.56	-0.27	0.44	0.39	-0.71	1.17	1.0	0.3	0.11	-0.94	-0.16	-0.32	2.543012046377035	2.5389728068227377
CCCCOC(=O)CCC	-0.75	-1.41	0.31	-0.3	-0.42	0.05	1.69	-0.41	-0.93	-0.47	-0.13	-0.85	-0.94	-0.16	-0.32	2.2592354021987333	2.303965261703604
Cc1ccc(OP(=O)(Oc2ccc(C)c(C)c2)Oc2ccc(C)c(C)c2)cc1C	-0.75	0.27	-0.48	-0.1	-0.18	-0.73	0.02	0.51	1.47	1.56	-1.66	1.94	-0.94	-0.16	-0.32	2.5380078777243247	2.5508715778910087
O=C1C=C(c2ccccc2)CC1	-0.75	0.25	-0.75	-0.89	-0.21	0.83	-0.51	-1.22	0.0	-0.05	0.72	-0.32	-0.94	-0.16	-0.32	2.398200507219428	2.4646774338422364
C=C(C)C(CC)CC	-0.75	-1.53	0.17	-1.21	-0.37	1.02	1.68	2.19	-1.11	-1.36	-0.85	-1.08	-0.94	-0.16	-0.32	2.204798038190855	2.1932816725886233
Cc1ccc(CO)c(C)c1	0.01	-0.52	-0.25	-0.62	-0.26	0.54	0.13	0.51	-0.4	-0.43	-0.06	-0.66	-0.94	-0.16	-0.32	2.4700427875572135	2.478071583726414
COC(=O)c1cc2ccccc2cc1O	0.01	0.61	-0.64	0.81	-0.21	-0.63	-0.65	-0.09	0.39	0.45	0.57	-0.09	-0.94	-0.16	-0.32	2.542389669540937	2.605290245735142
Cc1ccc(S(=O)(=O)Nc2ccccc2C)cc1	0.01	0.33	-0.48	-0.69	-0.04	0.34	-0.29	-1.39	0.69	0.5	0.43	0.43	1.06	-0.16	-0.32	2.583368829892705	2.5878728925117573
S=C(SN1CCOCC1)N1CCOCC1	-0.75	-0.23	0.09	-0.17	0.06	0.54	0.32	0.23	0.25	0.3	-0.96	0.03	1.06	-0.16	-0.32	2.6150553041797213	2.5507785970843604
CC1CCCC1	-0.75	-1.25	0.17	-1.28	-0.37	1.02	1.38	1.92	-1.3	-1.83	-0.99	-1.06	-0.94	-0.16	-0.32	2.1161094140633443	2.138131320524227
C#CCl	-0.75	-1.76	-1.15	-0.89	-0.51	0.63	-1.46	-0.81	-3.76	-1.05	1.35	-1.29	-0.94	-0.16	-0.32	2.1677602664356295	2.173062262454426
FC(F)(F)C(F)(Cl)Cl	-0.75	2.45	5.88	2.37	5.9	-1.41	-0.84	2.98	-0.51	-2.0	-0.64	0.08	-0.94	-0.16	-0.32	2.335558188065861	2.332677865610257
Brc1ccc(O[Si]23OCCN(CCO2)CCO3)cc1	-0.75	0.44	-0.25	1.07	0.3	-2.18	0.5	1.95	0.8	0.86	-0.44	0.43	1.06	-0.16	-0.32	2.6894420578616383	2.6850720557119003
Fc1cccc(F)c1-c1nnc(-c2ccccc2Cl)nn1	-0.75	1.65	0.35	-0.56	1.74	0.73	-1.07	-1.06	0.95	0.76	0.89	0.71	1.06	-0.16	-0.32	2.663842212973794	2.643215610844911
CNC1=C(c2ccccc2C(F)(F)F)C(=O)C(c2ccccc2)O1	0.01	1.03	0.35	0.22	1.6	-0.14	-0.56	-0.81	1.21	1.02	0.46	0.83	1.06	-0.16	-0.32	2.62905263772839	2.6254947392436074
CC(=O)c1ccc(Cl)c(Cl)c1	-0.75	0.57	-0.78	-0.76	-0.34	0.63	-1.04	-1.09	-0.18	0.11	0.66	-0.25	-0.94	-0.16	-0.32	2.543012046377035	2.5157944957166967
c1cnc2ccc3ncccc3c2c1	-0.75	1.14	-0.78	-0.76	0.07	0.73	-0.92	-0.3	0.39	0.35	-0.24	0.01	1.06	-0.16	-0.32	2.6533572544805337	2.6431353933180786
CC1=CC(=O)C(C(C)C)=CC1=O	-0.75	-0.12	-0.29	-0.62	-0.25	0.54	0.16	-1.17	0.0	0.2	-0.34	-0.6	-0.94	-0.16	-0.32	2.5033139228158845	2.4987048151611733
Cc1cc[n+]([O-])cc1	-0.75	-0.19	-0.03	1.0	-0.1	1.7	-0.0	-1.73	-0.78	-1.05	0.77	-1.11	1.06	-0.16	-0.32	2.4943633392673084	2.4963580252969257
Cc1ccc2[nH]ccc2c1	0.01	0.29	-0.48	-0.69	-0.07	0.63	-0.58	1.1	-0.18	-0.01	0.93	-0.81	1.06	5.43	-0.32	2.5226398176041553	2.5387314473852864
O=C(O)c1ccccc1-c1ccc(C(F)(F)F)cc1	0.01	1.15	0.46	0.55	2.17	-0.82	-0.83	-0.77	0.8	0.67	0.64	0.69	-0.94	-0.16	2.52	2.646550753640341	2.6447142815152307
S=C(SSC(=S)N1CCCCC1)N1CCCCC1	-0.75	-0.3	-0.38	-0.76	0.24	0.63	-0.24	0.14	0.52	0.59	-1.56	0.84	1.06	-0.16	-0.32	2.613471827163333	2.613159956592676
O=C(O)c1ccc(F)c(F)c1F	0.01	1.49	1.7	1.85	3.84	-1.5	-1.08	-0.28	0.0	0.17	1.35	-0.24	-0.94	-0.16	2.52	2.6171576656949442	2.61234115056915
COc1ccccc1Oc1ccccc1OC	-0.75	0.13	-0.48	0.48	-0.22	0.05	-0.12	0.17	0.45	0.38	-1.02	0.58	-0.94	-0.16	-0.32	2.5473438881806207	2.5520082942747178
Oc1c(Br)c(Br)c(Br)c(Br)c1Br	0.01	2.37	-2.2	0.61	-0.96	-0.43	-2.52	1.08	0.09	-0.47	0.65	4.18	-0.94	-0.16	-0.32	2.701265686890953	2.70425764522271
Cc1ccc([N+](=O)[O-])cc1Br	-0.75	0.57	-0.37	-0.43	-0.11	1.02	-0.97	-1.99	-0.18	0.11	0.87	-0.43	1.06	-0.16	-0.32	2.5454926727523057	2.544464655328829
O=[N+]([O-])c1cc(Cl)c(Nc2ncc(C(F)(F)F)cc2Cl)c([N+](=O)[O-])c1	0.01	2.1	1.16	0.81	2.02	0.15	-1.23	-0.85	1.25	1.35	0.93	0.82	1.06	-0.16	-0.32	2.60113613360707	2.601229871087483
FC(Cl)C(F)(F)C(F)(F)Cl	-0.75	2.04	5.35	1.92	5.73	-0.14	-0.61	1.2	-0.18	-2.0	0.6	0.35	-0.94	-0.16	-0.32	2.245882647517261	2.2482205500943615
Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1	1.54	-0.25	0.11	-0.04	-0.19	0.24	0.28	0.67	0.69	0.9	0.5	-0.38	1.06	5.43	-0.32	2.5672028727584837	2.6040962848638523
C=C(C)C(N)=O	0.77	-1.09	0.51	0.35	-0.25	-1.31	0.44	-0.15	-1.52	-2.0	0.06	-1.33	1.06	-0.16	-0.32	2.583368829892705	2.5894467426551286
COCCCNCC1COc2ccccc2O1	0.01	-0.36	0.09	0.29	-0.25	0.24	0.52	0.32	0.39	0.48	0.48	-0.22	1.06	-0.16	-0.32	2.6595834619839276	2.584426240119331
Cc1ccc(Br)cc1N	0.77	-0.09	-0.37	-0.43	-0.12	0.15	-1.02	0.54	-0.51	-0.85	0.66	-0.61	1.06	-0.16	-0.32	2.485934263771752	2.4910882424027077
CCCCC(C)CC	-0.75	-1.73	0.31	-1.28	-0.42	1.02	2.12	2.6	-1.3	-1.05	-0.52	-0.78	-0.94	-0.16	-0.32	2.2384224958854797	2.2354232856543526
CC(=O)OCCC(C)C	-0.75	-1.29	0.33	-0.17	-0.43	-0.05	1.7	-0.41	-0.93	-1.29	-0.44	-1.08	-0.94	-0.16	-0.32	2.289254408054181	2.269327411433963
CC(C)CS(=O)(=O)CC(C)C	-0.75	-1.02	0.23	-0.95	-0.28	0.83	1.5	-1.58	-0.29	-1.29	-2.02	-0.43	-0.94	-0.16	-0.32	2.462622574900549	2.4742615640139087
CC1=CC2C(=O)OC3CC(C/C=C(/C)CC(C)/C=C\C=C4\COC(C1O)C42O)OC1(CCC(C)C(C)O1)C3	0.77	0.17	-0.08	-0.23	-0.3	0.24	0.38	0.06	2.0	1.45	0.7	1.01	-0.94	-0.16	-0.32	2.687216727711397	2.682299869226401
CN1C(=O)CCC1=O	-0.75	-0.01	0.34	0.16	-0.21	-0.53	0.53	-0.81	-0.64	-1.05	-0.44	-0.87	1.06	-0.16	-0.32	2.536747773889752	2.539388184691008
O=C1CCC(c2ccccc2)C(=O)O1	-0.75	0.46	-0.52	0.09	-0.22	-0.43	-0.35	-0.73	0.25	0.36	0.78	-0.27	-0.94	-0.16	-0.32	2.5660248048127206	2.5346746477045334
Cc1ccc(O)c2ccccc12	0.01	0.38	-0.75	-0.17	-0.21	0.15	-0.7	0.38	0.09	0.16	0.57	-0.35	-0.94	-0.16	-0.32	2.5550339576691186	2.5572213064408547
C1CCOC1	-0.75	-1.19	0.31	-0.49	-0.42	0.83	1.33	0.03	-1.77	-2.58	-1.3	-1.25	-0.94	-0.16	-0.32	2.217088951479172	2.227220523849073
Cc1cc(C)c(O)c(C(C)(C)C)c1	0.01	-0.41	-0.13	-0.49	-0.29	0.34	0.51	0.55	0.25	0.4	-1.0	-0.49	-0.94	-0.16	-0.32	2.470483994315685	2.5123016347403984
CCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CC	-0.75	-1.15	0.23	-0.49	-0.39	0.24	1.53	-0.4	0.69	1.08	-1.44	1.05	-0.94	-0.16	-0.32	2.3582204731086795	2.350460296538463
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43	-0.75	1.14	-0.21	-0.04	-0.15	0.44	-0.12	-0.18	1.83	1.57	0.55	-0.04	1.06	-0.16	-0.32	2.6543209617036787	2.655818028536429
CC12CCC3c4cc(O)ccc4CC3C1CC(O)C2O	1.54	0.53	-0.22	-0.1	-0.26	0.05	-0.21	0.43	1.17	1.02	0.89	-0.14	-0.94	-0.16	-0.32	2.750624088449305	2.7093554455406283
CC1=C(C(=O)Nc2ccccc2)SCCO1	0.01	0.19	-0.44	0.03	-0.02	0.05	-0.44	-0.22	0.39	0.3	0.67	-0.31	1.06	-0.16	-0.32	2.561876217899017	2.564540913136313
C=C(C)/C=C/C(=C)C	-0.75	-1.27	-0.2	-1.15	-0.27	1.02	0.79	1.37	-1.11	-2.0	-1.4	-0.89	-0.94	-0.16	-0.32	2.421850615022958	2.3583877959637936
